DATE,SPASTT01USM657N
1960-01-01,-2.24000000000001
1960-02-01,-4.74631751227494
1960-03-01,-1.54639175257731
1960-04-01,0.872600349040114
1960-05-01,-0.865051903114162
1960-06-01,4.71204188481674
1960-07-01,-2.83333333333332
1960-08-01,-0.171526586620926
1960-09-01,-4.29553264604809
1960-10-01,-2.51346499102336
1960-11-01,3.13075506445672
1960-12-01,1.42857142857142
1961-01-01,3.69718309859158
1961-02-01,2.88624787775888
1961-03-01,3.13531353135314
1961-04-01,2.07999999999999
1961-05-01,1.25391849529782
1961-06-01,-0.309597523219832
1961-07-01,-0.15527950310559
1961-08-01,4.04354587869365
1961-09-01,-1.04633781763828
1961-10-01,-1.05740181268882
1961-11-01,3.05343511450382
1961-12-01,0.59259259259259
1962-01-01,-3.24005891016199
1962-02-01,0.913242009132416
1962-03-01,0.301659125188517
1962-04-01,-3.30827067669174
1962-05-01,-6.68740279937791
1962-06-01,-11.1666666666667
1962-07-01,1.68855534709193
1962-08-01,3.50553505535055
1962-09-01,-0.891265597147947
1962-10-01,-2.6978417266187
1962-11-01,8.31792975970426
1962-12-01,3.07167235494879
1963-01-01,3.64238410596025
1963-02-01,1.1182108626198
1963-03-01,-0.78988941548181
1963-04-01,4.93630573248406
1963-05-01,1.82094081942338
1963-06-01,-0.149031296572298
1963-07-01,-2.53731343283583
1963-08-01,1.83767228177643
1963-09-01,3.45864661654136
1963-10-01,1.16279069767443
1963-11-01,-0.574712643678194
1963-12-01,2.31213872832373
1964-01-01,2.25988700564971
1964-02-01,2.07182320441988
1964-03-01,2.43572395128553
1964-04-01,1.05680317040952
1964-05-01,0.261437908496715
1964-06-01,-0.651890482398938
1964-07-01,3.57806691449814
1964-08-01,-1.07671601615074
1964-09-01,1.83673469387754
1964-10-01,1.89267423736362
1964-11-01,0.699300699300701
1964-12-01,-1.77951388888889
1965-01-01,2.364118426867
1965-02-01,0.863371465573054
1965-03-01,0.106997646051791
1965-04-01,1.30397605814451
1965-05-01,1.3082928887951
1965-06-01,-5.08227452614039
1965-07-01,-0.30721966205836
1965-08-01,2.04710543693594
1965-09-01,3.42968075927525
1965-10-01,2.29405630865483
1965-11-01,0.774719673802244
1965-12-01,0.384381954278772
1966-01-01,1.88735706403878
1966-02-01,-0.41259607144821
1966-03-01,-4.11165366638034
1966-04-01,2.73128060306128
1966-05-01,-5.51655363730828
1966-06-01,-0.550716110497751
1966-07-01,-0.294079632658771
1966-08-01,-5.91434676652099
1966-09-01,-3.96003564064825
1966-10-01,-1.1761791390227
1966-11-01,5.37215980309487
1966-12-01,0.980239963232315
1967-01-01,4.23180909448712
1967-02-01,3.84883715991418
1967-03-01,2.5541069831838
1967-04-01,1.8466709393213
1967-05-01,2.1536686163537
1967-06-01,-0.892179754480669
1967-07-01,2.23494629692004
1967-08-01,1.53455590046195
1967-09-01,1.45773129336589
1967-10-01,-0.182679115548963
1967-11-01,-3.25215312712706
1967-12-01,3.21091887197906
1968-01-01,0.340170609557952
1968-02-01,-4.79932345256215
1968-03-01,-2.37715243426944
1968-04-01,7.58810762085967
1968-05-01,3.04867302312649
1968-06-01,3.25389403157148
1968-07-01,-0.393583643782538
1968-08-01,-2.4436799666827
1968-09-01,3.20710985557132
1968-10-01,2.67074713553229
1968-11-01,1.92361971792048
1968-12-01,1.47764765988582
1969-01-01,-4.14884350648333
1969-02-01,-0.838370376193978
1969-03-01,-2.8633747349648
1969-04-01,1.6460281635606
1969-05-01,3.34473415247952
1969-06-01,-5.64661901320682
1969-07-01,-5.06329830521051
1969-08-01,-0.586300676940374
1969-09-01,0.520253081203044
1969-10-01,1.72081873846641
1969-11-01,1.09060985691747
1969-12-01,-5.5131759851752
1970-01-01,-0.703773951972516
1970-02-01,-3.48484661853158
1970-03-01,1.43251422828641
1970-04-01,-3.93798694170956
1970-05-01,-12.3447377051882
1970-06-01,-0.882673463596827
1970-07-01,-0.313781827243156
1970-08-01,2.74023131514961
1970-09-01,6.67461359530008
1970-10-01,2.12296993076348
1970-11-01,-0.477388397548484
1970-12-01,6.91202830894302
1971-01-01,4.66353318864548
1971-02-01,4.15087181643175
1971-03-01,2.76131282018641
1971-04-01,3.49241696249922
1971-05-01,-1.42956012736237
1971-06-01,-1.67663175743573
1971-07-01,-0.423862538104347
1971-08-01,-1.99097256765842
1971-09-01,2.25837847827236
1971-10-01,-2.15358867903921
1971-11-01,-4.82892416249327
1971-12-01,7.01105339823221
1972-01-01,4.44015081235377
1972-02-01,2.2022237216572
1972-03-01,2.59648426438487
1972-04-01,1.1463660684606
1972-05-01,-1.36337232918687
1972-06-01,0.0842890084318825
1972-07-01,-1.10674509255072
1972-08-01,3.13004126400257
1972-09-01,-1.65674460259052
1972-10-01,-0.0981404431565898
1972-11-01,4.99020142632997
1972-12-01,2.01520623161663
1973-01-01,0.196732997874402
1973-02-01,-4.45205989894887
1973-03-01,-2.22703727833394
1973-04-01,-2.46426101047663
1973-05-01,-3.27992242638405
1973-06-01,-2.8307994506282
1973-07-01,1.79397133870603
1973-08-01,-1.42137206649367
1973-09-01,2.49786402002766
1973-10-01,4.52081505295234
1973-11-01,-7.89879411549306
1973-12-01,-7.69246670262242
1974-01-01,1.98972488910451
1974-02-01,-2.70062347100974
1974-03-01,4.28898021483863
1974-04-01,-5.64036225704998
1974-05-01,-3.7815930504087
1974-06-01,-0.446695344420792
1974-07-01,-8.20874019381634
1974-08-01,-7.88241941389853
1974-09-01,-10.4520270029779
1974-10-01,2.59243507650643
1974-11-01,3.73414779037632
1974-12-01,-6.78154459044761
1975-01-01,8.89649811836265
1975-02-01,10.1626395924464
1975-03-01,4.41628287286385
1975-04-01,1.26522896624812
1975-05-01,6.32774815750685
1975-06-01,3.06621297253711
1975-07-01,0.657464997538909
1975-08-01,-7.74537305170324
1975-09-01,-1.61081657269348
1975-10-01,4.22505133242903
1975-11-01,1.63817474683468
1975-12-01,-1.79770583653111
1976-01-01,9.69045872561808
1976-02-01,4.71405770934631
1976-03-01,0.512622378134031
1976-04-01,0.501446011169119
1976-05-01,-0.750634564353429
1976-06-01,0.660422538549244
1976-07-01,2.6691729634739
1976-08-01,-0.887133216457248
1976-09-01,2.01072551588174
1976-10-01,-3.29994486838465
1976-11-01,-0.480891127232382
1976-12-01,3.99626201672326
1977-01-01,-0.0933225029501357
1977-02-01,-2.41380253053954
1977-03-01,-0.467965740144436
1977-04-01,-1.37124794171351
1977-05-01,0.0689035037329868
1977-06-01,0.64150104621657
1977-07-01,1.17908258557434
1977-08-01,-2.6128623413446
1977-09-01,-1.58388610409656
1977-10-01,-2.45149604180282
1977-11-01,0.977976076447276
1977-12-01,-0.0781401157728193
1978-01-01,-3.73758783386625
1978-02-01,-0.976048737425375
1978-03-01,0.185062056338778
1978-04-01,4.55634145416176
1978-05-01,5.28347821796473
1978-06-01,0.63227617853445
1978-07-01,-0.407370266486483
1978-08-01,7.18696610727214
1978-09-01,0.0731512291124469
1978-10-01,-3.71168462334567
1978-11-01,-6.49999668914855
1978-12-01,1.80196541085006
1979-01-01,3.87677167157576
1979-02-01,-1.23042523595018
1979-03-01,2.00654535675448
1979-04-01,2.3327743574752
1979-05-01,-2.23683001550285
1979-06-01,2.49077015825641
1979-07-01,1.34393246421827
1979-08-01,4.81234842108833
1979-09-01,1.13227656803976
1979-10-01,-4.22416718407032
