DATE,LCEAMN01USM659S
1972-01-01,6.25000000000001
1972-02-01,6.48967551622418
1972-03-01,7.07964601769911
1972-04-01,7.03812316715542
1972-05-01,6.99708454810495
1972-06-01,6.66666666666667
1972-07-01,6.64739884393062
1972-08-01,7.18390804597701
1972-09-01,7.75862068965517
1972-10-01,7.99999999999999
1972-11-01,8.59598853868194
1972-12-01,7.88732394366198
1973-01-01,8.12324929971989
1973-02-01,7.202216066482
1973-03-01,6.8870523415978
1973-04-01,7.12328767123289
1973-05-01,7.08446866485014
1973-06-01,7.33695652173913
1973-07-01,7.85907859078591
1973-08-01,7.23860589812332
1973-09-01,7.46666666666667
1973-10-01,7.14285714285714
1973-11-01,7.38786279683378
1973-12-01,6.78851174934725
1974-01-01,6.21761658031088
1974-02-01,6.71834625322997
1974-03-01,6.95876288659795
1974-04-01,6.39386189258312
1974-05-01,8.14249363867684
1974-06-01,8.86075949367088
1974-07-01,8.79396984924624
1974-08-01,9.49999999999999
1974-09-01,9.6774193548387
1974-10-01,10.6172839506173
1974-11-01,10.3194103194103
1974-12-01,10.5134474327628
1975-01-01,10.7317073170732
1975-02-01,10.8958837772397
1975-03-01,11.5662650602409
1975-04-01,11.2980769230769
1975-05-01,9.41176470588236
1975-06-01,8.83720930232558
1975-07-01,8.77598152424942
1975-08-01,8.44748858447489
1975-09-01,8.1447963800905
1975-10-01,7.14285714285713
1975-11-01,7.57238307349666
1975-12-01,7.52212389380532
1976-01-01,7.9295154185022
1976-02-01,7.86026200873362
1976-03-01,7.55939524838014
1976-04-01,7.55939524838014
1976-05-01,8.38709677419355
1976-06-01,8.33333333333334
1976-07-01,8.49256900212314
1976-08-01,8.63157894736842
1976-09-01,8.78661087866108
1976-10-01,8.12500000000002
1976-11-01,8.69565217391304
1976-12-01,8.84773662551439
1977-01-01,9.18367346938773
1977-02-01,8.50202429149799
1977-03-01,8.43373493975904
1977-04-01,9.43775100401608
1977-05-01,8.92857142857143
1977-06-01,9.27021696252466
1977-07-01,9.1976516634051
1977-08-01,8.72093023255814
1977-09-01,8.65384615384616
1977-10-01,9.6339113680154
1977-11-01,8.95238095238094
1977-12-01,8.69565217391305
1978-01-01,8.97196261682244
1978-02-01,9.32835820895522
1978-03-01,8.88888888888888
1978-04-01,8.80733944954128
1978-05-01,8.56102003642986
1978-06-01,8.48375451263536
1978-07-01,8.6021505376344
1978-08-01,8.55614973262031
1978-09-01,8.8495575221239
1978-10-01,8.96309314586995
1978-11-01,9.44055944055944
1978-12-01,9.7391304347826
1979-01-01,9.09090909090909
1979-02-01,9.21501706484642
1979-03-01,9.6938775510204
1979-04-01,8.4317032040472
1979-05-01,9.39597315436241
1979-06-01,9.15141430948418
1979-07-01,8.74587458745874
1979-08-01,8.86699507389163
1979-09-01,8.45528455284552
1979-10-01,8.22580645161289
1979-11-01,7.66773162939298
1979-12-01,7.76545166402536
1980-01-01,7.23270440251573
1980-02-01,7.49999999999999
1980-03-01,7.75193798449613
1980-04-01,8.39813374805599
1980-05-01,7.66871165644172
1980-06-01,8.23170731707317
1980-07-01,8.649468892261
1980-08-01,9.20060331825039
1980-09-01,9.44527736131934
1980-10-01,9.98509687034277
1980-11-01,10.8308605341246
1980-12-01,10.5882352941176
1981-01-01,11.1436950146628
1981-02-01,10.7558139534884
1981-03-01,10.5035971223022
1981-04-01,11.3342898134864
1981-05-01,11.2535612535613
1981-06-01,10.5633802816902
1981-07-01,10.195530726257
1981-08-01,10.0828729281768
1981-09-01,9.99999999999999
1981-10-01,9.21409214092143
1981-11-01,8.16599732262384
1981-12-01,7.57978723404255
1982-01-01,8.97097625329816
1982-02-01,7.74278215223099
1982-03-01,7.29166666666666
1982-04-01,6.70103092783504
1982-05-01,6.65813060179257
1982-06-01,6.62420382165604
1982-07-01,6.4638783269962
1982-08-01,5.77164366373902
1982-09-01,5.23038605230387
1982-10-01,4.71464019851114
1982-11-01,4.70297029702971
1982-12-01,4.94437577255873
1983-01-01,3.14769975786925
1983-02-01,4.62850182704017
1983-03-01,4.24757281553398
1983-04-01,3.98550724637682
1983-05-01,3.72148859543819
1983-06-01,3.46475507765831
1983-07-01,3.6904761904762
1983-08-01,3.32147093712932
1983-09-01,3.66863905325444
1983-10-01,4.26540284360191
1983-11-01,4.49172576832151
1983-12-01,4.4758539458186
1984-01-01,4.57746478873239
1984-02-01,3.84167636786962
1984-03-01,4.30733410942959
1984-04-01,4.29732868757259
1984-05-01,4.05092592592592
1984-06-01,4.27251732101616
1984-07-01,3.90355912743972
1984-08-01,4.36280137772673
1984-09-01,4.10958904109589
1984-10-01,3.97727272727272
1984-11-01,3.95927601809954
1984-12-01,3.94588500563699
1985-01-01,4.04040404040404
1985-02-01,4.14798206278026
1985-03-01,4.01785714285713
1985-04-01,4.12026726057906
1985-05-01,4.22691879866516
1985-06-01,3.98671096345516
1985-07-01,4.08839779005524
1985-08-01,3.74037403740374
1985-09-01,3.50877192982456
1985-10-01,3.38797814207651
1985-11-01,3.26441784548423
1985-12-01,3.57917570498916
1986-01-01,2.80474649406688
1986-02-01,2.90635091496234
1986-03-01,2.78969957081545
1986-04-01,2.24598930481284
1986-05-01,2.34791889007472
1986-06-01,2.02342917997869
1986-07-01,1.91082802547771
1986-08-01,1.90880169671262
1986-09-01,1.6949152542373
1986-10-01,1.69133192389005
1986-11-01,1.58061116965227
1986-12-01,1.15183246073298
1987-01-01,1.46904512067156
1987-02-01,1.35983263598325
1987-03-01,1.35699373695199
1987-04-01,1.56903765690377
1987-05-01,1.45985401459854
1987-06-01,1.67014613778706
1987-07-01,1.45833333333333
1987-08-01,1.97710718002083
1987-09-01,2.60416666666666
1987-10-01,2.28690228690229
1987-11-01,2.38589211618255
1987-12-01,2.38095238095238
1988-01-01,2.48190279214065
1988-02-01,2.37358101135192
1988-03-01,2.36869207003089
1988-04-01,2.88362512873327
1988-05-01,2.98047276464542
1988-06-01,3.08008213552361
1988-07-01,3.18275154004107
1988-08-01,2.75510204081633
1988-09-01,2.74111675126904
1988-10-01,3.25203252032522
1988-11-01,3.24214792299899
1988-12-01,3.1344792719919
1989-01-01,3.22906155398587
1989-02-01,3.42741935483872
1989-03-01,3.52112676056338
1989-04-01,2.90290290290289
1989-05-01,2.79441117764471
1989-06-01,2.88844621513945
1989-07-01,3.08457711442785
1989-08-01,3.17775571002978
1989-09-01,2.86561264822135
1989-10-01,2.65748031496063
1989-11-01,2.45338567222767
1989-12-01,2.84313725490197
1990-01-01,2.83479960899316
1990-02-01,3.70370370370371
1990-03-01,3.98445092322642
1990-04-01,3.8910505836576
1990-05-01,4.27184466019417
1990-06-01,4.35624394966118
1990-07-01,4.24710424710427
1990-08-01,4.04234841193457
1990-09-01,4.32276657060519
1990-10-01,4.6979865771812
1990-11-01,4.31034482758623
1990-12-01,4.19447092469018
1991-01-01,4.37262357414449
1991-02-01,3.10150375939849
1991-03-01,2.80373831775702
1991-04-01,3.46441947565543
1991-05-01,3.25884543761639
1991-06-01,3.24675324675324
1991-07-01,3.42592592592591
1991-08-01,3.42275670675299
1991-09-01,3.31491712707182
1991-10-01,3.02197802197804
1991-11-01,3.39761248852156
1991-12-01,3.1107044830741
1992-01-01,2.36794171220401
1992-02-01,3.00820419325432
1992-03-01,2.90909090909092
1992-04-01,2.80542986425338
1992-05-01,2.70513976555456
1992-06-01,2.51572327044025
1992-07-01,2.32766338406446
1992-08-01,2.50447227191415
1992-09-01,2.04991087344028
1992-10-01,1.95555555555554
1992-11-01,2.04262877442275
1992-12-01,2.12954747116239
1993-01-01,2.75800711743773
1993-02-01,2.38938053097345
1993-03-01,2.38515901060071
1993-04-01,2.46478873239437
1993-05-01,2.37050043898156
1993-06-01,2.27870289219982
1993-07-01,2.27471566054243
1993-08-01,2.26876090750436
1993-09-01,2.70742358078604
1993-10-01,2.78988666085439
1993-11-01,2.95909486510008
1993-12-01,3.21459600347524
1994-01-01,2.94372294372294
1994-02-01,3.45721694036302
1994-03-01,3.10612597066435
1994-04-01,2.7491408934708
1994-05-01,2.74442538593483
1994-06-01,2.91345329905741
1994-07-01,2.82292557741661
1994-08-01,2.81569965870307
1994-09-01,2.80612244897959
1994-10-01,2.71416454622563
1994-11-01,2.70498732037195
1994-12-01,2.44107744107743
1995-01-01,2.6072329688814
1995-02-01,2.25563909774436
1995-03-01,2.42677824267785
1995-04-01,2.42474916387958
1995-05-01,2.5041736227045
1995-06-01,2.49791840133223
1995-07-01,3.07820299500832
1995-08-01,2.9045643153527
1995-09-01,2.64681555004137
1995-10-01,2.72502064409578
1995-11-01,2.46913580246912
1995-12-01,2.62941659819229
1996-01-01,3.27868852459015
1996-02-01,2.61437908496731
1996-03-01,2.12418300653595
1996-04-01,3.59183673469388
1996-05-01,3.50162866449513
1996-06-01,3.65556458164094
1996-07-01,3.30912025827281
1996-08-01,3.38709677419354
1996-09-01,3.54552780016116
1996-10-01,3.13504823151126
1996-11-01,3.45381526104419
1996-12-01,3.68294635708565
1997-01-01,3.0952380952381
1997-02-01,3.42356687898089
1997-03-01,4.31999999999998
1997-04-01,2.67927501970055
1997-05-01,2.83241542092838
1997-06-01,2.58620689655172
1997-07-01,2.34374999999999
1997-08-01,2.73010920436817
1997-09-01,2.568093385214
1997-10-01,3.58534684333592
1997-11-01,3.49378881987576
1997-12-01,3.0888030888031
1998-01-01,2.69438029253272
1998-02-01,3.07929176289454
1998-03-01,2.99079754601228
1998-04-01,2.83960092095167
1998-05-01,2.90742157612854
1998-06-01,2.59740259740259
1998-07-01,1.83206106870228
1998-08-01,2.20197418375095
1998-09-01,2.57966616084977
1998-10-01,1.7306245297216
1998-11-01,1.57539384846212
1998-12-01,1.57303370786517
1999-01-01,1.87406296851574
1999-02-01,1.79238237490664
1999-03-01,1.93596425912137
1999-04-01,2.46268656716417
1999-05-01,2.60223048327137
1999-06-01,3.20178704393149
1999-07-01,4.2728635682159
1999-08-01,3.56612184249627
1999-09-01,3.47633136094675
1999-10-01,3.47633136094675
1999-11-01,3.4711964549483
1999-12-01,3.68731563421828
2000-01-01,3.97350993377485
2000-02-01,3.74174614820251
2000-03-01,3.50620891161432
2000-04-01,3.64166059723235
2000-05-01,3.04347826086958
2000-06-01,3.17460317460319
2000-07-01,3.019410496046
2000-08-01,3.01291248206601
2000-09-01,2.93066476054325
2000-10-01,3.50250178699072
2000-11-01,3.64025695931477
2000-12-01,3.12944523470839
2001-01-01,2.47699929228591
2001-02-01,2.89957567185289
2001-03-01,2.89343683839096
2001-04-01,2.81096275474349
2001-05-01,3.30520393811532
2001-06-01,3.07692307692308
2001-07-01,3.41939986043267
2001-08-01,3.41225626740946
2001-09-01,3.40277777777777
2001-10-01,2.83149171270718
2001-11-01,3.03030303030304
2001-12-01,3.51724137931036
2002-01-01,3.86740331491712
2002-02-01,3.91752577319587
2002-03-01,3.90946502057614
2002-04-01,3.69104579630895
2002-05-01,3.74404356705242
2002-06-01,3.59565807327001
2002-07-01,3.23886639676114
2002-08-01,3.29966329966331
2002-09-01,3.22364002686366
2002-10-01,3.76091336467427
2002-11-01,3.475935828877
2002-12-01,3.53097934710192
2003-01-01,3.59042553191489
2003-02-01,3.37301587301588
2003-03-01,3.23432343234324
2003-04-01,3.0323005932762
2003-05-01,2.95275590551181
2003-06-01,2.94695481335953
2003-07-01,3.00653594771241
2003-08-01,2.86831812255541
2003-09-01,2.99284320104101
2003-10-01,2.45954692556636
2003-11-01,2.71317829457364
2003-12-01,2.44530244530245
2004-01-01,2.37483953786906
2004-02-01,2.23928342930262
2004-03-01,2.36572890025576
2004-04-01,2.68714011516314
2004-05-01,2.4219247928617
2004-06-01,2.48091603053434
2004-07-01,2.28426395939088
2004-08-01,2.6615969581749
2004-09-01,2.905874921036
2004-10-01,2.77953253316486
2004-11-01,2.51572327044026
2004-12-01,2.63819095477388
2005-01-01,2.69592476489028
2005-02-01,2.87859824780976
2005-03-01,2.68582136164897
2005-04-01,2.55451713395639
2005-05-01,2.86247666459241
2005-06-01,2.6691495965239
2005-07-01,2.79156327543423
2005-08-01,2.65432098765432
2005-09-01,1.84162062615102
2005-10-01,2.58143822987095
2005-11-01,2.33128834355827
2005-12-01,2.08078335373317
2006-01-01,1.95360195360196
2006-02-01,1.58150851581508
2006-03-01,1.70316301703162
2006-04-01,1.76184690157958
2006-05-01,1.4519056261343
2006-06-01,1.45102781136639
2006-07-01,1.26735063367532
2006-08-01,1.20264582080578
2006-09-01,1.44665461121157
2006-10-01,1.31815458358298
2006-11-01,1.43884892086332
2006-12-01,1.85851318944843
2007-01-01,1.85628742514971
2007-02-01,2.09580838323353
2007-03-01,2.27272727272729
2007-04-01,2.6865671641791
2007-05-01,2.74299344066786
2007-06-01,3.03933253873659
2007-07-01,3.03933253873659
2007-08-01,3.08972073677957
2007-09-01,3.20855614973263
2007-10-01,2.66114725014783
2007-11-01,3.07328605200945
2007-12-01,2.64861683343144
2008-01-01,2.88065843621398
2008-02-01,3.04985337243402
2008-03-01,3.09941520467835
2008-04-01,2.5
2008-05-01,2.66976204294835
2008-06-01,2.6604973973395
2008-07-01,2.94968189705033
2008-08-01,2.59365994236311
2008-09-01,2.64824409902128
2008-10-01,3.11059907834101
2008-11-01,2.9243119266055
2008-12-01,3.21100917431192
2009-01-01,2.91428571428572
2009-02-01,2.95959021058622
2009-03-01,2.83607487237663
2009-04-01,3.00623936471924
2009-05-01,2.54381006218202
2009-06-01,2.4225352112676
2009-07-01,2.75280898876404
2009-08-01,2.92134831460674
2009-09-01,3.3090297251823
2009-10-01,2.68156424581006
2009-11-01,2.61838440111421
2009-12-01,2.33333333333334
2010-01-01,2.33203775680176
2010-02-01,2.10060807075733
2010-03-01,1.8753447324876
2010-04-01,1.9273127753304
2010-05-01,2.425578831312
2010-06-01,2.20022002200219
2010-07-01,1.85893931109896
2010-08-01,1.80131004366811
2010-09-01,1.628664495114
2010-10-01,1.90424374319913
2010-11-01,1.84581976112922
2010-12-01,2.0086862106406
2011-01-01,2.49593054801955
2011-02-01,2.38224147265836
2011-03-01,2.32809962100704
2011-04-01,2.16099405726634
2011-05-01,1.82992465016149
2011-06-01,1.72228202368138
2011-07-01,1.61030595813205
2011-08-01,1.34048257372655
2011-09-01,1.01495726495727
2011-10-01,1.3347570742125
2011-11-01,1.06609808102344
2011-12-01,1.11761575306014
2012-01-01,0.688194812069872
2012-02-01,0.475938656795346
2012-03-01,0.634920634920639
2012-04-01,0.951877313590693
2012-05-01,0.634249471458754
2012-06-01,0.952380952380952
2012-07-01,0.950871632329636
2012-08-01,0.793650793650802
2012-09-01,0.793231094658907
2012-10-01,0.579557428872488
2012-11-01,0.896624472573827
2012-12-01,0.684210526315783
2013-01-01,0.788643533123036
2013-02-01,1.10526315789474
2013-03-01,0.998948475289171
2013-04-01,0.733368255631227
2013-05-01,0.997899159663879
2013-06-01,1.04821802935012
2013-07-01,0.784929356357936
2013-08-01,1.36482939632545
2013-09-01,1.41657922350472
2013-10-01,1.36196961760085
2013-11-01,1.3591217982227
2013-12-01,1.7250392054365
2014-01-01,1.51278038601981
2014-02-01,1.45757418011451
2014-03-01,1.66579906298803
2014-04-01,1.30005200208008
2014-05-01,1.45605824232969
2014-06-01,1.34854771784231
2014-07-01,1.71339563862928
2014-08-01,1.50181253236666
2014-09-01,1.34505949301605
2014-10-01,1.55038759689921
2014-11-01,1.34089736977822
2014-12-01,0.873586844809865
2015-01-01,0.976361767728664
2015-02-01,1.23140071831709
2015-03-01,1.22887864823347
2015-04-01,1.64271047227927
2015-05-01,1.79395181957969
2015-06-01,1.84237461617196
2015-07-01,1.78662582950485
2015-08-01,1.93877551020408
2015-09-01,2.50127616130678
2015-10-01,2.03562340966922
2015-11-01,2.08651399491095
2015-12-01,2.44523688232298
2016-01-01,2.59541984732826
2016-02-01,2.3314749113026
2016-03-01,2.52908447142135
2016-04-01,2.92929292929291
2016-05-01,2.7693856998993
2016-06-01,2.91457286432161
2016-07-01,2.7582748244734
2016-08-01,2.90290290290289
2016-09-01,2.34063745019922
2016-10-01,2.69326683291771
2016-11-01,2.69192422731805
2016-12-01,2.58577821979115
2017-01-01,2.28174603174602
2017-02-01,2.22882615156017
2017-03-01,2.07202762703503
2017-04-01,1.86457311089306
2017-05-01,1.91082802547771
2017-06-01,1.85546875
2017-07-01,2.09858467545147
2017-08-01,1.89688715953308
2017-09-01,2.23844282238442
2017-10-01,2.37979601748421
2017-11-01,2.4757281553398
2017-12-01,2.8114396509937
2018-01-01,3.24927255092143
2018-02-01,3.34302325581395
2018-03-01,3.38327694538424
2018-04-01,3.42003853564545
2018-05-01,3.02884615384614
2018-06-01,2.97219558964524
2018-07-01,2.53346080305925
2018-08-01,2.86396181384249
2018-09-01,2.90337934316993
2018-10-01,2.94117647058824
2018-11-01,3.17385125532924
2018-12-01,2.87600188590286
2019-01-01,2.58337247534054
2019-02-01,2.71917487107361
2019-03-01,2.6647966339411
2019-04-01,2.28225430833723
2019-05-01,2.84647690153991
2019-06-01,3.07262569832404
2019-07-01,3.44988344988347
2019-08-01,3.10904872389791
2019-09-01,2.96022201665124
2019-10-01,2.76497695852535
2019-11-01,2.80073461891642
2019-12-01,2.84142988084327
2020-01-01,2.65567765567766
2020-02-01,2.78411684162482
2020-03-01,2.91438979963569
2020-04-01,3.73406193078323
2020-05-01,3.03992740471871
