DATE,CSCICP03USM665S
1994-05-01,100.602936255206
1994-06-01,100.497620228469
1994-07-01,100.425748262492
1994-08-01,100.471298260746
1994-09-01,100.541352839556
1994-10-01,100.634563188699
1994-11-01,100.747834206761
1994-12-01,100.922675867029
1995-01-01,101.004000627313
1995-02-01,100.872336771892
1995-03-01,100.653257224243
1995-04-01,100.55828982945
1995-05-01,100.545750041667
1995-06-01,100.671571463163
1995-07-01,100.787831773253
1995-08-01,100.754205451493
1995-09-01,100.51941589724
1995-10-01,100.364204323982
1995-11-01,100.287118880396
1995-12-01,100.310918081566
1996-01-01,100.327053394167
1996-02-01,100.39751403706
1996-03-01,100.540979239051
1996-04-01,100.569316452628
1996-05-01,100.548883583839
1996-06-01,100.655890349509
1996-07-01,100.813036429652
1996-08-01,100.931408989419
1996-09-01,101.020829886123
1996-10-01,101.141263966998
1996-11-01,101.243617314974
1996-12-01,101.258645740366
1997-01-01,101.308615291755
1997-02-01,101.424780543425
1997-03-01,101.555565758575
1997-04-01,101.717892924823
1997-05-01,101.901286967816
1997-06-01,102.06837058587
1997-07-01,102.180812779543
1997-08-01,102.183437091557
1997-09-01,102.194163129047
1997-10-01,102.187368392702
1997-11-01,102.169244526
1997-12-01,102.138071479871
1998-01-01,102.288423666124
1998-02-01,102.449205714638
1998-03-01,102.456656718523
1998-04-01,102.43551361659
1998-05-01,102.33798461557
1998-06-01,102.220755436289
1998-07-01,102.086655170446
1998-08-01,101.897214173602
1998-09-01,101.660243759346
1998-10-01,101.526236052773
1998-11-01,101.61827940252
1998-12-01,101.759011085119
1999-01-01,101.994971530045
1999-02-01,102.200009492858
1999-03-01,102.23474646958
1999-04-01,102.230004736539
1999-05-01,102.272946943561
1999-06-01,102.283886274879
1999-07-01,102.229207386368
1999-08-01,102.168577788825
1999-09-01,102.158434878514
1999-10-01,102.138163390903
1999-11-01,102.254252169829
1999-12-01,102.415359938287
2000-01-01,102.641432236322
2000-02-01,102.69325108001
2000-03-01,102.613952096169
2000-04-01,102.595794678233
2000-05-01,102.570994967427
2000-06-01,102.474116272036
2000-07-01,102.44132092202
2000-08-01,102.407152818821
2000-09-01,102.358305500869
2000-10-01,102.251488817574
2000-11-01,102.004125532679
2000-12-01,101.484866578346
2001-01-01,100.970296912625
2001-02-01,100.594221325092
2001-03-01,100.431918814519
2001-04-01,100.399382316656
2001-05-01,100.520292501098
2001-06-01,100.598019838606
2001-07-01,100.513399561802
2001-08-01,100.216785185191
2001-09-01,99.7894084961192
2001-10-01,99.635322645101
2001-11-01,99.7806549716001
2001-12-01,100.132364141333
2002-01-01,100.472469534814
2002-02-01,100.676219080733
2002-03-01,100.860449865129
2002-04-01,100.912345298308
2002-05-01,100.886711476466
2002-06-01,100.640067889658
2002-07-01,100.309856817542
2002-08-01,100.037730484762
2002-09-01,99.7996659874804
2002-10-01,99.6199409115595
2002-11-01,99.6347456860306
2002-12-01,99.6322507983881
2003-01-01,99.456487165257
2003-02-01,99.3005945930483
2003-03-01,99.3824892655078
2003-04-01,99.8100027429113
2003-05-01,100.231494002433
2003-06-01,100.385267966067
2003-07-01,100.387522959256
2003-08-01,100.299453317166
2003-09-01,100.264556106546
2003-10-01,100.410618481082
2003-11-01,100.698532605298
2003-12-01,100.997205995504
2004-01-01,101.272483255324
2004-02-01,101.160541113363
2004-03-01,100.995187170489
2004-04-01,100.826568607258
2004-05-01,100.749348127683
2004-06-01,100.88524023573
2004-07-01,100.995025998075
2004-08-01,100.970688653767
2004-09-01,100.853559424006
2004-10-01,100.765613713086
2004-11-01,100.82888790851
2004-12-01,100.962671518895
2005-01-01,100.948164550677
2005-02-01,100.794790043302
2005-03-01,100.568618750722
2005-04-01,100.382921647881
2005-05-01,100.449889079485
2005-06-01,100.69645085974
2005-07-01,100.60426769738
2005-08-01,100.021512421184
2005-09-01,99.3132038569374
2005-10-01,99.0833315275072
2005-11-01,99.4642867807863
2005-12-01,100.032721260269
2006-01-01,100.289222227889
2006-02-01,100.241262233674
2006-03-01,100.111807719357
2006-04-01,99.863922581175
2006-05-01,99.5860858284318
2006-06-01,99.565624577875
2006-07-01,99.6012489440344
2006-08-01,99.6980615791695
2006-09-01,100.008673021269
2006-10-01,100.422375200062
2006-11-01,100.649954854217
2006-12-01,100.763663072027
2007-01-01,100.795183493455
2007-02-01,100.575403520636
2007-03-01,100.307661328318
2007-04-01,100.136237833132
2007-05-01,100.076824741215
2007-06-01,100.036756185427
2007-07-01,100.013983532315
2007-08-01,99.788239650288
2007-09-01,99.5369488516737
2007-10-01,99.2468607703081
2007-11-01,98.9653411601504
2007-12-01,98.7997064036358
2008-01-01,98.6404962616471
2008-02-01,98.2573277725069
2008-03-01,97.795379538661
2008-04-01,97.274669353859
2008-05-01,96.9008105790329
2008-06-01,96.7832424655829
2008-07-01,96.983444928429
2008-08-01,97.2370818001628
2008-09-01,97.3120452283865
2008-10-01,96.9641613765493
2008-11-01,96.7112274289212
2008-12-01,96.7038672915242
2009-01-01,96.7109722525879
2009-02-01,96.6853079801315
2009-03-01,96.8843411330262
2009-04-01,97.326026630346
2009-05-01,97.7060759276779
2009-06-01,97.8634226676032
2009-07-01,97.818858527505
2009-08-01,97.8619194809732
2009-09-01,98.0372030777182
2009-10-01,98.0664170613409
2009-11-01,98.0802469203884
2009-12-01,98.2518677600366
2010-01-01,98.4109498695853
2010-02-01,98.4651751717572
2010-03-01,98.4621278286393
2010-04-01,98.4420277961464
2010-05-01,98.4407781671393
2010-06-01,98.3472432030304
2010-07-01,98.0673199636779
2010-08-01,97.8965967015877
2010-09-01,97.846604381782
2010-10-01,97.9434715160162
2010-11-01,98.1965054821405
2010-12-01,98.4431746752626
2011-01-01,98.5496501155247
2011-02-01,98.5014103996765
2011-03-01,98.2618758320511
2011-04-01,98.2044428567913
2011-05-01,98.1890043334214
2011-06-01,97.88687579928
2011-07-01,97.319590424313
2011-08-01,96.8353835434406
2011-09-01,96.769326883723
2011-10-01,96.9971240115906
2011-11-01,97.4314822806213
2011-12-01,97.9687678474808
2012-01-01,98.4268119763485
2012-02-01,98.6821737614487
2012-03-01,98.8052332871298
2012-04-01,98.8397202715259
2012-05-01,98.7843258271601
2012-06-01,98.5814757623895
2012-07-01,98.5099991704667
2012-08-01,98.6785397761577
2012-09-01,98.9923612413802
2012-10-01,99.217409417923
2012-11-01,99.1316965990447
2012-12-01,98.8003494885138
2013-01-01,98.6729521624071
2013-02-01,98.7751391734295
2013-03-01,98.9406641633046
2013-04-01,99.1511582827334
2013-05-01,99.4869066307233
2013-06-01,99.6604909909088
2013-07-01,99.6230830601235
2013-08-01,99.3443395165326
2013-09-01,98.966111379624
2013-10-01,98.7322832661828
2013-11-01,98.8320149528558
2013-12-01,99.1334733440102
2014-01-01,99.3050735005506
2014-02-01,99.3746508248836
2014-03-01,99.4066690464104
2014-04-01,99.4791634688759
2014-05-01,99.4656404621138
2014-06-01,99.4394188993221
2014-07-01,99.4312900195744
2014-08-01,99.5255198481342
2014-09-01,99.7284163611562
2014-10-01,100.013661372173
2014-11-01,100.363647020406
2014-12-01,100.751724046915
2015-01-01,101.013188861862
2015-02-01,101.015453378185
2015-03-01,100.919936628072
2015-04-01,100.865786387787
2015-05-01,100.78627249769
2015-06-01,100.800211247218
2015-07-01,100.686711833111
2015-08-01,100.499265327598
2015-09-01,100.330339804881
2015-10-01,100.359265131611
2015-11-01,100.47454177233
2015-12-01,100.570559464524
2016-01-01,100.583512435865
2016-02-01,100.54657356999
2016-03-01,100.507160577631
2016-04-01,100.52898443373
2016-05-01,100.650051369356
2016-06-01,100.628236157195
2016-07-01,100.483133322395
2016-08-01,100.378310639676
2016-09-01,100.359356965917
2016-10-01,100.435444637031
2016-11-01,100.761105142614
2016-12-01,101.094935738005
2017-01-01,101.241528371463
2017-02-01,101.229365377275
2017-03-01,101.199117271064
2017-04-01,101.159942599721
2017-05-01,101.089516905143
2017-06-01,100.984837538495
2017-07-01,100.944279497706
2017-08-01,101.039671935709
2017-09-01,101.15914377158
2017-10-01,101.307156111834
2017-11-01,101.287317984904
2017-12-01,101.205662004436
2018-01-01,101.23461935197
2018-02-01,101.392292041471
2018-03-01,101.490235285956
2018-04-01,101.440990524815
2018-05-01,101.357854608974
2018-06-01,101.301740846101
2018-07-01,101.271273773084
2018-08-01,101.282163204743
2018-09-01,101.362780878091
2018-10-01,101.34555859102
2018-11-01,101.239946102854
2018-12-01,101.075181277618
2019-01-01,100.87797100007
2019-02-01,100.930297144311
2019-03-01,101.140886703964
2019-04-01,101.295269363876
2019-05-01,101.380174514807
2019-06-01,101.289586878469
2019-07-01,101.06548535837
2019-08-01,100.779088103585
2019-09-01,100.778214314696
2019-10-01,100.973489207411
2019-11-01,101.234642660747
2019-12-01,101.462727611495
2020-01-01,101.480158458842
2020-02-01,101.093379686644
2020-03-01,100.133585730679
2020-04-01,98.9830614658872
2020-05-01,98.1509891548008
