DATE,USAHOUREAMISMEI
1960-01-01,10.7510675709621
1960-02-01,10.7510675709621
1960-03-01,10.7510675709621
1960-04-01,10.7510675709621
1960-05-01,10.7510675709621
1960-06-01,10.7510675709621
1960-07-01,10.7510675709621
1960-08-01,10.7008289374529
1960-09-01,10.8013062044712
1960-10-01,10.8013062044712
1960-11-01,10.8013062044712
1960-12-01,10.9017834714896
1961-01-01,10.9017834714896
1961-02-01,10.9017834714896
1961-03-01,10.9017834714896
1961-04-01,10.9520221049987
1961-05-01,11.0524993720171
1961-06-01,11.0524993720171
1961-07-01,11.0524993720171
1961-08-01,10.9520221049987
1961-09-01,11.0524993720171
1961-10-01,11.1529766390354
1961-11-01,11.2032152725446
1961-12-01,11.3539311730721
1962-01-01,11.4041698065813
1962-02-01,11.3539311730721
1962-03-01,11.3539311730721
1962-04-01,11.4041698065813
1962-05-01,11.4041698065813
1962-06-01,11.4041698065813
1962-07-01,11.4041698065813
1962-08-01,11.3036925395629
1962-09-01,11.4041698065813
1962-10-01,11.4544084400904
1962-11-01,11.5548857071088
1962-12-01,11.6051243406179
1963-01-01,11.6051243406179
1963-02-01,11.6051243406179
1963-03-01,11.6553629741271
1963-04-01,11.7056016076363
1963-05-01,11.7056016076363
1963-06-01,11.7558402411454
1963-07-01,11.7558402411454
1963-08-01,11.6051243406179
1963-09-01,11.8060788746546
1963-10-01,11.8060788746546
1963-11-01,11.9065561416729
1963-12-01,12.0070334086913
1964-01-01,12.0070334086913
1964-02-01,11.9567947751821
1964-03-01,11.9567947751821
1964-04-01,12.0572720422005
1964-05-01,12.0572720422005
1964-06-01,12.1075106757096
1964-07-01,12.0572720422005
1964-08-01,12.0572720422005
1964-09-01,12.2582265762371
1964-10-01,12.0070334086913
1964-11-01,12.207987942728
1964-12-01,12.3084652097463
1965-01-01,12.3587038432555
1965-02-01,12.3587038432555
1965-03-01,12.4591811102738
1965-04-01,12.4089424767646
1965-05-01,12.509419743783
1965-06-01,12.509419743783
1965-07-01,12.4591811102738
1965-08-01,12.4089424767646
1965-09-01,12.6098970108013
1965-10-01,12.6601356443105
1965-11-01,12.7103742778196
1965-12-01,12.7606129113288
1966-01-01,12.810851544838
1966-02-01,12.8610901783472
1966-03-01,12.8610901783472
1966-04-01,12.9615674453655
1966-05-01,13.0118060788747
1966-06-01,12.9615674453655
1966-07-01,13.0118060788747
1966-08-01,12.9615674453655
1966-09-01,13.1625219794022
1966-10-01,13.2629992464205
1966-11-01,13.3132378799297
1966-12-01,13.3634765134388
1967-01-01,13.3634765134388
1967-02-01,13.413715146948
1967-03-01,13.413715146948
1967-04-01,13.4639537804572
1967-05-01,13.5141924139663
1967-06-01,13.5644310474755
1967-07-01,13.5644310474755
1967-08-01,13.5644310474755
1967-09-01,13.715146948003
1967-10-01,13.715146948003
1967-11-01,13.8156242150214
1967-12-01,14.016578749058
1968-01-01,14.2175332830947
1968-02-01,14.1672946495855
1968-03-01,14.2677719166039
1968-04-01,14.318010550113
1968-05-01,14.4687264506405
1968-06-01,14.4687264506405
1968-07-01,14.4687264506405
1968-08-01,14.4184878171314
1968-09-01,14.6696809846772
1968-10-01,14.7701582516956
1968-11-01,14.8706355187139
1968-12-01,15.0213514192414
1969-01-01,15.0715900527506
1969-02-01,15.0715900527506
1969-03-01,15.1218286862597
1969-04-01,15.2223059532781
1969-05-01,15.2725445867872
1969-06-01,15.3227832202964
1969-07-01,15.4232604873147
1969-08-01,15.4734991208239
1969-09-01,15.6744536548606
1969-10-01,15.7246922883698
1969-11-01,15.7749309218789
1969-12-01,15.9256468224064
1970-01-01,15.8754081888973
1970-02-01,15.9256468224064
1970-03-01,16.0261240894248
1970-04-01,16.0261240894248
1970-05-01,16.1768399899523
1970-06-01,16.2773172569706
1970-07-01,16.3275558904798
1970-08-01,16.3777945239889
1970-09-01,16.5285104245165
1970-10-01,16.3777945239889
1970-11-01,16.3777945239889
1970-12-01,16.679226325044
1971-01-01,16.8801808590806
1971-02-01,17.0308967596081
1971-03-01,17.0308967596081
1971-04-01,17.1313740266265
1971-05-01,17.2318512936448
1971-06-01,17.3323285606632
1971-07-01,17.3825671941723
1971-08-01,17.4830444611907
1971-09-01,17.4830444611907
1971-10-01,17.583521728209
1971-11-01,17.5332830946998
1971-12-01,17.8347148957548
1972-01-01,17.9351921627732
1972-02-01,18.1361466968098
1972-03-01,18.2366239638282
1972-04-01,18.3371012308465
1972-05-01,18.4375784978649
1972-06-01,18.487817131374
1972-07-01,18.5380557648832
1972-08-01,18.7390102989199
1972-09-01,18.8394875659382
1972-10-01,18.9902034664657
1972-11-01,19.0404420999749
1972-12-01,19.2413966340116
1973-01-01,19.3921125345391
1973-02-01,19.4423511680482
1973-03-01,19.4925898015574
1973-04-01,19.6433057020849
1973-05-01,19.7437829691032
1973-06-01,19.8442602361216
1973-07-01,19.9949761366491
1973-08-01,20.0954534036674
1973-09-01,20.2461693041949
1973-10-01,20.3466465712133
1973-11-01,20.4471238382316
1973-12-01,20.5476011052499
1974-01-01,20.5978397387591
1974-02-01,20.7485556392866
1974-03-01,20.849032906305
1974-04-01,20.8992715398141
1974-05-01,21.3514192413966
1974-06-01,21.6026124089425
1974-07-01,21.75332830947
1974-08-01,22.0045214770158
1974-09-01,22.2054760110525
1974-10-01,22.5069078121075
1974-11-01,22.5571464456167
1974-12-01,22.7078623461442
1975-01-01,22.8083396131625
1975-02-01,23.0092941471992
1975-03-01,23.260487314745
1975-04-01,23.260487314745
1975-05-01,23.3609645817634
1975-06-01,23.5116804822909
1975-07-01,23.6623963828184
1975-08-01,23.8633509168551
1975-09-01,24.0140668173826
1975-10-01,24.1145440844009
1975-11-01,24.2652599849284
1975-12-01,24.4159758854559
1976-01-01,24.6169304194926
1976-02-01,24.8178849535293
1976-03-01,25.0188394875659
1976-04-01,25.0188394875659
1976-05-01,25.320271288621
1976-06-01,25.4709871891485
1976-07-01,25.6719417231851
1976-08-01,25.923134890731
1976-09-01,26.1240894247676
