DATE,LCEAMN01USM661N
1973-09-01,20.2964079377041
1973-10-01,20.2964079377041
1973-11-01,20.4471238382316
1973-12-01,20.6983170057774
1974-01-01,20.6983170057774
1974-02-01,20.6983170057774
1974-03-01,20.849032906305
1974-04-01,20.8992715398141
1974-05-01,21.3011806078875
1974-06-01,21.5523737754333
1974-07-01,21.7030896759608
1974-08-01,21.8538055764883
1974-09-01,22.2557146445617
1974-10-01,22.4566691785983
1974-11-01,22.5571464456167
1974-12-01,22.9088168801809
1975-01-01,22.9088168801809
1975-02-01,23.0092941471992
1975-03-01,23.2102486812359
1975-04-01,23.2102486812359
1975-05-01,23.3107259482542
1975-06-01,23.4614418487817
1975-07-01,23.6121577493092
1975-08-01,23.7126350163276
1975-09-01,24.0643054508917
1975-10-01,24.1145440844009
1975-11-01,24.2652599849284
1975-12-01,24.6169304194926
1976-01-01,24.7174076865109
1976-02-01,24.8178849535293
1976-03-01,24.9686008540568
1976-04-01,25.0188394875659
1976-05-01,25.2700326551118
1976-06-01,25.4207485556393
1976-07-01,25.621703089676
1976-08-01,25.7724189902035
1976-09-01,26.224566691786
1976-10-01,26.1240894247676
1976-11-01,26.3752825923135
1976-12-01,26.827430293896
1977-01-01,26.9781461944235
1977-02-01,26.9279075609144
1977-03-01,27.128862094951
1977-04-01,27.3298166289877
1977-05-01,27.5307711630244
1977-06-01,27.7819643305702
1977-07-01,27.9829188646069
1977-08-01,27.9829188646069
1977-09-01,28.4853051996986
1977-10-01,28.5857824667169
1977-11-01,28.7867370007536
1977-12-01,29.1384074353178
1978-01-01,29.3896006028636
1978-02-01,29.4398392363728
1978-03-01,29.5403165033911
1978-04-01,29.7412710374278
1978-05-01,29.8919869379553
1978-06-01,30.092941471992
1978-07-01,30.4446119065561
1978-08-01,30.3441346395378
1978-09-01,30.9469982416478
1978-10-01,31.1981914091937
1978-11-01,31.4996232102487
1978-12-01,31.9517709118312
1979-01-01,32.0522481788495
1979-02-01,32.202964079377
1979-03-01,32.4039186134137
1979-04-01,32.3034413463954
1979-05-01,32.7053504144687
1979-06-01,32.8560663149962
1979-07-01,33.1072594825421
1979-08-01,33.0067822155237
1979-09-01,33.5594071841246
1979-10-01,33.6598844511429
1979-11-01,33.9110776186888
1979-12-01,34.4134639537805
1980-01-01,34.3632253202713
1980-02-01,34.564179854308
1980-03-01,34.865611655363
1980-04-01,35.0163275558905
1980-05-01,35.2172820899272
1980-06-01,35.5689525244913
1980-07-01,35.9708615925647
1980-08-01,36.071338859583
1980-09-01,36.674202461693
1980-10-01,37.0258728962572
1980-11-01,37.5282592313489
1980-12-01,38.0808841999498
1981-01-01,38.2316001004773
1981-02-01,38.2818387339864
1981-03-01,38.5832705350414
1981-04-01,38.9851796031148
1981-05-01,39.1861341371515
1981-06-01,39.4373273046973
1981-07-01,39.638281838734
1981-08-01,39.6885204722432
1981-09-01,40.3416227078623
1981-10-01,40.3918613413715
1981-11-01,40.5928158754082
1981-12-01,40.8942476764632
1982-01-01,41.6478271791007
1982-02-01,41.2459181110274
1982-03-01,41.3966340115549
1982-04-01,41.5975885455916
1982-05-01,41.7985430796282
1982-06-01,41.9994976136649
1982-07-01,42.2506907812108
1982-08-01,42.0497362471741
1982-09-01,42.4516453152474
1982-10-01,42.2506907812108
1982-11-01,42.5018839487566
1982-12-01,42.9037930168299
1983-01-01,43.0042702838483
1983-02-01,43.205224817885
1983-03-01,43.1549861843758
1983-04-01,43.3057020849033
1983-05-01,43.4061793519216
1983-06-01,43.50665661894
1983-07-01,43.7578497864858
1983-08-01,43.4061793519216
1983-09-01,44.0090429540316
1983-10-01,44.0592815875408
1983-11-01,44.410952022105
1983-12-01,44.8128610901784
1984-01-01,44.9635769907058
1984-02-01,44.9133383571967
1984-03-01,45.0640542577242
1984-04-01,45.1645315247425
1984-05-01,45.1645315247425
1984-06-01,45.31524742527
1984-07-01,45.4659633257975
1984-08-01,45.31524742527
1984-09-01,45.7673951268526
1984-10-01,45.7673951268526
1984-11-01,46.1190655614167
1984-12-01,46.5712132629992
1985-01-01,46.7721677970359
1985-02-01,46.7721677970359
1985-03-01,46.8726450640543
1985-04-01,47.0735995980909
1985-05-01,47.0233609645818
1985-06-01,47.1238382316001
1985-07-01,47.3247927656368
1985-08-01,47.0233609645818
1985-09-01,47.3750313991459
1985-10-01,47.3750313991459
1985-11-01,47.7267018337101
1985-12-01,48.279326802311
1986-01-01,48.0783722682743
1986-02-01,48.0783722682743
1986-03-01,48.1788495352926
1986-04-01,48.1286109017835
1986-05-01,48.1286109017835
1986-06-01,48.0783722682743
1986-07-01,48.1788495352926
1986-08-01,47.9276563677468
1986-09-01,48.2290881688018
1986-10-01,48.1788495352926
1986-11-01,48.4802813363477
1986-12-01,48.7817131374027
1987-01-01,48.7314745038935
1987-02-01,48.7817131374027
1987-03-01,48.8319517709118
1987-04-01,48.882190404421
1987-05-01,48.882190404421
1987-06-01,48.882190404421
1987-07-01,48.882190404421
1987-08-01,48.8319517709118
1987-09-01,49.485054006531
1987-10-01,49.2840994724944
1987-11-01,49.5855312735494
1987-12-01,49.9372017081135
1988-01-01,49.9874403416227
1988-02-01,49.8367244410952
1988-03-01,49.9874403416227
1988-04-01,50.2386335091686
1988-05-01,50.3391107761869
1988-06-01,50.3893494096961
1988-07-01,50.4395880432052
1988-08-01,50.2386335091686
1988-09-01,50.8917357447877
1988-10-01,50.8917357447877
1988-11-01,51.2434061793519
1988-12-01,51.4945993468978
1989-01-01,51.5448379804069
1989-02-01,51.5448379804069
1989-03-01,51.6955538809344
1989-04-01,51.6955538809344
1989-05-01,51.7457925144436
1989-06-01,51.846269781462
1989-07-01,51.9969856819894
1989-08-01,51.846269781462
1989-09-01,52.3988947500628
1989-10-01,52.2481788495353
1989-11-01,52.4993720170811
1989-12-01,52.9012810851545
1990-01-01,52.8510424516453
1990-02-01,53.3031901532278
1990-03-01,53.7050992213012
1990-04-01,53.654860587792
1990-05-01,54.0065310223562
1990-06-01,54.2074855563929
1990-07-01,54.3079628234112
1990-08-01,54.0567696558654
1990-09-01,54.7098718914846
1990-10-01,54.7601105249937
1990-11-01,54.7601105249937
1990-12-01,55.2624968600854
1991-01-01,55.1620195930671
1991-02-01,55.0113036925396
1991-03-01,55.2122582265762
1991-04-01,55.5136900276313
1991-05-01,55.7146445616679
1991-06-01,55.9155990957046
1991-07-01,56.1165536297413
1991-08-01,55.9155990957046
1991-09-01,56.4682240643055
1991-10-01,56.3677467972871
1991-11-01,56.618939964833
1991-12-01,56.9706103993972
1992-01-01,56.4682240643055
1992-02-01,56.6691785983421
1992-03-01,56.8701331323788
1992-04-01,57.0710876664155
1992-05-01,57.2720422004522
1992-06-01,57.3222808339613
1992-07-01,57.2720422004522
1992-08-01,57.2720422004522
1992-09-01,57.6739512685255
1992-10-01,57.4729967344888
1992-11-01,57.7241899020347
1992-12-01,58.1763376036172
1993-01-01,58.0758603365988
1993-02-01,58.0758603365988
1993-03-01,58.1763376036172
1993-04-01,58.4777694046722
1993-05-01,58.5782466716905
1993-06-01,58.5782466716905
1993-07-01,58.5782466716905
1993-08-01,58.5280080381814
1993-09-01,59.2815875408189
1993-10-01,59.0806330067822
1993-11-01,59.4323034413464
1993-12-01,60.0854056769656
1994-01-01,59.8844511429289
1994-02-01,60.0854056769656
1994-03-01,60.0351670434564
1994-04-01,60.1858829439839
1994-05-01,60.1858829439839
1994-06-01,60.2361215774931
1994-07-01,60.2863602110023
1994-08-01,60.2361215774931
1994-09-01,60.9394624466215
1994-10-01,60.7385079125848
1994-11-01,61.090178347149
1994-12-01,61.5423260487315
1995-01-01,61.391610148204
1995-02-01,61.4920874152223
1995-03-01,61.5423260487315
1995-04-01,61.6428033157498
1995-05-01,61.6428033157498
1995-06-01,61.7432805827682
1995-07-01,62.0447123838232
1995-08-01,61.9442351168048
1995-09-01,62.5470987189148
1995-10-01,62.3461441848782
1995-11-01,62.597337352424
1995-12-01,63.1499623210249
1996-01-01,63.4513941220799
1996-02-01,63.0494850540065
1996-03-01,62.7982918864607
1996-04-01,63.8030645566441
1996-05-01,63.7528259231349
1996-06-01,63.9537804571716
1996-07-01,64.1044963576991
1996-08-01,64.1044963576991
1996-09-01,64.7073599598091
1996-10-01,64.3556895252449
1996-11-01,64.7575985933183
1996-12-01,65.561416729465
1997-01-01,65.3604621954283
1997-02-01,65.2097462949008
1997-03-01,65.5111780959558
1997-04-01,65.561416729465
1997-05-01,65.561416729465
1997-06-01,65.6116553629741
1997-07-01,65.561416729465
1997-08-01,65.86284853052
1997-09-01,66.3149962321025
1997-10-01,66.6164280331575
1997-11-01,67.0183371012309
1997-12-01,67.5709620698317
1998-01-01,67.1690530017584
1998-02-01,67.2192916352675
1998-03-01,67.4704848028134
1998-04-01,67.370007535795
1998-05-01,67.4704848028134
1998-06-01,67.2695302687767
1998-07-01,66.7169053001758
1998-08-01,67.3197689022859
1998-09-01,68.1235870384326
1998-10-01,67.8723938708867
1998-11-01,68.1235870384326
1998-12-01,68.5757347400151
1999-01-01,68.3747802059784
1999-02-01,68.4250188394876
1999-03-01,68.7264506405426
1999-04-01,69.0278824415976
1999-05-01,69.2288369756343
1999-06-01,69.4800301431801
1999-07-01,69.5302687766893
1999-08-01,69.6809846772168
1999-09-01,70.5852800803818
1999-10-01,70.2336096458176
1999-11-01,70.4848028133635
1999-12-01,71.1379050489827
2000-01-01,71.1379050489827
2000-02-01,70.9871891484552
2000-03-01,71.1881436824918
2000-04-01,71.4895754835469
2000-05-01,71.3388595830194
2000-06-01,71.6905300175835
2000-07-01,71.7407686510927
2000-08-01,71.841245918111
2000-09-01,72.5948254207486
2000-10-01,72.7455413212761
2000-11-01,73.0972117558402
2000-12-01,73.3986435568952
2001-01-01,72.9464958553128
2001-02-01,73.0972117558402
2001-03-01,73.1976890228586
2001-04-01,73.4991208239136
2001-05-01,73.6498367244411
2001-06-01,73.9512685254961
2001-07-01,74.1522230595328
2001-08-01,74.4034162270786
2001-09-01,74.9560411956795
2001-10-01,74.7550866616428
2001-11-01,75.3579502637528
2001-12-01,75.9608138658628
2002-01-01,75.8100979653354
2002-02-01,75.9105752323537
2002-03-01,76.0612911328812
2002-04-01,76.1617683998995
2002-05-01,76.3627229339362
2002-06-01,76.5636774679729
2002-07-01,76.5134388344637
2002-08-01,76.8651092690279
2002-09-01,77.4177342376287
2002-10-01,77.6186887716654
2002-11-01,77.9703592062296
2002-12-01,78.6234614418488
2003-01-01,78.4225069078121
2003-02-01,78.5229841748304
2003-03-01,78.4727455413213
2003-04-01,78.4727455413213
2003-05-01,78.5732228083396
2003-06-01,78.8244159758854
2003-07-01,78.7741773423763
2003-08-01,79.1760864104496
2003-09-01,79.7287113790505
2003-10-01,79.4272795779955
2003-11-01,79.9799045465963
2003-12-01,80.5827681487064
2004-01-01,80.2310977141422
2004-02-01,80.2813363476514
2004-03-01,80.3818136146697
2004-04-01,80.6330067822155
2004-05-01,80.5827681487064
2004-06-01,80.783722682743
2004-07-01,80.5325295151972
2004-08-01,81.1856317508164
2004-09-01,82.1904044209998
2004-10-01,81.6880180859081
2004-11-01,81.9894498869631
2004-12-01,82.6927907560914
2005-01-01,82.4918362220548
2005-02-01,82.5420748555639
2005-03-01,82.4918362220548
2005-04-01,82.6927907560914
2005-05-01,82.8937452901281
2005-06-01,82.9942225571464
2005-07-01,82.8435066566189
2005-08-01,83.3458929917106
2005-09-01,83.6473247927656
2005-10-01,83.8482793268023
2005-11-01,83.8482793268023
2005-12-01,84.350665661894
2006-01-01,84.0994724943482
2006-02-01,83.8985179603115
2006-03-01,83.8482793268023
2006-04-01,84.0994724943482
2006-05-01,84.0994724943482
2006-06-01,84.1999497613665
2006-07-01,83.8985179603115
2006-08-01,84.4009042954032
2006-09-01,84.8530519969857
2006-10-01,84.9032906304948
2006-11-01,85.1042451645316
2006-12-01,85.9583019341874
2007-01-01,85.7071087666416
2007-02-01,85.6568701331324
2007-03-01,85.8075860336599
2007-04-01,86.4606882692791
2007-05-01,86.4606882692791
2007-06-01,86.8123587038433
2007-07-01,86.5109269027882
2007-08-01,87.0133132378799
2007-09-01,87.4152223059533
2007-10-01,87.1640291384074
2007-11-01,87.5659382064808
2007-12-01,88.0683245415725
2008-01-01,88.1688018085908
2008-02-01,88.2692790756091
2008-03-01,88.520472243155
2008-04-01,88.6711881436825
2008-05-01,88.6711881436825
2008-06-01,89.0730972117558
2008-07-01,89.123335845265
2008-08-01,89.2238131122834
2008-09-01,89.6759608138659
2008-10-01,89.7764380808842
2008-11-01,90.1783471489576
2008-12-01,90.7812107510676
2009-01-01,90.6807334840492
2009-02-01,90.9319266515951
2009-03-01,91.0324039186134
2009-04-01,91.2333584526501
2009-05-01,91.0324039186134
2009-06-01,91.1831198191409
2009-07-01,91.5347902537051
2009-08-01,91.785983421251
2009-09-01,92.690278824416
2009-10-01,92.1376538558151
2009-11-01,92.4893242903793
2009-12-01,92.8409947249435
2010-01-01,92.8912333584526
2010-02-01,92.8912333584526
2010-03-01,92.7907560914343
2010-04-01,93.0419492589802
2010-05-01,93.293142426526
2010-06-01,93.1424265259985
2010-07-01,93.2429037930168
2010-08-01,93.3433810600352
2010-09-01,94.197437829691
2010-10-01,93.9462446621452
2010-11-01,94.197437829691
2010-12-01,94.7500627982919
2011-01-01,95.3026877668928
2011-02-01,95.1017332328561
2011-03-01,94.9510173323286
2011-04-01,95.0514945993469
2011-05-01,95.0012559658378
2011-06-01,94.8003014318011
2011-07-01,94.9510173323286
2011-08-01,94.5491082642552
2011-09-01,95.1017332328561
2011-10-01,95.2524491333836
2011-11-01,95.2022104998744
2011-12-01,95.8050741019844
2012-01-01,95.955790002512
2012-02-01,95.6041195679478
2012-03-01,95.5538809344386
2012-04-01,96.1567445365486
2012-05-01,95.5036423009294
2012-06-01,95.6543582014569
2012-07-01,95.8553127354936
2012-08-01,95.4534036674202
2012-09-01,95.8050741019844
2012-10-01,95.8553127354936
2012-11-01,96.257221803567
2012-12-01,96.558653604622
2013-01-01,96.6088922381311
2013-02-01,96.6088922381311
2013-03-01,96.5084149711128
2013-04-01,96.7596081386586
2013-05-01,96.558653604622
2013-06-01,96.6088922381311
2013-07-01,96.6088922381311
2013-08-01,96.7596081386586
2013-09-01,97.161517206732
2013-10-01,97.161517206732
2013-11-01,97.6136649083145
2013-12-01,98.2165285104245
2014-01-01,97.9653353428787
2014-02-01,97.9150967093695
2014-03-01,98.1160512434062
2014-04-01,98.065812609897
2014-05-01,98.0155739763879
2014-06-01,97.9653353428787
2014-07-01,98.2667671439337
2014-08-01,98.2667671439337
2014-09-01,98.4677216779704
2014-10-01,98.4677216779704
2014-11-01,98.7691534790254
2014-12-01,99.0203466465712
2015-01-01,98.8696307460437
2015-02-01,99.0705852800804
2015-03-01,99.3720170811354
2015-04-01,99.4724943481538
2015-05-01,99.6232102486812
2015-06-01,99.7236875156996
2015-07-01,100.025119316755
2015-08-01,100.175835217282
2015-09-01,100.92941471992
2015-10-01,100.527505651846
2015-11-01,100.778698819392
2015-12-01,101.431801055011
2016-01-01,101.331323787993
2016-02-01,101.431801055011
2016-03-01,101.833710123085
2016-04-01,102.436573725195
2016-05-01,102.486812358704
2016-06-01,102.486812358704
2016-07-01,102.788244159759
2016-08-01,102.989198693796
2016-09-01,103.34086912836
2016-10-01,103.541823662396
2016-11-01,103.441346395378
2016-12-01,103.843255463451
2017-01-01,103.893494096961
2017-02-01,103.692539562924
2017-03-01,103.94373273047
2017-04-01,104.747550866616
2017-05-01,104.345641798543
2017-06-01,104.345641798543
2017-07-01,104.998744034162
2017-08-01,104.898266767144
2017-09-01,105.651846269781
2017-10-01,106.003516704346
2017-11-01,106.254709871892
2017-12-01,107.058528008038
2018-01-01,107.209243908566
2018-02-01,107.159005275057
2018-03-01,107.460437076112
2018-04-01,108.264255212258
2018-05-01,107.510675709621
2018-06-01,107.460437076112
2018-07-01,107.661391610148
2018-08-01,108.063300678222
2018-09-01,108.666164280332
2018-10-01,108.967596081387
2018-11-01,109.620698317006
2018-12-01,110.223561919116
2019-01-01,110.022607385079
2019-02-01,110.072846018588
2019-03-01,110.324039186134
2019-04-01,110.57523235368
2019-05-01,110.625470987189
2019-06-01,110.977141421753
2019-07-01,111.228334589299
2019-08-01,111.379050489827
2019-09-01,111.881436824918
2019-10-01,111.981914091937
2019-11-01,112.685254961065
2019-12-01,113.338357196684
2020-01-01,112.735493594574
2020-02-01,113.036925395629
2020-03-01,113.388595830193
2020-04-01,114.644561667923
2020-05-01,114.041698065813
