DATE,LCEAMN01USM657S
1960-01-01,0.943396226415104
1960-02-01,0
1960-03-01,0
1960-04-01,0
1960-05-01,0
1960-06-01,0
1960-07-01,0
1960-08-01,-0.46728971962618
1960-09-01,0.938967136150232
1960-10-01,0
1960-11-01,0
1960-12-01,0.930232558139532
1961-01-01,0
1961-02-01,0
1961-03-01,0
1961-04-01,0.460829493087569
1961-05-01,0.917431192660548
1961-06-01,0
1961-07-01,0
1961-08-01,-0.909090909090906
1961-09-01,0.917431192660548
1961-10-01,0.909090909090919
1961-11-01,0.450450450450437
1961-12-01,1.34529147982062
1962-01-01,0.442477876106206
1962-02-01,-0.440528634361244
1962-03-01,0
1962-04-01,0.442477876106206
1962-05-01,0
1962-06-01,0
1962-07-01,0
1962-08-01,-0.881057268722476
1962-09-01,0.888888888888898
1962-10-01,0.44052863436122
1962-11-01,0.877192982456138
1962-12-01,0.434782608695663
1963-01-01,0
1963-02-01,0
1963-03-01,0.432900432900432
1963-04-01,0.431034482758619
1963-05-01,0
1963-06-01,0.429184549356222
1963-07-01,0
1963-08-01,-1.28205128205128
1963-09-01,1.73160173160174
1963-10-01,0
1963-11-01,0.851063829787232
1963-12-01,0.843881856540082
1964-01-01,0
1964-02-01,-0.418410041841014
1964-03-01,0
1964-04-01,0.840336134453791
1964-05-01,0
1964-06-01,0.416666666666677
1964-07-01,-0.41493775933611
1964-08-01,0
1964-09-01,1.66666666666666
1964-10-01,-2.04918032786885
1964-11-01,1.67364016736402
1964-12-01,0.823045267489709
1965-01-01,0.40816326530611
1965-02-01,0
1965-03-01,0.81300813008131
1965-04-01,-0.403225806451612
1965-05-01,0.809716599190281
1965-06-01,0
1965-07-01,-0.40160642570281
1965-08-01,-0.403225806451612
1965-09-01,1.61943319838056
1965-10-01,0.398406374502002
1965-11-01,0.396825396825385
1965-12-01,0.395256916996057
1966-01-01,0.393700787401563
1966-02-01,0.392156862745108
1966-03-01,0
1966-04-01,0.781249999999998
1966-05-01,0.387596899224794
1966-06-01,-0.386100386100374
1966-07-01,0.387596899224794
1966-08-01,-0.386100386100374
1966-09-01,1.55038759689922
1966-10-01,0.763358778625952
1966-11-01,0.378787878787888
1966-12-01,0.377358490566047
1967-01-01,0
1967-02-01,0.375939849624049
1967-03-01,0
1967-04-01,0.374531835206002
1967-05-01,0.373134328358198
1967-06-01,0.37174721189592
1967-07-01,0
1967-08-01,0
1967-09-01,1.1111111111111
1967-10-01,0
1967-11-01,0.73260073260073
1967-12-01,1.45454545454547
1968-01-01,1.4336917562724
1968-02-01,-0.353356890459373
1968-03-01,0.709219858156026
1968-04-01,0.352112676056347
1968-05-01,1.05263157894736
1968-06-01,0
1968-07-01,0
1968-08-01,-0.347222222222212
1968-09-01,1.74216027874565
1968-10-01,0.684931506849313
1968-11-01,0.680272108843535
1968-12-01,1.01351351351352
1969-01-01,0.334448160535107
1969-02-01,0
1969-03-01,0.333333333333323
1969-04-01,0.664451827242541
1969-05-01,0.330033003300338
1969-06-01,0.328947368421043
1969-07-01,0.655737704918031
1969-08-01,0.325732899022809
1969-09-01,1.29870129870129
1969-10-01,0.320512820512811
1969-11-01,0.319488817891382
1969-12-01,0.955414012738859
1970-01-01,-0.315457413249219
1970-02-01,0.316455696202539
1970-03-01,0.630914826498421
1970-04-01,0
1970-05-01,0.94043887147336
1970-06-01,0.621118012422358
1970-07-01,0.308641975308632
1970-08-01,0.307692307692298
1970-09-01,0.920245398773012
1970-10-01,-0.911854103343471
1970-11-01,0
1970-12-01,1.84049079754602
1971-01-01,1.20481927710843
1971-02-01,0.892857142857148
1971-03-01,0
1971-04-01,0.589970501474924
1971-05-01,0.586510263929617
1971-06-01,0.583090379008745
1971-07-01,0.289855072463775
1971-08-01,0.578034682080923
1971-09-01,0
1971-10-01,0.574712643678159
1971-11-01,-0.285714285714277
