DATE,BSCICP03USM665S
1999-12-01,100.919863139847
2000-01-01,100.771981147015
2000-02-01,100.587111943541
2000-03-01,100.404119665495
2000-04-01,100.22425968035
2000-05-01,100.005282253321
2000-06-01,99.7993172854578
2000-07-01,99.6570373878335
2000-08-01,99.4558456259838
2000-09-01,99.2730192762895
2000-10-01,99.0412233762217
2000-11-01,98.68936182699
2000-12-01,98.164497058378
2001-01-01,97.7417363309289
2001-02-01,97.5836658224891
2001-03-01,97.6384207675777
2001-04-01,97.7347930952564
2001-05-01,97.842290836889
2001-06-01,98.0797039160789
2001-07-01,98.355754924758
2001-08-01,98.5514385144606
2001-09-01,98.4118713758307
2001-10-01,98.1061630957544
2001-11-01,98.2410575548508
2001-12-01,98.6555323138773
2002-01-01,99.230347213177
2002-02-01,99.8303592135476
2002-03-01,100.233410461498
2002-04-01,100.390808853331
2002-05-01,100.402054010608
2002-06-01,100.231513147177
2002-07-01,99.8650769000859
2002-08-01,99.6066259341471
2002-09-01,99.4790365069636
2002-10-01,99.4196685642981
2002-11-01,99.4919056613488
2002-12-01,99.6716837996133
2003-01-01,99.6073533416524
2003-02-01,99.2584181902304
2003-03-01,98.896903375707
2003-04-01,98.8476491252857
2003-05-01,99.1152588542251
2003-06-01,99.4543410397831
2003-07-01,99.8364663155902
2003-08-01,100.216023403707
2003-09-01,100.525871062236
2003-10-01,100.969384949946
2003-11-01,101.479746108989
2003-12-01,101.86408053584
2004-01-01,102.00667722204
2004-02-01,102.009344315433
2004-03-01,102.006837186912
2004-04-01,102.017277972366
2004-05-01,101.965650324724
2004-06-01,101.820271993167
2004-07-01,101.62343484724
2004-08-01,101.342956479092
2004-09-01,101.069017349394
2004-10-01,100.895874308554
2004-11-01,100.859997750042
2004-12-01,100.861363168946
2005-01-01,100.720315344016
2005-02-01,100.532992518647
2005-03-01,100.329658884778
2005-04-01,100.115114043598
2005-05-01,100.009063768848
2005-06-01,100.145850495149
2005-07-01,100.360751122288
2005-08-01,100.514918006431
2005-09-01,100.784181297537
2005-10-01,100.896240973046
2005-11-01,100.805846605315
2005-12-01,100.60372530963
2006-01-01,100.439075123759
2006-02-01,100.364896703733
2006-03-01,100.334742521538
2006-04-01,100.318870532183
2006-05-01,100.187484991236
2006-06-01,100.062410420547
2006-07-01,100.007737055213
2006-08-01,99.9240315555059
2006-09-01,99.7499237368728
2006-10-01,99.5667996931644
2006-11-01,99.437107638897
2006-12-01,99.4195809647758
2007-01-01,99.4051035626366
2007-02-01,99.5120137229854
2007-03-01,99.6388538196263
2007-04-01,99.8191878668241
2007-05-01,99.9268604344769
2007-06-01,99.9364026949064
2007-07-01,99.8153598552052
2007-08-01,99.6406746379458
2007-09-01,99.4888662621271
2007-10-01,99.3798518016781
2007-11-01,99.2818411966146
2007-12-01,99.1993640899645
2008-01-01,99.1873299387384
2008-02-01,99.0977031442091
2008-03-01,99.0742525441704
2008-04-01,99.1384752429104
2008-05-01,99.2760100818193
2008-06-01,99.3724149406492
2008-07-01,99.285508133838
2008-08-01,98.8748892928182
2008-09-01,98.0468709257817
2008-10-01,97.1441096351769
2008-11-01,96.4304165792588
2008-12-01,96.0280880806268
2009-01-01,96.0649328470157
2009-02-01,96.2790707760457
2009-03-01,96.6536921415763
2009-04-01,97.2239072881997
2009-05-01,97.8490386303722
2009-06-01,98.4819104467199
2009-07-01,99.1313709965157
2009-08-01,99.670160797319
2009-09-01,99.9829817690624
2009-10-01,100.204249503607
2009-11-01,100.321321798905
2009-12-01,100.540884383109
2010-01-01,100.857064266421
2010-02-01,101.083718639167
2010-03-01,101.272821811803
2010-04-01,101.214971736363
2010-05-01,100.942878410086
2010-06-01,100.62131296268
2010-07-01,100.441423759169
2010-08-01,100.417611259229
2010-09-01,100.525441973646
2010-10-01,100.74644858778
2010-11-01,100.981286870676
2010-12-01,101.164531037296
2011-01-01,101.302674571429
2011-02-01,101.353848929635
2011-03-01,101.257580995305
2011-04-01,101.009544461589
2011-05-01,100.610914401066
2011-06-01,100.358379046503
2011-07-01,100.088450557606
2011-08-01,99.9127157166122
2011-09-01,99.7951728409248
2011-10-01,99.706979000582
2011-11-01,99.7230052704214
2011-12-01,99.8371914646214
2012-01-01,99.9675074903843
2012-02-01,100.072631012492
2012-03-01,100.12656954516
2012-04-01,100.097487424022
2012-05-01,99.914754896981
2012-06-01,99.6449436100183
2012-07-01,99.4856705225189
2012-08-01,99.4687433591097
2012-09-01,99.4725203324965
2012-10-01,99.3857506715354
2012-11-01,99.3346615066013
2012-12-01,99.4968884247474
2013-01-01,99.7957750347443
2013-02-01,99.9480222841666
2013-03-01,99.8154181786153
2013-04-01,99.6093801321901
2013-05-01,99.5828189790533
2013-06-01,99.7954369258675
2013-07-01,100.098313457886
2013-08-01,100.362027486126
2013-09-01,100.488595168197
2013-10-01,100.525533103484
2013-11-01,100.497315404021
2013-12-01,100.368435759213
2014-01-01,100.197550876434
2014-02-01,100.245372502308
2014-03-01,100.348022611614
2014-04-01,100.435877616534
2014-05-01,100.493881127917
2014-06-01,100.536651820928
2014-07-01,100.63443041776
2014-08-01,100.765370877005
2014-09-01,100.780724667392
2014-10-01,100.798590896624
2014-11-01,100.705847179956
2014-12-01,100.45509776381
2015-01-01,100.199392489491
2015-02-01,99.9972979977267
2015-03-01,99.8587267677596
2015-04-01,99.8211058679674
2015-05-01,99.8780719506
2015-06-01,99.8701787869091
2015-07-01,99.7427455373629
2015-08-01,99.5537499153383
2015-09-01,99.3494099543873
2015-10-01,99.1642910185537
2015-11-01,99.0157695280913
2015-12-01,98.9632261541586
2016-01-01,99.046691074049
2016-02-01,99.2554368510305
2016-03-01,99.4864887615021
2016-04-01,99.6087181238136
2016-05-01,99.7145057288278
2016-06-01,99.7876362423775
2016-07-01,99.702448717867
2016-08-01,99.549470929663
2016-09-01,99.5946811564667
2016-10-01,99.7608820167745
2016-11-01,100.023230336061
2016-12-01,100.326986780567
2017-01-01,100.59800664381
2017-02-01,100.753797754929
2017-03-01,100.705339721245
2017-04-01,100.558082417035
2017-05-01,100.555465899599
2017-06-01,100.722474748913
2017-07-01,100.88924220859
2017-08-01,101.132682418735
2017-09-01,101.294908603426
2017-10-01,101.264483448644
2017-11-01,101.233945388049
2017-12-01,101.289493663772
2018-01-01,101.336588269398
2018-02-01,101.359216027089
2018-03-01,101.24687024082
2018-04-01,101.128712538578
2018-05-01,101.171104305791
2018-06-01,101.276011917096
2018-07-01,101.332441698461
2018-08-01,101.426346668719
2018-09-01,101.343456664224
2018-10-01,101.146977321327
2018-11-01,100.945665728032
2018-12-01,100.649569672896
2019-01-01,100.507141214705
2019-02-01,100.351951561441
2019-03-01,100.227834869512
2019-04-01,100.019387308936
2019-05-01,99.8279352375447
2019-06-01,99.6552921734832
2019-07-01,99.4482975019359
2019-08-01,99.1875090450965
2019-09-01,98.9892596160987
2019-10-01,98.9257053818685
2019-11-01,98.9502361863201
2019-12-01,99.065967902202
2020-01-01,99.2592363795991
2020-02-01,99.1949771183423
2020-03-01,98.7999988609692
2020-04-01,98.1593418657965
2020-05-01,97.7013799290598
