"Net official development assistance received (% of GNI)"
"188","Central African Republic","17.5","","15.3","","8.4","","6.7","","12.1","","11.0","","9.0","","11.9","","32.0","","28.4","","27.1","","23.4",""
"187","Chad","18.0","","16.3","","9.6","","6.9","","4.8","","3.9","","3.9","","3.7","","2.9","","5.7","","6.3","","6.6",""
"42","Chile","0.3","","0.2","","0.1","","0.2","","0.1","","0.1","","0.1","","0.0","","0.1","","0.0","","0.1","","0.0",""
"85","China","0.6","","0.5","","0.1","","0.1","","0.0","","-0.0","","-0.0","","-0.0","","-0.0","","-0.0","","-0.0","","-0.0",""
"79","Colombia","0.2","","0.2","","0.2","","0.4","","0.2","","0.3","","0.2","","0.2","","0.3","","0.5","","0.4","","0.3",""
"156","Comoros","10.5","","10.4","","5.5","","3.5","","7.7","","5.4","","10.0","","7.3","","6.5","","6.6","","5.2","","6.2",""
"138","Congo","9.3","","10.3","","1.4","","35.4","","14.6","","2.4","","1.3","","1.4","","0.9","","1.0","","1.0","","1.4",""
"179","Congo (Democratic Republic of the)","..","","4.0","","1.0","","16.4","","16.9","","22.5","","10.3","","8.7","","7.3","","7.4","","5.8","","6.2",""
"68","Costa Rica","4.2","","0.3","","0.1","","0.1","","0.3","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2",""
"46","Croatia","..","","0.2","","0.3","","0.3","","0.2","","..","","..","","..","","..","","..","","..","","..",""
"72","Cuba","0.2","","0.2","","0.2","","0.2","","0.2","","0.1","","0.1","","0.1","","0.3","","0.6","","..","","..",""
"31","Cyprus","0.7","","0.2","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"165","Côte d'Ivoire","7.5","","12.1","","3.6","","0.6","","3.5","","5.9","","11.2","","4.3","","2.7","","2.0","","1.8","","2.3",""
"171","Djibouti","..","","..","","..","","..","","..","","..","","..","","10.3","","10.5","","9.6","","9.9","","6.9",""
"98","Dominica","10.0","","9.6","","5.2","","6.3","","6.7","","5.0","","5.5","","4.1","","3.2","","2.3","","1.5","","3.9",""
"89","Dominican Republic","1.5","","0.8","","0.2","","0.2","","0.3","","0.4","","0.4","","0.2","","0.3","","0.4","","0.3","","0.2",""
"85","Ecuador","1.1","","1.0","","0.9","","0.6","","0.2","","0.2","","0.2","","0.2","","0.2","","0.3","","0.2","","0.2",""
"116","Egypt","14.5","","3.4","","1.4","","1.2","","0.3","","0.2","","0.7","","2.0","","1.2","","0.8","","0.6","","-0.0",""
"124","El Salvador","7.4","","3.4","","1.6","","1.4","","1.6","","1.4","","1.1","","0.8","","0.5","","0.4","","0.6","","0.6",""
"144","Equatorial Guinea","50.4","","28.3","","3.1","","0.9","","0.9","","0.2","","0.1","","0.0","","0.0","","0.1","","0.1","","0.1",""
"182","Eritrea","..","","25.3","","25.2","","32.1","","7.7","","5.2","","..","","..","","..","","..","","..","","..",""
"138","Eswatini (Kingdom of)","4.6","","3.2","","0.7","","1.4","","2.2","","2.6","","1.9","","2.6","","2.0","","2.3","","3.9","","3.4",""
"173","Ethiopia","8.3","","11.5","","8.4","","15.6","","11.6","","11.0","","7.5","","8.2","","6.5","","5.0","","5.5","","5.1",""
"98","Fiji","3.8","","2.3","","1.7","","2.2","","2.5","","2.1","","2.8","","2.2","","2.0","","2.3","","2.5","","3.0",""
"115","Gabon","2.5","","3.3","","0.3","","0.6","","0.9","","0.4","","0.4","","0.5","","0.6","","0.7","","0.3","","0.8",""
"174","Gambia","33.4","","5.9","","6.6","","10.1","","13.1","","15.7","","15.8","","8.4","","8.2","","7.9","","6.5","","18.5",""
"70","Georgia","..","","8.1","","5.4","","4.5","","5.6","","4.2","","4.2","","4.1","","3.4","","3.3","","3.4","","3.1",""
"142","Ghana","9.7","","10.3","","12.4","","10.9","","5.4","","4.7","","4.5","","2.1","","2.2","","3.6","","2.4","","2.2",""
"78","Grenada","5.2","","3.3","","3.5","","7.9","","4.6","","1.6","","1.0","","1.5","","4.8","","2.7","","0.9","","0.6",""
"126","Guatemala","2.7","","1.4","","1.4","","1.0","","1.0","","0.8","","0.6","","0.9","","0.5","","0.7","","0.4","","0.5",""
"174","Guinea","11.6","","11.5","","5.3","","7.3","","3.4","","3.2","","8.8","","5.9","","6.6","","6.3","","6.6","","4.6",""
"178","Guinea-Bissau","54.2","","49.8","","22.7","","11.6","","15.3","","10.9","","8.1","","10.3","","10.1","","8.9","","16.3","","8.4",""
"123","Guyana","58.2","","16.1","","17.3","","18.6","","7.4","","6.2","","4.0","","3.4","","5.3","","1.0","","2.0","","1.4",""
"169","Haiti","5.5","","25.6","","5.2","","10.0","","46.3","","22.4","","16.0","","13.6","","12.3","","11.9","","13.4","","11.6",""
"132","Honduras","9.7","","7.9","","6.5","","7.5","","4.2","","3.7","","3.3","","3.7","","3.4","","2.8","","2.1","","2.1",""
"4","Hong Kong, China (SAR)","0.1","","0.0","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"129","India","0.4","","0.5","","0.3","","0.2","","0.2","","0.2","","0.1","","0.1","","0.1","","0.2","","0.1","","0.1",""
"111","Indonesia","1.7","","0.7","","1.1","","0.9","","0.2","","0.0","","0.0","","0.0","","-0.0","","-0.0","","-0.0","","0.0",""
"65","Iran (Islamic Republic of)","0.1","","0.2","","0.1","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"120","Iraq","0.0","","..","","..","","43.5","","1.6","","1.0","","0.6","","0.7","","0.6","","0.8","","1.4","","1.5",""
"22","Israel","2.4","","0.3","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"96","Jamaica","6.5","","1.8","","0.1","","0.4","","1.1","","0.3","","0.2","","0.5","","0.7","","0.4","","0.2","","0.4",""
"102","Jordan","24.1","","8.4","","6.5","","5.5","","3.6","","3.4","","3.8","","4.2","","7.6","","5.7","","7.0","","7.2",""
"50","Kazakhstan","..","","0.3","","1.1","","0.4","","0.2","","0.1","","0.1","","0.0","","0.0","","0.0","","0.1","","0.0",""
"147","Kenya","14.4","","8.4","","4.1","","4.0","","4.1","","5.9","","5.3","","6.1","","4.4","","3.9","","3.2","","3.2",""
"132","Kiribati","41.9","","16.8","","16.4","","17.5","","10.2","","25.7","","22.8","","21.0","","23.6","","18.5","","17.5","","21.2",""
"22","Korea (Republic of)","0.0","","0.0","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"57","Kuwait","0.1","","0.0","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"122","Kyrgyzstan","..","","17.5","","16.7","","11.3","","8.6","","9.4","","7.3","","7.8","","8.8","","12.0","","8.0","","6.3",""
"140","Lao People's Democratic Republic","17.2","","17.5","","16.9","","11.1","","6.2","","4.9","","4.3","","3.7","","3.7","","3.4","","2.6","","3.0",""
"93","Lebanon","8.3","","1.6","","1.1","","1.1","","1.2","","1.2","","1.6","","1.3","","1.7","","2.0","","2.3","","2.4",""
"164","Lesotho","14.5","","8.4","","3.3","","3.1","","8.5","","7.8","","8.9","","11.1","","3.7","","3.0","","4.3","","5.1",""
"176","Liberia","..","","..","","8.7","","28.0","","77.9","","33.5","","23.0","","19.4","","26.7","","37.8","","27.2","","20.8",""
"110","Libya","..","","..","","..","","0.1","","0.0","","1.8","","0.1","","0.2","","0.5","","0.5","","0.7","","1.1",""
"162","Madagascar","13.4","","10.0","","8.5","","18.5","","5.5","","4.6","","3.8","","4.9","","5.7","","7.2","","6.5","","7.0",""
"172","Malawi","27.2","","32.2","","26.3","","15.9","","14.8","","10.1","","19.9","","21.1","","15.8","","16.9","","23.0","","24.1",""
"61","Malaysia","1.1","","0.1","","0.1","","0.0","","-0.0","","0.0","","0.0","","-0.0","","0.0","","0.0","","-0.0","","-0.0",""
"104","Maldives","10.8","","15.3","","3.2","","6.8","","4.9","","2.2","","2.2","","0.7","","0.7","","0.7","","0.7","","0.9",""
"184","Mali","18.0","","20.3","","9.9","","12.0","","10.6","","10.1","","8.3","","10.9","","8.9","","9.4","","8.9","","9.0",""
"28","Malta","0.2","","0.3","","0.5","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117","Marshall Islands","..","","25.4","","38.9","","31.7","","16.4","","39.0","","39.2","","41.3","","24.0","","23.0","","4.8","","26.9",""
"161","Mauritania","24.6","","17.2","","17.1","","8.4","","8.8","","7.6","","8.1","","5.4","","5.1","","6.8","","6.4","","5.8",""
"66","Mauritius","3.4","","0.6","","0.4","","0.5","","1.3","","1.6","","1.5","","1.1","","0.3","","0.6","","0.3","","0.1",""
"76","Mexico","0.1","","0.1","","-0.0","","0.0","","0.0","","0.1","","0.0","","0.0","","0.1","","0.0","","0.1","","0.1",""
"135","Micronesia (Federated States of)","..","","33.0","","42.5","","41.2","","20.7","","41.7","","42.0","","41.9","","34.1","","21.7","","13.2","","25.1",""
"107","Moldova (Republic of)","..","","..","","9.4","","5.1","","6.3","","5.1","","5.0","","3.4","","5.0","","3.8","","3.1","","2.4",""
"92","Mongolia","0.5","","14.7","","19.3","","8.9","","4.6","","3.7","","3.9","","3.6","","2.8","","2.2","","3.2","","7.8",""
"52","Montenegro","..","","..","","..","","0.2","","1.9","","2.8","","2.5","","2.6","","2.2","","2.4","","1.9","","2.4",""
"121","Morocco","4.2","","1.3","","1.2","","1.2","","1.1","","1.4","","1.5","","1.9","","2.1","","1.5","","2.0","","1.8",""
"180","Mozambique","41.2","","44.1","","18.8","","17.5","","19.8","","16.0","","13.6","","14.5","","12.6","","12.5","","14.4","","14.5",""
"145","Myanmar","..","","..","","1.2","","1.2","","0.7","","0.6","","0.9","","6.7","","2.2","","2.0","","2.5","","2.4",""
"130","Namibia","4.2","","4.6","","3.9","","1.6","","2.4","","2.3","","2.0","","2.1","","1.8","","1.2","","1.5","","1.4",""
"..","Nauru","..","","..","","..","","..","","48.4","","46.4","","28.6","","21.6","","16.1","","25.2","","17.7","","17.8",""
"147","Nepal","11.6","","9.7","","7.0","","5.2","","5.1","","4.7","","4.0","","4.5","","4.3","","5.6","","4.9","","5.0",""
"126","Nicaragua","33.4","","17.2","","11.5","","12.4","","7.8","","7.3","","5.2","","4.7","","3.7","","3.7","","3.3","","4.2",""
"189","Niger","16.0","","14.9","","11.7","","15.4","","13.1","","10.1","","13.1","","10.7","","11.4","","12.3","","12.9","","15.2",""
"158","Nigeria","0.5","","0.5","","0.3","","3.9","","0.6","","0.5","","0.4","","0.5","","0.5","","0.5","","0.6","","0.9",""
"82","North Macedonia","..","","1.7","","6.8","","3.7","","2.1","","1.9","","1.5","","1.9","","1.9","","2.2","","1.6","","1.4",""
"47","Oman","0.6","","0.6","","0.4","","0.1","","-0.0","","..","","..","","..","","..","","..","","..","","..",""
"152","Pakistan","2.7","","1.3","","1.0","","1.4","","1.6","","1.6","","0.9","","0.9","","1.4","","1.3","","1.0","","0.7",""
"55","Palau","..","","..","","29.3","","13.1","","15.8","","14.5","","7.3","","16.4","","9.9","","5.1","","6.1","","7.9",""
"119","Palestine, State of","..","","13.8","","14.2","","19.6","","26.4","","21.7","","16.5","","19.1","","17.5","","13.0","","15.7","","12.8",""
"67","Panama","1.6","","0.4","","0.1","","0.1","","0.5","","0.3","","0.1","","0.0","","-0.4","","0.0","","0.0","","0.1",""
"155","Papua New Guinea","13.3","","8.5","","8.3","","5.9","","3.9","","3.6","","3.4","","3.5","","2.6","","2.8","","2.6","","2.5",""
"98","Paraguay","..","","1.7","","1.1","","0.5","","0.5","","0.3","","0.3","","0.4","","0.2","","0.2","","0.3","","0.4",""
"82","Peru","1.6","","0.7","","0.8","","0.6","","-0.2","","0.4","","0.2","","0.2","","0.2","","0.2","","0.2","","-0.0",""
"106","Philippines","2.9","","1.2","","0.6","","0.5","","0.2","","-0.1","","-0.0","","0.1","","0.2","","0.1","","0.1","","0.0",""
"41","Qatar","0.0","","0.0","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"157","Rwanda","11.3","","53.5","","17.9","","21.5","","18.0","","19.4","","12.1","","14.5","","13.2","","13.4","","13.9","","13.7",""
"73","Saint Kitts and Nevis","3.8","","1.3","","1.0","","0.5","","1.6","","2.0","","2.8","","3.6","","..","","..","","..","","..",""
"89","Saint Lucia","2.7","","8.0","","1.5","","1.2","","3.0","","2.5","","1.9","","1.7","","1.3","","0.9","","1.0","","0.7",""
"94","Saint Vincent and the Grenadines","6.7","","15.6","","1.7","","1.5","","2.5","","2.7","","1.2","","1.2","","1.3","","1.6","","1.1","","0.9",""
"111","Samoa","53.5","","..","","..","","10.2","","23.8","","13.7","","15.1","","14.5","","12.1","","11.9","","11.5","","15.9",""
"137","Sao Tome and Principe","..","","..","","..","","24.5","","25.3","","31.4","","20.5","","17.6","","11.7","","15.4","","13.5","","10.8",""
"36","Saudi Arabia","0.0","","0.0","","0.0","","0.0","","..","","..","","..","","..","","..","","..","","..","","..",""
"166","Senegal","11.5","","10.8","","7.4","","6.4","","5.8","","6.0","","6.1","","5.3","","5.7","","5.1","","4.0","","4.4",""
"63","Serbia","..","","..","","17.3","","3.9","","1.6","","2.9","","2.6","","1.7","","0.8","","0.8","","1.6","","4.1",""
"62","Seychelles","10.0","","2.7","","4.0","","1.9","","5.9","","2.3","","3.5","","2.2","","1.0","","0.5","","0.4","","1.4",""
"181","Sierra Leone","10.2","","25.9","","29.3","","21.1","","17.6","","14.6","","11.2","","9.2","","18.7","","22.7","","21.2","","14.8",""
"9","Singapore","-0.0","","0.0","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"24","Slovenia","..","","0.2","","0.3","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"153","Solomon Islands","22.0","","14.9","","15.7","","47.7","","68.6","","50.5","","32.8","","27.6","","18.2","","17.0","","15.1","","15.3",""
"..","Somalia","..","","..","","..","","..","","..","","..","","..","","16.4","","17.0","","19.0","","17.4","","24.8",""
"113","South Africa","..","","0.3","","0.4","","0.3","","0.3","","0.3","","0.3","","0.4","","0.3","","0.5","","0.4","","0.3",""
"186","South Sudan","..","","..","","..","","..","","..","","3.8","","12.0","","11.4","","16.6","","14.8","","60.5","","..",""
"71","Sri Lanka","9.1","","4.3","","1.7","","4.8","","1.0","","0.9","","0.7","","0.6","","0.6","","0.5","","0.4","","0.3",""
"168","Sudan","7.4","","1.8","","2.0","","7.4","","3.3","","2.7","","2.2","","3.4","","1.2","","1.0","","0.9","","0.7",""
"98","Suriname","15.8","","11.1","","4.1","","2.5","","2.4","","2.2","","0.8","","0.6","","0.3","","0.3","","0.6","","0.8",""
"154","Syrian Arab Republic","7.4","","3.1","","0.9","","0.3","","..","","..","","..","","..","","..","","..","","..","","..",""
"125","Tajikistan","..","","5.5","","15.1","","11.3","","6.2","","4.2","","4.0","","3.5","","3.1","","4.6","","4.2","","3.7",""
"159","Tanzania (United Republic of)","28.6","","17.0","","8.0","","8.3","","9.4","","7.2","","7.2","","7.6","","5.4","","5.6","","4.8","","5.0",""
"77","Thailand","0.9","","0.5","","0.6","","-0.1","","-0.0","","-0.0","","-0.0","","0.0","","0.1","","0.0","","0.1","","0.1",""
"131","Timor-Leste","..","","..","","39.4","","21.8","","8.7","","6.1","","6.5","","6.2","","7.5","","7.6","","9.9","","10.2",""
"167","Togo","16.2","","15.1","","4.8","","3.7","","11.9","","13.2","","6.3","","5.2","","4.6","","4.6","","3.7","","7.2",""
"105","Tonga","25.5","","18.8","","9.4","","12.2","","18.5","","21.5","","16.1","","17.6","","18.0","","15.5","","20.5","","18.4",""
"63","Trinidad and Tobago","0.4","","0.5","","-0.0","","-0.0","","0.0","","..","","..","","..","","..","","..","","..","","..",""
"91","Tunisia","3.3","","0.4","","1.1","","1.2","","1.3","","2.1","","2.4","","1.6","","2.0","","1.1","","1.5","","2.0",""
"59","Turkey","0.9","","0.2","","0.1","","0.1","","0.1","","0.4","","0.4","","0.3","","0.4","","0.3","","0.4","","0.4",""
"108","Turkmenistan","..","","1.2","","1.3","","0.4","","0.2","","0.2","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"..","Tuvalu","..","","..","","..","","24.4","","27.5","","67.4","","51.6","","47.6","","69.0","","89.2","","44.1","","45.6",""
"159","Uganda","15.7","","14.6","","14.1","","13.7","","8.5","","7.9","","7.3","","7.0","","6.1","","6.1","","7.4","","7.9",""
"88","Ukraine","..","","..","","..","","0.5","","0.5","","0.5","","0.4","","0.4","","1.1","","1.6","","1.6","","1.1",""
"57","Uruguay","0.6","","0.3","","0.1","","0.1","","0.1","","0.0","","0.0","","0.1","","0.2","","0.0","","0.0","","0.1",""
"108","Uzbekistan","..","","0.6","","1.4","","1.2","","0.6","","0.4","","0.5","","0.5","","0.4","","0.5","","0.6","","1.1",""
"141","Vanuatu","30.5","","21.0","","17.7","","10.8","","16.0","","11.8","","13.9","","11.5","","12.3","","25.9","","16.5","","15.7",""
"96","Venezuela (Bolivarian Republic of)","0.2","","0.1","","0.1","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","..","","..","","..",""
"118","Viet Nam","3.0","","4.1","","5.1","","3.4","","2.6","","2.8","","2.8","","2.5","","2.4","","1.7","","1.5","","1.1",""
"177","Yemen","8.0","","4.2","","3.5","","2.0","","2.3","","1.6","","2.1","","2.7","","2.9","","4.4","","7.4","","12.1",""
"143","Zambia","15.8","","57.0","","23.1","","15.2","","4.9","","4.6","","3.8","","4.3","","3.7","","3.8","","4.7","","4.1",""
"150","Zimbabwe","3.9","","7.2","","2.8","","6.8","","6.7","","6.0","","6.7","","4.8","","4.3","","4.4","","3.5","","3.5",""
"36","Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"35","United Arab Emirates","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"6","Australia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"20","Austria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"17","Belgium","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"52","Bulgaria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"13","Canada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"2","Switzerland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"26","Czechia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4","Germany","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"11","Denmark","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"25","Spain","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"30","Estonia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"12","Finland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"26","France","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"15","United Kingdom","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"32","Greece","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"43","Hungary","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"3","Ireland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"6","Iceland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"29","Italy","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19","Japan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"34","Lithuania","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"21","Luxembourg","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"39","Latvia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"10","Netherlands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"1","Norway","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"14","New Zealand","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"32","Poland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"40","Portugal","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"52","Romania","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"49","Russian Federation","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"36","Slovakia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"8","Sweden","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"15","United States","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","High human development","1.0","","0.5","","0.4","","0.3","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
" ","Medium human development","1.8","","2.4","","1.6","","3.0","","1.1","","1.0","","0.9","","1.1","","0.9","","0.9","","0.8","","0.8",""
" ","Low human development","8.5","","8.8","","4.5","","6.5","","5.8","","5.1","","4.6","","4.2","","3.6","","3.7","","4.1","","4.2",""
" ","Developing Countries","1.4","","0.9","","0.6","","0.9","","0.5","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.3",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","2.2","","1.2","","0.9","","3.4","","1.2","","1.2","","1.1","","1.7","","1.5","","1.4","","1.7","","1.8",""
" ","East Asia and the Pacific","1.1","","0.7","","0.5","","0.3","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
" ","Europe and Central Asia","..","","..","","1.2","","0.6","","0.5","","0.7","","0.6","","0.5","","0.6","","0.5","","0.7","","0.6",""
" ","Latin America and the Caribbean","0.4","","0.3","","0.2","","0.2","","0.2","","0.2","","0.1","","0.1","","0.1","","0.2","","0.1","","0.1",""
" ","South Asia","1.1","","0.9","","0.6","","0.5","","0.6","","0.6","","0.5","","0.5","","0.5","","0.5","","0.4","","0.4",""
" ","Sub-Saharan Africa","7.9","","5.3","","3.2","","4.1","","3.1","","2.8","","2.6","","2.6","","2.3","","2.5","","2.6","","2.6",""
" ","Least Developed Countries","11.1","","11.6","","6.1","","7.3","","6.8","","5.9","","5.2","","5.6","","4.6","","4.6","","4.6","","4.4",""
" ","Small Island Developing States","2.1","","1.4","","1.7","","1.7","","3.1","","2.5","","2.1","","1.9","","1.8","","1.8","","2.2","","2.1",""
" ","Organization for Economic Co-operation and Development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","World","1.3","","0.8","","0.6","","0.9","","0.5","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.3",""
"a: A negative value refers to net official development assistance disbursed by donor countries."
""
