"Ratio of education and health expenditure to military expenditure"
"165","Côte d'Ivoire","..","","6.5","","6.9","","7.3","","7.0","","7.1","","6.5","","5.8","","5.5",""
"11","Denmark","11.1","","13.1","","13.5","","14.2","","12.9","","15.2","","15.5","","..","","..",""
"171","Djibouti","2.7","","2.0","","..","","..","","..","","..","","..","","..","","..",""
"89","Dominican Republic","6.6","","..","","..","","..","","..","","..","","..","","..","","..",""
"85","Ecuador","3.1","","..","","3.9","","4.1","","4.5","","4.7","","5.1","","5.2","","..",""
"116","Egypt","..","","3.6","","..","","..","","..","","..","","..","","..","","..",""
"124","El Salvador","13.0","","11.5","","10.1","","9.9","","9.9","","10.0","","10.4","","10.1","","10.5",""
"30","Estonia","7.6","","5.2","","7.0","","6.5","","5.6","","5.7","","6.1","","5.8","","..",""
"138","Eswatini (Kingdom of)","6.9","","6.3","","6.4","","7.1","","..","","..","","8.1","","..","","..",""
"173","Ethiopia","1.1","","..","","8.8","","9.1","","11.6","","10.6","","11.2","","12.4","","..",""
"98","Fiji","5.0","","6.1","","..","","4.7","","..","","5.3","","..","","..","","..",""
"12","Finland","10.1","","9.6","","10.3","","10.3","","10.7","","10.8","","11.4","","11.5","","..",""
"26","France","..","","6.5","","7.2","","7.4","","7.5","","7.6","","7.7","","7.5","","..",""
"115","Gabon","3.7","","..","","3.0","","3.8","","3.4","","3.7","","4.5","","..","","..",""
"174","Gambia","14.4","","12.6","","..","","..","","8.3","","7.8","","4.9","","..","","..",""
"70","Georgia","15.6","","3.2","","..","","3.4","","3.3","","..","","..","","..","","5.6",""
"4","Germany","..","","..","","11.8","","12.1","","12.0","","12.9","","13.4","","13.5","","..",""
"142","Ghana","..","","34.7","","30.7","","24.4","","16.7","","22.9","","17.4","","22.8","","26.7",""
"32","Greece","3.0","","4.6","","..","","..","","..","","..","","..","","..","","..",""
"126","Guatemala","..","","..","","21.6","","21.2","","19.9","","18.9","","21.2","","21.4","","20.4",""
"174","Guinea","4.1","","..","","..","","..","","1.8","","1.9","","2.4","","2.5","","3.2",""
"178","Guinea-Bissau","..","","..","","4.1","","4.6","","2.8","","3.3","","..","","..","","..",""
"123","Guyana","6.4","","5.1","","6.0","","6.8","","6.8","","..","","8.6","","6.7","","6.8",""
"169","Haiti","..","","..","","..","","..","","..","","..","","..","","9610.4","","9318.7",""
"132","Honduras","..","","..","","..","","..","","..","","8.8","","9.7","","8.4","","8.8",""
"43","Hungary","7.7","","9.4","","11.9","","11.6","","11.3","","12.1","","13.6","","12.7","","..",""
"129","India","2.9","","2.5","","2.5","","2.7","","2.8","","3.1","","..","","..","","..",""
"111","Indonesia","..","","7.3","","9.3","","9.4","","8.9","","6.9","","8.2","","7.4","","..",""
"65","Iran (Islamic Republic of)","3.8","","3.1","","3.6","","4.2","","3.6","","4.0","","4.3","","3.8","","3.9",""
"3","Ireland","14.4","","22.5","","28.9","","30.2","","32.1","","31.2","","31.7","","32.7","","..",""
"22","Israel","1.8","","1.7","","2.0","","2.0","","2.1","","2.2","","2.2","","2.3","","..",""
"29","Italy","6.8","","7.9","","8.8","","8.7","","9.1","","9.3","","10.2","","10.8","","..",""
"96","Jamaica","22.6","","17.5","","13.0","","12.1","","11.9","","12.8","","12.9","","12.8","","11.9",""
"19","Japan","..","","..","","..","","..","","15.0","","15.2","","14.9","","..","","15.3",""
"102","Jordan","..","","..","","..","","..","","..","","..","","..","","..","","2.0",""
"50","Kazakhstan","9.5","","5.9","","..","","..","","..","","..","","..","","5.3","","6.8",""
"147","Kenya","7.5","","7.5","","7.5","","7.2","","6.7","","7.0","","7.9","","7.7","","7.5",""
"22","Korea (Republic of)","..","","3.6","","..","","4.3","","4.4","","4.5","","4.5","","4.7","","..",""
"57","Kuwait","..","","1.6","","..","","..","","..","","..","","..","","..","","..",""
"122","Kyrgyzstan","4.2","","7.6","","7.9","","10.0","","9.8","","9.2","","8.1","","7.5","","7.5",""
"140","Lao People's Democratic Republic","7.3","","14.7","","22.6","","17.2","","19.5","","29.7","","..","","..","","..",""
"39","Latvia","12.2","","..","","10.3","","10.1","","13.2","","13.2","","11.4","","10.5","","..",""
"93","Lebanon","..","","2.3","","2.2","","2.4","","2.5","","2.4","","..","","..","","..",""
"164","Lesotho","4.9","","8.4","","..","","..","","..","","..","","..","","..","","..",""
"176","Liberia","..","","..","","..","","..","","12.9","","14.0","","17.3","","19.7","","19.5",""
"34","Lithuania","..","","9.0","","13.8","","14.7","","14.4","","14.1","","12.1","","9.4","","..",""
"21","Luxembourg","..","","..","","..","","..","","25.4","","..","","24.7","","20.9","","..",""
"162","Madagascar","6.8","","8.7","","..","","10.7","","9.7","","9.3","","12.1","","..","","..",""
"172","Malawi","12.8","","..","","15.0","","17.7","","..","","14.3","","17.8","","23.6","","22.8",""
"61","Malaysia","5.2","","..","","5.4","","5.8","","6.5","","6.0","","6.2","","5.8","","6.1",""
"184","Mali","5.5","","6.1","","5.7","","6.3","","6.6","","7.3","","5.4","","3.4","","2.7",""
"28","Malta","..","","..","","21.8","","27.8","","28.6","","32.9","","33.1","","29.8","","..",""
"161","Mauritania","..","","..","","..","","..","","2.3","","2.6","","..","","..","","2.4",""
"66","Mauritius","34.1","","47.2","","54.0","","49.8","","53.4","","43.1","","67.0","","59.3","","57.3",""
"76","Mexico","17.3","","25.9","","19.6","","19.4","","18.5","","17.1","","16.4","","16.5","","..",""
"107","Moldova (Republic of)","26.9","","41.8","","67.4","","59.5","","58.8","","..","","51.4","","..","","35.8",""
"92","Mongolia","5.4","","..","","10.5","","9.4","","9.4","","10.6","","9.8","","9.3","","10.4",""
"180","Mozambique","..","","11.5","","..","","..","","12.3","","12.0","","..","","..","","..",""
"130","Namibia","6.4","","..","","5.1","","..","","..","","..","","2.7","","..","","..",""
"147","Nepal","6.8","","4.1","","5.5","","5.8","","6.2","","5.7","","6.0","","6.3","","6.3",""
"10","Netherlands","8.1","","10.3","","12.0","","12.5","","13.3","","14.1","","14.1","","13.9","","..",""
"14","New Zealand","..","","11.4","","12.0","","12.7","","13.9","","13.4","","13.4","","13.6","","13.2",""
"126","Nicaragua","10.5","","..","","21.7","","..","","..","","..","","17.3","","15.5","","20.0",""
"189","Niger","8.0","","..","","8.8","","8.3","","4.7","","7.9","","7.1","","..","","4.6",""
"1","Norway","8.3","","9.6","","10.3","","10.5","","11.5","","11.6","","11.6","","11.7","","..",""
"47","Oman","0.8","","0.7","","..","","..","","..","","0.7","","..","","..","","0.9",""
"152","Pakistan","1.1","","1.3","","1.4","","1.4","","1.3","","1.5","","1.5","","1.5","","1.5",""
"98","Paraguay","8.3","","..","","13.3","","13.8","","13.0","","..","","..","","..","","13.2",""
"82","Peru","4.4","","4.6","","5.2","","5.3","","5.1","","4.9","","5.5","","5.3","","6.9",""
"106","Philippines","4.0","","4.8","","..","","..","","..","","..","","..","","..","","..",""
"32","Poland","5.6","","5.8","","6.3","","6.2","","6.1","","6.4","","5.9","","5.2","","..",""
"40","Portugal","7.3","","7.1","","7.7","","7.3","","7.5","","6.9","","7.9","","7.7","","..",""
"41","Qatar","..","","3.3","","4.2","","..","","..","","..","","..","","..","","..",""
"52","Romania","2.8","","4.5","","7.4","","6.0","","6.2","","..","","6.1","","5.5","","..",""
"49","Russian Federation","2.4","","2.6","","..","","..","","2.4","","..","","..","","1.9","","..",""
"157","Rwanda","2.4","","..","","11.0","","11.3","","12.0","","11.5","","9.9","","8.2","","8.0",""
"36","Saudi Arabia","1.0","","1.1","","..","","..","","..","","..","","..","","..","","..",""
"166","Senegal","5.8","","6.8","","7.5","","7.0","","8.0","","8.1","","8.4","","8.1","","5.9",""
"63","Serbia","..","","..","","6.6","","6.7","","6.8","","..","","6.8","","6.9","","7.0",""
"62","Seychelles","..","","..","","..","","8.3","","7.5","","6.8","","3.1","","..","","4.5",""
"181","Sierra Leone","6.6","","9.7","","13.9","","18.4","","17.2","","21.7","","23.0","","..","","17.2",""
"9","Singapore","1.5","","1.5","","1.8","","1.9","","2.0","","2.1","","..","","..","","..",""
"36","Slovakia","5.5","","6.2","","9.4","","10.5","","10.6","","11.8","","11.3","","10.3","","..",""
"24","Slovenia","..","","9.6","","8.8","","10.9","","12.3","","13.5","","14.2","","14.4","","..",""
"113","South Africa","9.3","","8.5","","11.8","","12.2","","12.5","","12.2","","12.6","","12.9","","13.1",""
"25","Spain","6.4","","8.5","","10.1","","10.5","","9.6","","10.5","","10.7","","10.6","","..",""
"71","Sri Lanka","..","","..","","2.1","","2.1","","2.3","","2.5","","2.3","","2.4","","3.4",""
"168","Sudan","1.0","","1.3","","..","","..","","..","","..","","..","","..","","..",""
"8","Sweden","7.7","","10.5","","12.6","","15.3","","16.2","","16.7","","16.5","","17.2","","..",""
"2","Switzerland","14.2","","18.8","","22.2","","22.1","","23.4","","22.4","","25.4","","25.6","","25.5",""
"125","Tajikistan","11.0","","..","","10.2","","9.0","","10.0","","..","","..","","9.9","","..",""
"159","Tanzania (United Republic of)","..","","13.3","","10.9","","..","","..","","..","","7.3","","..","","..",""
"77","Thailand","5.5","","6.3","","4.4","","5.3","","5.8","","5.4","","..","","..","","..",""
"131","Timor-Leste","..","","..","","6.3","","9.1","","5.0","","5.5","","6.9","","..","","..",""
"167","Togo","..","","4.7","","5.7","","6.6","","6.8","","6.5","","6.2","","6.8","","6.3",""
"91","Tunisia","6.4","","8.2","","9.4","","..","","8.5","","..","","..","","6.0","","..",""
"59","Turkey","2.0","","..","","..","","..","","4.3","","4.5","","4.6","","4.6","","..",""
"159","Uganda","4.2","","..","","4.3","","4.2","","7.2","","8.1","","7.7","","7.5","","6.9",""
"88","Ukraine","2.7","","4.5","","..","","5.7","","5.9","","5.9","","4.1","","..","","3.2",""
"15","United Kingdom","4.7","","5.6","","6.0","","6.2","","..","","7.5","","7.9","","8.3","","8.5",""
"15","United States","..","","..","","4.7","","4.7","","5.1","","5.6","","6.2","","..","","..",""
"57","Uruguay","5.1","","5.6","","..","","7.6","","..","","..","","..","","..","","..",""
"118","Viet Nam","..","","..","","4.8","","5.4","","5.5","","5.5","","..","","..","","..",""
"177","Yemen","2.9","","..","","..","","..","","..","","..","","..","","..","","..",""
"143","Zambia","..","","5.1","","..","","..","","..","","..","","..","","..","","..",""
"150","Zimbabwe","..","","..","","14.0","","..","","6.3","","6.0","","7.0","","..","","..",""
"36","Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"35","United Arab Emirates","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74","Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"60","Bahamas","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"75","Bosnia and Herzegovina","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"56","Barbados","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"134","Bhutan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"85","China","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"156","Comoros","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"68","Costa Rica","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"82","Algeria","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"182","Eritrea","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"135","Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"144","Equatorial Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"78","Grenada","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4","Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"120","Iraq","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"6","Iceland","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"132","Kiribati","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"110","Libya","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"89","Saint Lucia","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"121","Morocco","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"104","Maldives","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117","Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"82","The former Yugoslav Republic of Macedonia","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"145","Myanmar","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"52","Montenegro","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"158","Nigeria","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"67","Panama","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"55","Palau","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"155","Papua New Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"119","Palestine, State of","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"153","Solomon Islands","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"186","South Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"137","Sao Tome and Principe","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"98","Suriname","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"154","Syrian Arab Republic","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"108","Turkmenistan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"105","Tonga","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"63","Trinidad and Tobago","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"108","Uzbekistan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"94","Saint Vincent and the Grenadines","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"96","Venezuela (Bolivarian Republic of)","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"141","Vanuatu","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"111","Samoa","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","..","","..","","..","","6.2","","6.5","","7.1","","7.7","","..","","..",""
" ","High human development","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Medium human development","..","","..","","2.7","","..","","..","","..","","..","","..","","..",""
" ","Low human development","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Developing Countries","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Regions","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","East Asia and the Pacific","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Europe and Central Asia","2.3","","..","","..","","..","","4.5","","..","","..","","..","","..",""
" ","Latin America and the Caribbean","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","South Asia","3.0","","..","","2.6","","2.9","","2.9","","3.1","","..","","..","","..",""
" ","Sub-Saharan Africa","..","","..","","6.9","","..","","..","","9.2","","9.0","","..","","..",""
" ","Least Developed Countries","..","","..","","..","","..","","..","","5.7","","..","","..","","..",""
" ","Small Island Developing States","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Organization for Economic Co-operation and Development","..","","..","","6.2","","6.2","","6.8","","7.2","","7.7","","..","","..",""
" ","World","..","","..","","..","","..","","..","","..","","..","","..","","..",""
""
