"Adjusted net savings (% of GNI)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"170","Afghanistan","..","","..","","..","","..","","-15.7","","-12.4","","-2.6","","5.5","","2.7","","0.3","","3.5","","2.7",""
"69","Albania","2.3","","9.9","","19.0","","23.0","","9.3","","9.3","","8.1","","7.1","","4.9","","7.1","","8.2","","8.2",""
"82","Algeria","9.0","","..","","..","","26.4","","28.6","","25.2","","24.6","","24.1","","22.9","","19.6","","22.7","","21.2",""
"149","Angola","..","","..","","-52.4","","-20.6","","-23.2","","-21.1","","-19.5","","-20.1","","-16.8","","-12.2","","-13.7","","-16.3",""
"48","Argentina","6.6","","10.7","","5.5","","0.9","","9.1","","9.8","","8.8","","7.6","","7.8","","7.3","","6.5","","5.4",""
"81","Armenia","..","","..","","-14.0","","12.9","","3.2","","1.2","","-1.1","","0.5","","-0.9","","2.9","","0.7","","1.5",""
"6","Australia","9.1","","7.1","","6.4","","6.0","","6.8","","8.0","","9.4","","8.8","","7.2","","6.3","","4.5","","5.6",""
"20","Austria","..","","..","","..","","13.8","","13.0","","13.5","","12.9","","12.3","","12.6","","12.5","","13.7","","14.1",""
"87","Azerbaijan","..","","..","","-28.3","","9.7","","19.3","","21.1","","20.7","","22.6","","21.6","","13.0","","6.3","","9.5",""
"60","Bahamas","..","","26.0","","30.1","","27.1","","20.2","","17.4","","19.4","","19.5","","17.3","","14.7","","15.7","","7.1",""
"45","Bahrain","-3.8","","5.3","","16.8","","25.8","","21.5","","17.9","","17.2","","13.4","","7.6","","14.0","","15.6","","20.4",""
"135","Bangladesh","12.2","","11.9","","17.9","","22.7","","26.7","","26.0","","28.2","","27.7","","26.2","","25.2","","25.9","","24.5",""
"56","Barbados","13.3","","9.2","","7.3","","3.1","","5.4","","-5.5","","-0.5","","-6.8","","..","","..","","..","","..",""
"50","Belarus","..","","-1.6","","8.3","","18.9","","22.2","","24.9","","24.7","","22.5","","21.1","","22.1","","19.3","","21.2",""
"17","Belgium","..","","..","","..","","14.2","","12.3","","10.2","","10.5","","9.0","","9.2","","9.2","","10.2","","12.0",""
"103","Belize","49.2","","15.0","","3.1","","-3.4","","-5.8","","-4.2","","-2.1","","-2.7","","-1.1","","3.9","","0.1","","-0.9",""
"163","Benin","-0.8","","1.1","","-1.6","","0.3","","-2.3","","-0.8","","-0.1","","2.8","","4.3","","-0.3","","-3.4","","..",""
"134","Bhutan","..","","..","","..","","..","","25.5","","32.4","","42.9","","18.4","","23.9","","15.7","","26.2","","23.3",""
"114","Bolivia (Plurinational State of)","-1.5","","4.4","","1.8","","6.7","","13.7","","11.7","","9.4","","7.4","","4.3","","1.3","","2.4","","0.8",""
"94","Botswana","32.8","","19.1","","35.0","","31.6","","21.7","","32.0","","30.3","","24.9","","28.3","","24.5","","26.1","","26.6",""
"79","Brazil","9.9","","6.5","","4.0","","7.5","","8.7","","9.1","","8.7","","9.2","","6.9","","6.2","","5.6","","6.1",""
"43","Brunei Darussalam","..","","..","","..","","25.6","","34.0","","36.2","","38.0","","38.9","","39.5","","36.6","","37.5","","34.6",""
"52","Bulgaria","0.7","","3.1","","-1.6","","2.4","","6.9","","8.6","","8.6","","11.4","","9.5","","9.0","","12.7","","14.8",""
"182","Burkina Faso","..","","..","","..","","2.5","","1.8","","1.7","","3.3","","0.9","","-0.6","","-6.9","","-9.0","","..",""
"185","Burundi","-19.6","","-31.2","","-28.3","","-26.2","","-28.1","","-31.0","","-14.1","","-21.4","","-24.4","","-12.4","","-19.0","","..",""
"126","Cabo Verde","..","","..","","..","","..","","19.1","","18.4","","11.4","","9.1","","9.0","","10.7","","13.9","","11.7",""
"146","Cambodia","..","","-6.6","","6.3","","5.2","","6.1","","5.2","","8.6","","12.0","","11.0","","10.9","","10.3","","13.1",""
"150","Cameroon","1.9","","7.3","","-0.4","","5.3","","2.7","","2.7","","1.2","","1.5","","3.9","","3.2","","4.2","","4.5",""
"13","Canada","6.3","","8.6","","11.3","","11.4","","6.6","","8.2","","8.2","","8.7","","9.2","","5.7","","4.8","","6.5",""
"188","Central African Republic","3.5","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"187","Chad","-5.6","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"42","Chile","5.7","","10.1","","5.8","","6.3","","6.5","","4.8","","5.5","","5.3","","5.2","","6.1","","5.4","","3.6",""
"85","China","16.7","","22.9","","17.1","","24.2","","26.7","","22.8","","23.6","","22.5","","22.5","","21.7","","20.1","","20.1",""
"79","Colombia","6.9","","8.7","","-1.1","","2.2","","3.6","","2.1","","2.6","","3.5","","3.2","","3.7","","4.2","","2.8",""
"156","Comoros","-2.1","","-1.4","","..","","-0.9","","5.5","","3.7","","5.8","","..","","..","","..","","..","","..",""
"138","Congo","-19.7","","-74.0","","-30.6","","-50.6","","-39.6","","-44.7","","-42.1","","-38.7","","-23.9","","-24.5","","-40.4","","..",""
"179","Congo (Democratic Republic of the)","..","","..","","..","","-12.6","","-4.3","","-8.0","","-19.5","","-16.7","","-12.8","","-10.7","","-10.5","","-4.4",""
"68","Costa Rica","15.3","","11.1","","13.6","","11.1","","14.6","","13.0","","14.3","","13.3","","13.1","","14.6","","15.7","","15.9",""
"46","Croatia","..","","-1.7","","5.2","","10.4","","6.8","","6.8","","6.7","","8.3","","8.9","","11.8","","10.0","","10.8",""
"31","Cyprus","13.4","","10.5","","7.7","","11.0","","6.0","","7.8","","3.2","","0.8","","-0.2","","4.3","","3.8","","3.2",""
"26","Czechia","..","","10.9","","5.6","","7.7","","3.4","","3.8","","5.1","","4.6","","6.0","","10.5","","10.1","","10.3",""
"165","Côte d'Ivoire","..","","..","","..","","5.8","","11.9","","7.5","","10.1","","14.6","","19.0","","18.4","","16.6","","..",""
"11","Denmark","13.4","","13.7","","15.0","","15.3","","13.2","","14.2","","12.7","","16.2","","17.4","","17.7","","17.4","","18.3",""
"171","Djibouti","..","","..","","..","","..","","..","","..","","..","","2.8","","2.0","","9.9","","4.5","","-1.8",""
"89","Dominican Republic","11.2","","13.2","","19.5","","18.0","","15.3","","13.7","","14.0","","14.5","","15.8","","16.8","","16.5","","17.3",""
"85","Ecuador","33.5","","1.0","","6.9","","2.6","","8.7","","10.4","","11.0","","11.3","","11.0","","11.1","","13.1","","11.4",""
"116","Egypt","10.8","","10.1","","7.5","","5.9","","6.7","","3.7","","1.8","","3.1","","2.2","","3.3","","4.0","","1.2",""
"124","El Salvador","8.0","","15.6","","12.4","","13.2","","8.9","","7.8","","6.1","","4.0","","5.2","","5.2","","5.6","","6.4",""
"182","Eritrea","..","","-0.9","","0.5","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"30","Estonia","..","","..","","12.7","","14.7","","9.3","","13.5","","13.8","","13.3","","14.6","","12.8","","11.9","","15.2",""
"138","Eswatini (Kingdom of)","7.7","","4.3","","6.5","","7.5","","-5.5","","2.5","","10.9","","14.7","","14.4","","14.5","","4.6","","0.8",""
"173","Ethiopia","..","","..","","..","","..","","..","","10.0","","9.0","","5.1","","8.6","","6.8","","7.4","","9.3",""
"98","Fiji","-2.2","","15.1","","23.9","","12.1","","..","","6.5","","6.4","","9.5","","7.2","","11.6","","8.1","","..",""
"12","Finland","11.9","","12.2","","19.0","","15.8","","9.4","","8.8","","7.5","","6.5","","6.4","","6.6","","8.3","","10.2",""
"26","France","12.6","","12.1","","13.6","","11.1","","8.0","","8.8","","8.0","","7.8","","8.0","","8.9","","8.4","","9.3",""
"115","Gabon","-18.2","","-3.0","","0.3","","10.1","","8.9","","8.5","","8.9","","..","","..","","..","","..","","..",""
"174","Gambia","4.1","","-9.6","","..","","-8.2","","-18.0","","-22.9","","-12.7","","..","","..","","..","","..","","..",""
"70","Georgia","..","","..","","3.1","","13.0","","-1.1","","1.3","","5.6","","7.8","","9.0","","7.8","","8.7","","12.5",""
"4","Germany","..","","10.0","","8.7","","9.7","","11.3","","13.2","","12.3","","11.9","","13.1","","14.0","","14.2","","14.1",""
"142","Ghana","4.4","","5.1","","4.2","","4.9","","-15.1","","-16.5","","-17.8","","-3.7","","-3.8","","-1.3","","-1.0","","-8.4",""
"32","Greece","11.2","","10.9","","6.3","","3.2","","-9.3","","-11.3","","-8.8","","-7.6","","-5.7","","-5.4","","-4.6","","-3.1",""
"126","Guatemala","-0.9","","0.4","","-0.1","","5.7","","0.8","","0.5","","0.9","","0.4","","-0.6","","2.0","","2.4","","1.9",""
"174","Guinea","5.7","","5.7","","3.5","","-9.5","","-20.6","","-25.9","","-22.5","","-30.1","","-24.8","","-30.2","","-23.3","","-6.5",""
"178","Guinea-Bissau","8.9","","0.9","","..","","-10.2","","-19.3","","-3.7","","-15.5","","-17.1","","-6.3","","-9.5","","-11.0","","..",""
"123","Guyana","..","","18.9","","9.7","","18.0","","2.8","","-4.7","","-5.6","","-13.0","","3.4","","5.7","","14.1","","..",""
