"Infants lacking immunization, DTP (% of one-year-olds)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018",""
"170","Afghanistan","50","","56","","52","","24","","28","","22","","22","","24","","27","","27","","27","","27","","27",""
"69","Albania","3","","2","","2","","1","","1","","1","","1","","1","","1","","1","","1","","1","","1",""
"82","Algeria","4","","4","","5","","6","","1","","1","","1","","1","","1","","1","","4","","5","","4",""
"36","Andorra","..","","..","","1","","1","","1","","1","","1","","4","","1","","1","","1","","1","","1",""
"149","Angola","52","","52","","56","","50","","15","","21","","27","","33","","31","","35","","33","","39","","33",""
"74","Antigua and Barbuda","1","","1","","2","","1","","1","","1","","1","","1","","1","","1","","3","","4","","1",""
"48","Argentina","5","","5","","4","","1","","5","","6","","6","","6","","2","","6","","3","","9","","9",""
"81","Armenia","..","","2","","3","","4","","2","","2","","2","","3","","3","","3","","3","","3","","4",""
"6","Australia","2","","5","","4","","3","","3","","8","","8","","8","","8","","3","","2","","2","","2",""
"20","Austria","4","","4","","1","","1","","5","","4","","3","","2","","1","","3","","5","","6","","10",""
"87","Azerbaijan","..","","21","","17","","19","","6","","6","","6","","5","","4","","3","","2","","3","","4",""
"60","Bahamas","5","","5","","1","","1","","1","","1","","1","","1","","4","","1","","5","","2","","6",""
"45","Bahrain","3","","2","","2","","1","","1","","1","","1","","1","","2","","2","","1","","2","","1",""
"135","Bangladesh","14","","13","","8","","3","","2","","1","","3","","2","","1","","1","","1","","1","","1",""
"56","Barbados","3","","3","","7","","3","","6","","5","","4","","3","","2","","1","","1","","10","","4",""
"50","Belarus","..","","2","","1","","1","","1","","1","","2","","1","","3","","1","","1","","3","","3",""
"17","Belgium","3","","3","","3","","2","","1","","1","","1","","1","","1","","1","","1","","1","","1",""
"103","Belize","3","","6","","4","","2","","1","","2","","1","","4","","4","","3","","2","","11","","3",""
"163","Benin","14","","18","","11","","16","","13","","15","","11","","14","","16","","18","","16","","16","","16",""
"134","Bhutan","2","","5","","4","","3","","6","","2","","3","","3","","1","","1","","1","","1","","2",""
"114","Bolivia (Plurinational State of)","34","","16","","8","","7","","3","","2","","3","","13","","8","","3","","7","","9","","11",""
"75","Bosnia and Herzegovina","..","","22","","10","","5","","5","","6","","5","","6","","8","","11","","10","","8","","11",""
"94","Botswana","1","","2","","2","","2","","2","","2","","2","","2","","2","","2","","2","","2","","2",""
"79","Brazil","14","","15","","1","","1","","1","","1","","1","","2","","2","","3","","5","","1","","13",""
"43","Brunei Darussalam","3","","1","","1","","1","","2","","1","","2","","1","","1","","1","","1","","1","","1",""
"52","Bulgaria","1","","2","","5","","3","","4","","4","","4","","4","","10","","7","","6","","4","","6",""
"182","Burkina Faso","8","","21","","3","","9","","7","","7","","6","","6","","5","","5","","5","","5","","5",""
"185","Burundi","5","","14","","12","","4","","1","","1","","2","","2","","2","","3","","3","","6","","6",""
"126","Cabo Verde","4","","10","","6","","3","","1","","1","","2","","7","","1","","3","","4","","3","","1",""
"146","Cambodia","37","","45","","22","","15","","7","","5","","3","","6","","6","","6","","6","","6","","6",""
"150","Cameroon","30","","29","","34","","15","","8","","10","","6","","5","","7","","8","","8","","7","","14",""
"13","Canada","4","","3","","5","","4","","4","","4","","4","","5","","5","","5","","5","","5","","5",""
"188","Central African Republic","5","","23","","40","","36","","33","","31","","31","","65","","31","","31","","31","","31","","31",""
"187","Chad","56","","59","","55","","54","","45","","45","","43","","42","","42","","43","","45","","45","","45",""
"42","Chile","2","","3","","2","","8","","7","","2","","10","","8","","1","","3","","1","","2","","1",""
"85","China","2","","7","","6","","5","","1","","1","","1","","1","","1","","1","","1","","1","","1",""
