"Malaria incidence (per 1,000 people at risk)"
"HDI Rank (2018)","Country","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"170","Afghanistan","92.6","","28.9","","15.9","","19.9","","11.8","","8.7","","11.3","","14.2","","23.0","","23.0",""
"82","Algeria","0.3","","0.2","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"149","Angola","222.4","","210.7","","133.8","","125.5","","124.0","","130.2","","140.0","","154.5","","155.7","","155.0",""
"48","Argentina","2.4","","1.3","","0.1","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"81","Armenia","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"87","Azerbaijan","8.2","","1.2","","0.2","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"135","Bangladesh","5.5","","5.5","","7.0","","6.2","","2.1","","1.5","","3.1","","2.6","","1.8","","1.9",""
"103","Belize","8.7","","7.9","","0.7","","0.3","","0.1","","0.1","","0.1","","0.0","","0.0","","0.0",""
"163","Benin","368.7","","446.7","","403.7","","371.6","","340.0","","321.8","","329.3","","358.2","","368.6","","367.9",""
"134","Bhutan","14.0","","3.8","","1.0","","0.4","","0.0","","0.0","","0.0","","0.1","","0.0","","0.0",""
"114","Bolivia (Plurinational State of)","11.7","","7.1","","4.4","","2.2","","2.5","","2.4","","2.4","","2.0","","1.6","","1.3",""
"94","Botswana","22.8","","2.0","","2.3","","0.5","","0.2","","0.5","","1.4","","0.4","","0.8","","2.0",""
"79","Brazil","21.2","","17.2","","9.6","","7.0","","6.3","","4.7","","3.5","","3.8","","3.2","","5.1",""
"182","Burkina Faso","607.1","","545.9","","590.9","","579.6","","556.9","","511.7","","469.6","","429.0","","411.6","","412.0",""
"185","Burundi","418.6","","269.7","","183.5","","171.1","","161.1","","160.3","","170.7","","191.9","","195.1","","194.5",""
"126","Cabo Verde","1.3","","0.6","","0.4","","0.1","","0.0","","0.2","","0.2","","0.1","","0.3","","3.0",""
"146","Cambodia","100.5","","27.7","","35.7","","36.7","","25.5","","16.3","","22.9","","20.5","","11.4","","18.4",""
"150","Cameroon","376.9","","456.2","","268.5","","266.2","","292.6","","321.4","","327.5","","316.3","","306.2","","303.8",""
"188","Central African Republic","395.7","","466.6","","481.3","","473.3","","450.7","","419.1","","395.7","","386.7","","387.5","","387.3",""
"187","Chad","221.0","","247.3","","305.8","","293.4","","262.3","","226.9","","208.4","","194.1","","188.2","","188.6",""
"85","China","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"79","Colombia","23.4","","17.3","","16.1","","8.2","","8.1","","6.9","","5.4","","6.8","","10.7","","7.4",""
"156","Comoros","65.1","","57.8","","53.0","","35.2","","68.9","","71.7","","2.9","","1.7","","1.4","","4.0",""
"138","Congo","344.9","","306.9","","190.5","","190.8","","197.8","","205.4","","208.9","","209.0","","201.1","","197.6",""
"179","Congo (Democratic Republic of the)","463.5","","515.6","","367.2","","337.8","","323.0","","315.3","","312.4","","317.1","","310.6","","307.6",""
"68","Costa Rica","1.4","","2.4","","0.1","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"165","Côte d'Ivoire","514.6","","390.2","","389.2","","360.2","","275.8","","197.2","","159.5","","146.9","","140.1","","138.9",""
"171","Djibouti","..","","1.1","","2.4","","0.0","","0.1","","3.8","","20.7","","20.4","","29.3","","31.9",""
"89","Dominican Republic","0.3","","0.9","","0.8","","0.4","","0.2","","0.1","","0.1","","0.1","","0.2","","0.1",""
"85","Ecuador","284.0","","42.6","","4.3","","2.8","","1.2","","0.8","","0.5","","1.3","","2.5","","2.6",""
"116","Egypt","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"124","El Salvador","0.6","","0.1","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"144","Equatorial Guinea","397.6","","518.2","","401.3","","484.2","","471.9","","458.2","","366.0","","356.3","","349.9","","343.3",""
"182","Eritrea","13.6","","7.0","","19.0","","17.1","","11.5","","10.6","","23.1","","13.2","","17.5","","22.9",""
"138","Eswatini (Kingdom of)","2.7","","0.9","","0.8","","1.6","","1.6","","2.7","","2.0","","0.4","","0.9","","1.9",""
"173","Ethiopia","110.8","","161.2","","129.1","","83.2","","83.3","","80.2","","57.8","","53.5","","42.0","","37.4",""
"115","Gabon","327.9","","146.2","","174.2","","182.1","","185.6","","186.6","","182.1","","172.6","","169.1","","168.9",""
"174","Gambia","377.9","","322.1","","275.1","","277.0","","295.1","","253.8","","152.0","","208.6","","124.6","","56.7",""
"70","Georgia","5.2","","3.5","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"142","Ghana","405.1","","321.7","","374.2","","368.3","","349.9","","324.6","","300.9","","272.4","","271.3","","270.7",""
"126","Guatemala","8.0","","5.1","","0.9","","0.8","","0.6","","0.7","","0.6","","0.7","","0.5","","0.4",""
"174","Guinea","452.5","","395.9","","402.8","","403.8","","394.7","","376.6","","360.5","","347.8","","338.6","","336.7",""
"178","Guinea-Bissau","295.3","","87.4","","78.4","","71.2","","62.9","","60.9","","60.2","","60.1","","58.1","","58.0",""
"123","Guyana","44.3","","72.2","","43.7","","54.6","","57.5","","75.1","","28.9","","23.2","","28.6","","32.0",""
"169","Haiti","9.3","","9.3","","9.3","","8.8","","6.3","","5.2","","3.4","","3.3","","3.6","","3.3",""
