"Current health expenditure (% of GDP)"
"52","Bulgaria","5.9","","6.9","","7.1","","7.1","","7.6","","7.8","","8.5","","8.2","","8.2",""
"182","Burkina Faso","3.3","","4.4","","5.9","","5.2","","4.9","","6.1","","5.6","","5.8","","6.8",""
"185","Burundi","6.2","","8.4","","11.3","","10.0","","8.6","","8.2","","5.4","","4.9","","6.2",""
"126","Cabo Verde","4.4","","4.3","","4.5","","4.3","","5.1","","5.2","","5.3","","5.3","","5.2",""
"146","Cambodia","6.5","","6.9","","6.9","","7.5","","7.3","","7.1","","6.7","","6.2","","6.1",""
"150","Cameroon","4.0","","4.1","","4.5","","3.4","","4.5","","4.5","","4.5","","4.7","","4.7",""
"13","Canada","8.3","","9.1","","10.6","","10.2","","10.2","","10.1","","10.0","","10.4","","10.5",""
"188","Central African Republic","5.0","","4.8","","3.7","","3.8","","3.9","","4.8","","4.9","","6.3","","4.3",""
"187","Chad","5.5","","4.8","","4.1","","3.9","","3.6","","4.8","","4.5","","4.5","","4.5",""
"42","Chile","7.0","","6.6","","6.8","","6.8","","7.0","","7.4","","7.8","","8.3","","8.5",""
"85","China","4.5","","4.1","","4.2","","4.3","","4.5","","4.7","","4.8","","4.9","","5.0",""
"79","Colombia","5.5","","5.5","","6.3","","5.8","","5.7","","5.8","","5.8","","6.0","","5.9",""
"156","Comoros","12.2","","9.9","","8.5","","9.1","","7.9","","7.8","","7.6","","7.7","","7.6",""
"138","Congo","1.7","","1.9","","2.0","","1.9","","2.5","","2.5","","2.5","","3.4","","4.6",""
"179","Congo (Democratic Republic of the)","1.6","","4.3","","4.0","","3.4","","3.6","","3.6","","4.0","","4.0","","3.9",""
"68","Costa Rica","6.6","","6.7","","8.1","","8.1","","7.8","","7.7","","7.8","","7.8","","7.6",""
"46","Croatia","7.7","","6.9","","8.1","","7.8","","7.8","","6.8","","7.1","","7.2","","7.2",""
"72","Cuba","6.6","","8.8","","10.7","","11.3","","9.3","","10.4","","12.1","","12.8","","12.2",""
"31","Cyprus","5.3","","5.3","","6.3","","6.6","","6.7","","6.9","","6.8","","6.8","","6.9",""
"26","Czechia","5.7","","6.4","","6.9","","7.0","","7.0","","7.8","","7.7","","7.2","","7.2",""
"165","Côte d'Ivoire","5.7","","5.4","","6.1","","6.0","","6.0","","5.1","","5.0","","5.3","","4.4",""
"11","Denmark","8.1","","9.1","","10.3","","10.2","","10.2","","10.2","","10.2","","10.3","","10.3",""
"171","Djibouti","4.1","","4.5","","4.3","","4.7","","4.6","","4.1","","4.1","","4.4","","3.5",""
"98","Dominica","5.1","","5.2","","5.6","","5.7","","5.9","","5.4","","5.5","","5.5","","5.3",""
"89","Dominican Republic","4.9","","4.4","","5.6","","5.7","","5.9","","5.8","","5.9","","6.0","","6.2",""
"85","Ecuador","3.3","","5.6","","7.1","","7.9","","8.5","","8.6","","8.6","","8.6","","8.4",""
"116","Egypt","4.9","","4.9","","4.2","","4.4","","4.6","","4.7","","4.7","","4.6","","4.6",""
"124","El Salvador","8.1","","7.2","","6.9","","6.9","","6.7","","7.0","","6.9","","6.9","","7.0",""
"144","Equatorial Guinea","2.4","","1.4","","1.5","","1.3","","1.4","","1.7","","1.8","","2.7","","3.4",""
"182","Eritrea","4.5","","5.3","","3.4","","4.2","","3.0","","2.9","","2.9","","3.0","","3.0",""
"30","Estonia","5.2","","5.0","","6.3","","5.8","","5.8","","6.0","","6.2","","6.5","","6.7",""
"138","Eswatini (Kingdom of)","4.5","","5.6","","8.4","","8.3","","7.5","","7.6","","7.6","","7.8","","7.7",""
"173","Ethiopia","4.4","","4.1","","5.5","","4.5","","4.5","","4.1","","4.0","","4.0","","4.0",""
"98","Fiji","3.7","","3.6","","3.7","","3.4","","3.5","","3.5","","3.6","","3.6","","3.5",""
"12","Finland","6.8","","8.0","","8.9","","8.9","","9.3","","9.5","","9.5","","9.7","","9.5",""
"26","France","9.5","","10.2","","11.2","","11.2","","11.3","","11.4","","11.6","","11.5","","11.5",""
"115","Gabon","2.9","","2.9","","2.5","","2.6","","2.4","","2.8","","2.5","","2.7","","3.1",""
"174","Gambia","4.7","","4.9","","5.7","","6.2","","6.1","","6.2","","5.3","","4.8","","4.4",""
"70","Georgia","7.4","","8.3","","9.5","","8.4","","8.4","","8.4","","8.4","","7.9","","8.4",""
"4","Germany","9.8","","10.2","","11.0","","10.7","","10.8","","10.9","","11.0","","11.1","","11.1",""
"142","Ghana","4.0","","5.3","","6.1","","6.3","","5.5","","6.1","","5.6","","6.1","","4.4",""
"32","Greece","7.2","","9.0","","9.6","","9.1","","8.9","","8.4","","8.0","","8.2","","8.5",""
"78","Grenada","5.1","","5.3","","6.1","","6.0","","5.7","","5.5","","5.2","","4.9","","5.2",""
"126","Guatemala","5.7","","6.3","","6.1","","5.9","","5.9","","5.9","","5.9","","5.5","","5.8",""
"174","Guinea","3.7","","2.9","","3.1","","3.8","","3.5","","3.5","","4.8","","5.8","","5.5",""
"178","Guinea-Bissau","7.1","","6.4","","6.3","","5.4","","4.9","","4.7","","6.8","","6.5","","6.1",""
"123","Guyana","2.8","","3.4","","4.6","","4.9","","4.8","","5.0","","5.1","","4.5","","4.2",""
"169","Haiti","6.9","","5.5","","8.1","","10.2","","9.6","","7.2","","7.8","","5.4","","5.4",""
"132","Honduras","6.4","","7.7","","8.6","","8.7","","8.6","","8.3","","8.0","","7.7","","8.4",""
"43","Hungary","6.8","","8.0","","7.5","","7.5","","7.5","","7.3","","7.1","","7.1","","7.4",""
"6","Iceland","9.0","","9.2","","8.8","","8.5","","8.4","","8.5","","8.5","","8.3","","8.3",""
"129","India","4.0","","3.8","","3.3","","3.2","","3.3","","3.7","","3.6","","3.6","","3.7",""
"111","Indonesia","1.9","","2.6","","3.0","","3.0","","2.9","","3.0","","3.1","","3.0","","3.1",""
"65","Iran (Islamic Republic of)","4.7","","5.3","","6.8","","6.6","","6.6","","6.0","","6.9","","7.8","","8.1",""
"120","Iraq","..","","2.9","","3.2","","2.8","","2.7","","2.8","","2.8","","3.1","","3.3",""
"3","Ireland","5.9","","7.6","","10.5","","10.7","","10.8","","10.3","","9.7","","7.4","","7.4",""
"22","Israel","6.8","","7.1","","7.1","","7.0","","7.1","","7.1","","7.2","","7.4","","7.3",""
"29","Italy","7.6","","8.4","","9.0","","8.8","","9.0","","9.0","","9.0","","9.0","","8.9",""
"96","Jamaica","6.0","","4.6","","5.0","","4.9","","5.0","","5.2","","5.2","","5.7","","6.1",""
"19","Japan","7.2","","7.8","","9.2","","10.6","","10.8","","10.8","","10.8","","10.9","","10.9",""
"102","Jordan","9.6","","8.9","","8.4","","8.3","","8.0","","7.3","","7.4","","6.3","","5.5",""
"50","Kazakhstan","4.2","","3.9","","2.7","","2.7","","3.1","","2.7","","2.7","","3.1","","3.5",""
"147","Kenya","4.7","","5.3","","6.1","","5.8","","5.6","","5.5","","5.3","","4.9","","4.5",""
"132","Kiribati","8.6","","11.5","","9.2","","8.6","","8.6","","9.5","","10.0","","7.8","","11.9",""
"22","Korea (Republic of)","4.0","","4.9","","6.2","","6.3","","6.4","","6.6","","6.8","","7.0","","7.3",""
"57","Kuwait","2.5","","2.4","","2.8","","2.6","","2.6","","2.6","","3.2","","4.0","","3.9",""
"122","Kyrgyzstan","4.4","","7.5","","7.0","","7.1","","8.5","","8.2","","8.3","","7.2","","6.6",""
"140","Lao People's Democratic Republic","4.3","","3.3","","2.9","","1.9","","2.1","","2.4","","2.3","","2.5","","2.4",""
"39","Latvia","5.4","","5.9","","6.1","","5.6","","5.4","","5.4","","5.5","","5.7","","6.2",""
"93","Lebanon","10.7","","7.6","","7.4","","8.1","","8.0","","7.8","","8.0","","7.8","","8.0",""
"164","Lesotho","5.9","","5.1","","7.7","","8.8","","8.6","","8.9","","8.6","","8.3","","8.1",""
"176","Liberia","4.0","","8.8","","8.8","","9.1","","8.5","","8.1","","8.9","","10.2","","9.6",""
"110","Libya","3.4","","2.6","","3.6","","6.0","","..","","..","","..","","..","","..",""
"34","Lithuania","6.2","","5.6","","6.8","","6.5","","6.3","","6.1","","6.2","","6.5","","6.7",""
"21","Luxembourg","5.9","","7.2","","7.0","","6.1","","6.6","","6.6","","6.4","","6.2","","6.2",""
"162","Madagascar","5.4","","5.5","","5.3","","5.0","","4.0","","4.2","","5.1","","5.5","","6.0",""
"172","Malawi","3.4","","6.1","","7.2","","7.5","","8.5","","11.6","","9.7","","9.3","","9.8",""
"61","Malaysia","2.6","","2.8","","3.2","","3.4","","3.5","","3.6","","3.8","","3.9","","3.8",""
"104","Maldives","7.7","","8.8","","8.5","","7.9","","8.7","","8.1","","7.9","","8.9","","10.6",""
"184","Mali","5.1","","5.0","","4.4","","4.1","","4.4","","5.2","","4.5","","4.1","","3.8",""
"28","Malta","6.5","","8.7","","8.2","","8.6","","9.0","","9.5","","9.4","","9.4","","9.3",""
"117","Marshall Islands","25.2","","26.3","","19.3","","19.1","","18.7","","19.4","","18.8","","22.6","","23.3",""
"161","Mauritania","4.5","","4.5","","3.3","","3.2","","3.3","","3.6","","4.2","","4.6","","4.2",""
"66","Mauritius","3.0","","3.7","","4.7","","4.4","","4.4","","4.8","","5.6","","5.8","","5.7",""
"76","Mexico","4.4","","5.8","","5.8","","5.5","","5.7","","5.8","","5.5","","5.7","","5.5",""
"135","Micronesia (Federated States of)","7.7","","11.5","","12.9","","12.9","","11.9","","11.9","","11.5","","12.2","","12.6",""
"107","Moldova (Republic of)","5.9","","9.6","","12.2","","10.9","","10.9","","10.3","","10.3","","10.2","","9.0",""
"..","Monaco","1.7","","2.1","","2.3","","2.2","","2.2","","2.1","","2.1","","2.0","","1.8",""
"92","Mongolia","5.3","","3.2","","3.4","","3.2","","3.5","","3.8","","3.7","","3.9","","3.8",""
"52","Montenegro","..","","..","","..","","..","","..","","..","","..","","..","","7.6",""
"121","Morocco","4.0","","4.8","","5.9","","5.7","","5.7","","5.6","","5.7","","5.4","","5.8",""
"180","Mozambique","3.9","","6.4","","5.1","","4.4","","5.1","","5.3","","5.9","","5.2","","5.1",""
"145","Myanmar","1.8","","1.8","","1.9","","1.7","","1.9","","2.1","","5.0","","5.2","","5.1",""
"130","Namibia","10.3","","12.4","","9.5","","9.7","","9.2","","8.6","","8.2","","9.9","","9.1",""
"..","Nauru","13.5","","12.6","","10.4","","8.2","","7.5","","7.3","","8.8","","11.4","","11.1",""
"147","Nepal","3.6","","4.5","","5.0","","5.1","","5.2","","5.3","","5.8","","6.2","","6.3",""
"10","Netherlands","7.1","","9.3","","10.4","","10.5","","10.9","","10.9","","10.9","","10.4","","10.4",""
"14","New Zealand","7.5","","8.3","","9.6","","9.5","","9.7","","9.4","","9.4","","9.3","","9.2",""
"126","Nicaragua","5.2","","5.5","","6.5","","7.1","","7.5","","7.3","","7.7","","7.9","","8.7",""
"189","Niger","6.2","","7.5","","6.5","","6.6","","5.8","","6.0","","5.9","","7.1","","6.2",""
"158","Nigeria","2.6","","3.8","","3.3","","3.3","","3.3","","3.4","","3.3","","3.6","","3.6",""
"82","North Macedonia","8.9","","7.7","","6.7","","6.5","","6.6","","6.7","","6.3","","6.4","","6.3",""
"1","Norway","7.7","","8.3","","8.9","","8.8","","8.8","","8.9","","9.3","","10.1","","10.5",""
"47","Oman","3.1","","2.6","","2.7","","2.6","","2.5","","2.8","","3.5","","4.3","","4.3",""
"152","Pakistan","2.9","","2.7","","2.6","","2.3","","2.4","","2.6","","2.7","","2.7","","2.8",""
"55","Palau","8.8","","9.0","","11.6","","10.4","","11.4","","11.9","","12.0","","10.5","","11.7",""
"67","Panama","7.0","","6.2","","7.0","","6.4","","6.4","","6.5","","6.7","","6.8","","7.3",""
"155","Papua New Guinea","2.1","","2.5","","2.1","","2.3","","2.7","","3.0","","3.6","","2.5","","2.0",""
"98","Paraguay","5.8","","5.0","","6.2","","6.7","","7.6","","7.0","","7.6","","7.8","","8.0",""
"82","Peru","4.6","","4.5","","4.7","","4.7","","4.8","","4.9","","5.1","","5.1","","5.1",""
"106","Philippines","3.2","","3.9","","4.3","","4.2","","4.4","","4.5","","4.1","","4.3","","4.4",""
"32","Poland","5.3","","5.8","","6.4","","6.2","","6.2","","6.4","","6.2","","6.3","","6.5",""
"40","Portugal","8.4","","9.4","","9.8","","9.5","","9.3","","9.1","","9.0","","9.0","","9.1",""
"41","Qatar","2.0","","2.6","","1.8","","1.6","","1.7","","2.1","","2.4","","3.1","","3.1",""
"52","Romania","4.2","","5.5","","5.8","","4.7","","4.7","","5.2","","5.0","","4.9","","5.0",""
"49","Russian Federation","5.0","","4.8","","5.0","","4.8","","4.9","","5.1","","5.2","","5.3","","5.3",""
"157","Rwanda","4.6","","9.3","","9.4","","8.5","","8.5","","7.5","","6.9","","6.5","","6.8",""
"73","Saint Kitts and Nevis","4.8","","4.8","","5.8","","5.7","","5.5","","5.3","","5.2","","5.2","","5.7",""
"89","Saint Lucia","5.3","","5.4","","5.7","","5.9","","5.9","","5.8","","5.8","","5.4","","5.3",""
"94","Saint Vincent and the Grenadines","3.7","","3.3","","3.7","","3.6","","3.9","","3.8","","3.7","","3.5","","3.6",""
"111","Samoa","4.4","","4.8","","5.5","","5.4","","4.8","","6.2","","6.2","","5.7","","5.5",""
"..","San Marino","5.1","","4.5","","6.0","","6.7","","7.3","","7.2","","7.1","","6.8","","6.4",""
"137","Sao Tome and Principe","11.5","","11.2","","6.8","","6.8","","6.5","","7.9","","6.7","","5.3","","6.0",""
"36","Saudi Arabia","4.2","","3.4","","3.7","","3.7","","4.0","","4.5","","5.2","","6.0","","5.7",""
"166","Senegal","4.5","","4.6","","4.9","","5.1","","5.2","","5.6","","5.7","","5.6","","5.5",""
"63","Serbia","6.5","","8.7","","10.1","","9.7","","9.9","","9.9","","9.8","","9.4","","9.1",""
"62","Seychelles","4.7","","3.9","","3.6","","3.5","","4.4","","3.5","","3.4","","3.3","","3.9",""
"181","Sierra Leone","11.5","","11.0","","10.9","","13.3","","10.6","","11.6","","19.7","","20.4","","16.5",""
"9","Singapore","3.4","","3.0","","3.2","","3.2","","3.4","","3.7","","3.9","","4.2","","4.5",""
"36","Slovakia","5.3","","6.6","","7.8","","7.4","","7.6","","7.5","","6.9","","6.9","","7.1",""
"24","Slovenia","7.8","","8.0","","8.6","","8.6","","8.8","","8.8","","8.5","","8.5","","8.5",""
"153","Solomon Islands","5.5","","10.1","","7.3","","7.1","","5.6","","5.5","","5.9","","5.2","","5.2",""
"113","South Africa","7.4","","6.7","","7.4","","7.5","","7.8","","7.7","","7.9","","8.2","","8.1",""
"25","Spain","6.8","","7.7","","9.0","","9.1","","9.1","","9.0","","9.0","","9.1","","9.0",""
"71","Sri Lanka","4.2","","4.0","","3.9","","3.7","","3.4","","3.8","","3.6","","3.9","","3.9",""
"168","Sudan","3.6","","4.1","","5.0","","5.7","","5.3","","6.5","","5.5","","6.8","","5.7",""
"98","Suriname","6.3","","6.5","","5.5","","5.4","","5.3","","5.5","","5.6","","6.7","","6.1",""
"8","Sweden","7.4","","8.3","","8.5","","10.7","","10.9","","11.1","","11.1","","11.0","","10.9",""
"2","Switzerland","9.8","","10.8","","10.7","","10.8","","11.1","","11.3","","11.5","","11.9","","12.2",""
"154","Syrian Arab Republic","4.3","","4.1","","3.3","","3.3","","3.6","","..","","..","","..","","..",""
"125","Tajikistan","4.3","","5.2","","5.7","","5.9","","6.0","","6.3","","6.7","","6.9","","7.0",""
"159","Tanzania (United Republic of)","3.5","","6.3","","5.3","","5.4","","5.1","","4.8","","4.2","","3.8","","4.1",""
"77","Thailand","3.1","","3.2","","3.4","","3.6","","3.5","","3.5","","3.7","","3.7","","3.7",""
"131","Timor-Leste","..","","1.3","","1.4","","1.3","","1.2","","1.7","","2.4","","3.5","","4.0",""
"167","Togo","3.3","","3.9","","5.9","","6.0","","6.1","","6.3","","6.4","","6.2","","6.6",""
"105","Tonga","2.9","","4.2","","4.7","","3.9","","5.1","","4.2","","5.1","","4.7","","5.3",""
"63","Trinidad and Tobago","4.3","","4.5","","5.2","","4.8","","4.9","","5.2","","5.3","","6.2","","6.5",""
"91","Tunisia","5.0","","5.4","","5.9","","6.4","","6.6","","6.9","","6.8","","7.0","","7.0",""
"59","Turkey","4.6","","4.9","","5.1","","4.7","","4.5","","4.4","","4.3","","4.1","","4.3",""
"108","Turkmenistan","6.9","","9.6","","5.0","","4.9","","4.8","","5.2","","5.5","","6.3","","6.6",""
"..","Tuvalu","24.2","","11.3","","15.7","","14.1","","14.4","","14.7","","15.4","","14.1","","15.5",""
"159","Uganda","7.6","","11.4","","10.5","","8.9","","7.9","","7.2","","6.7","","6.3","","6.2",""
"88","Ukraine","5.3","","6.1","","7.0","","6.8","","7.1","","7.4","","6.6","","7.0","","6.7",""
"35","United Arab Emirates","2.4","","2.3","","3.9","","3.7","","3.4","","3.6","","3.6","","3.6","","3.5",""
"15","United Kingdom","6.0","","7.2","","8.5","","8.4","","8.3","","9.8","","9.7","","9.8","","9.8",""
"15","United States","12.5","","14.5","","16.4","","16.4","","16.4","","16.3","","16.5","","16.8","","17.1",""
"57","Uruguay","10.0","","8.4","","8.6","","8.6","","8.8","","8.8","","8.8","","9.0","","9.1",""
"108","Uzbekistan","5.4","","5.0","","5.4","","5.3","","6.0","","6.0","","5.7","","6.1","","6.3",""
"141","Vanuatu","3.3","","3.3","","3.4","","3.5","","3.8","","4.2","","3.5","","4.2","","3.7",""
"96","Venezuela (Bolivarian Republic of)","5.0","","4.8","","6.1","","6.4","","5.4","","5.2","","5.8","","5.1","","3.2",""
"118","Viet Nam","4.8","","5.1","","6.0","","5.9","","6.3","","6.3","","5.8","","5.7","","5.7",""
"177","Yemen","4.7","","5.2","","5.2","","4.8","","5.2","","5.0","","4.8","","5.6","","5.6"," a"
"143","Zambia","7.2","","6.9","","3.7","","3.5","","3.9","","4.7","","3.8","","4.4","","4.5",""
"150","Zimbabwe","..","","..","","11.8","","8.0","","6.9","","6.6","","8.7","","9.3","","9.4",""
"4","Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"119","Palestine, State of","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"186","South Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","9.3","","10.2","","11.1","","11.1","","11.2","","11.3","","11.5","","11.9","","12.1",""
" ","High human development","4.9","","5.2","","5.6","","5.6","","5.6","","5.7","","5.8","","5.8","","5.8",""
" ","Medium human development","4.0","","3.9","","3.6","","3.5","","3.6","","3.9","","3.9","","3.9","","3.9",""
" ","Low human development","3.7","","4.7","","4.5","","4.4","","4.3","","4.4","","4.3","","4.6","","4.5",""
" ","Developing Countries","4.8","","4.8","","5.1","","5.1","","5.2","","5.3","","5.3","","5.4","","5.4",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","4.0","","3.5","","4.0","","3.9","","4.0","","4.2","","4.6","","5.0","","4.9",""
" ","East Asia and the Pacific","3.9","","3.8","","4.0","","4.1","","4.3","","4.5","","4.6","","4.7","","4.8",""
" ","Europe and Central Asia","4.9","","5.4","","5.3","","5.0","","5.0","","5.0","","4.9","","4.9","","5.1",""
" ","Latin America and the Caribbean","5.9","","6.7","","7.9","","7.9","","7.9","","8.0","","8.2","","8.6","","8.6",""
" ","South Asia","3.9","","3.9","","3.9","","3.9","","4.0","","4.0","","4.0","","4.0","","4.1",""
" ","Sub-Saharan Africa","5.1","","5.4","","5.3","","5.1","","5.1","","5.0","","4.9","","5.2","","5.1",""
" ","Least Developed Countries","3.5","","4.5","","4.4","","4.2","","4.2","","4.4","","4.4","","4.6","","4.4",""
" ","Small Island Developing States","4.3","","4.4","","4.9","","4.8","","4.7","","5.1","","5.5","","5.9","","6.0",""
" ","Organization for Economic Co-operation and Development","9.3","","10.4","","11.6","","11.7","","11.8","","11.9","","12.0","","12.4","","12.6",""
" ","World","8.6","","9.3","","9.6","","9.5","","9.5","","9.5","","9.6","","9.9","","10.0",""
"a: Refers to 2015."
""
