"Gross domestic product (GDP), total (2011 PPP $ billions)"
"13","Canada","869.1","","945.9","","1151.8","","1307.7","","1384.0","","1427.5","","1452.5","","1486.2","","1528.7","","1539.0","","1555.9","","1602.4","","1632.5",""
"188","Central African Republic","2.8","","2.9","","3.1","","3.4","","4.3","","4.5","","4.7","","3.0","","3.0","","3.2","","3.3","","3.5","","3.6",""
"187","Chad","6.6","","7.3","","8.3","","18.1","","22.9","","22.9","","24.9","","26.4","","28.2","","29.0","","27.1","","26.3","","27.0",""
"42","Chile","119.1","","174.0","","218.5","","274.6","","330.4","","350.6","","369.2","","384.2","","390.9","","399.9","","406.6","","411.8","","428.4",""
"85","China","1727.7","","3080.3","","4659.1","","7434.9","","12705.6","","13919.1","","15013.1","","16179.4","","17360.5","","18559.3","","19809.5","","21148.1","","22543.8",""
"79","Colombia","255.8","","318.5","","333.4","","398.3","","495.5","","532.0","","552.7","","578.0","","605.3","","623.2","","636.2","","644.8","","662.0",""
"156","Comoros","1.1","","1.1","","1.3","","1.5","","1.7","","1.7","","1.8","","1.9","","1.9","","1.9","","2.0","","2.0","","2.1",""
"138","Congo","12.5","","12.8","","14.5","","17.6","","22.8","","23.5","","24.4","","25.3","","27.0","","27.7","","26.9","","26.1","","26.3",""
"179","Congo (Democratic Republic of the)","48.0","","32.9","","27.0","","32.5","","42.6","","45.5","","48.8","","52.9","","57.9","","61.9","","63.4","","65.8","","69.5",""
"68","Costa Rica","24.2","","31.4","","38.8","","46.8","","59.1","","61.6","","64.6","","66.1","","68.4","","70.9","","73.9","","76.4","","78.4",""
"46","Croatia","..","","58.9","","69.7","","86.6","","89.2","","88.9","","86.8","","86.4","","86.3","","88.4","","91.5","","94.2","","96.7",""
"31","Cyprus","13.0","","16.6","","20.4","","24.8","","28.1","","28.2","","27.4","","25.8","","25.5","","26.0","","27.3","","28.5","","29.6",""
"26","Czechia","206.9","","199.0","","217.3","","263.3","","297.0","","302.3","","299.8","","298.4","","306.5","","322.8","","330.7","","345.1","","355.1",""
"165","Côte d'Ivoire","39.2","","42.1","","49.2","","49.2","","54.9","","52.5","","58.1","","63.3","","68.8","","74.9","","80.9","","87.1","","93.6",""
"11","Denmark","173.7","","194.9","","226.1","","241.5","","244.1","","247.4","","247.9","","250.2","","254.3","","260.2","","266.5","","272.5","","276.4",""
"171","Djibouti","..","","..","","..","","..","","..","","2.3","","..","","..","","..","","..","","..","","..","","..",""
"98","Dominica","0.5","","0.5","","0.6","","0.6","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7","","0.7",""
"89","Dominican Republic","39.3","","51.4","","70.2","","83.2","","110.2","","113.6","","116.7","","122.4","","131.8","","141.0","","150.4","","157.2","","168.1",""
"85","Ecuador","76.3","","88.4","","93.3","","118.2","","139.7","","150.7","","159.2","","167.0","","173.4","","173.5","","171.4","","175.5","","177.9",""
"116","Egypt","331.1","","391.6","","516.5","","614.5","","829.2","","843.8","","862.6","","881.5","","907.2","","946.8","","988.0","","1029.3","","1084.0",""
"124","El Salvador","23.8","","30.0","","33.0","","35.6","","38.8","","40.3","","41.5","","42.4","","43.1","","44.1","","45.2","","46.3","","47.5",""
"144","Equatorial Guinea","0.4","","0.9","","6.6","","23.8","","32.1","","34.2","","37.0","","35.5","","35.6","","32.4","","29.5","","28.1","","27.3",""
"182","Eritrea","..","","4.9","","5.7","","6.5","","6.2","","6.8","","..","","..","","..","","..","","..","","..","","..",""
"30","Estonia","..","","16.3","","21.9","","30.9","","30.3","","32.6","","34.0","","34.6","","35.6","","36.3","","37.6","","39.4","","40.9",""
"138","Eswatini (Kingdom of)","4.6","","5.4","","6.2","","7.5","","8.8","","9.0","","9.4","","10.0","","10.2","","10.2","","10.6","","10.8","","10.8",""
"173","Ethiopia","31.4","","32.9","","41.1","","56.2","","94.2","","104.7","","113.8","","125.8","","138.7","","153.1","","167.6","","183.5","","196.0",""
"98","Fiji","4.3","","4.9","","5.4","","6.1","","6.3","","6.5","","6.6","","6.9","","7.3","","7.6","","7.8","","8.2","","8.6",""
"12","Finland","144.1","","141.0","","180.6","","205.2","","213.7","","219.2","","216.1","","214.4","","213.1","","214.2","","220.1","","225.9","","231.2",""
"26","France","1715.9","","1829.5","","2114.0","","2298.1","","2394.0","","2446.5","","2454.1","","2468.3","","2491.9","","2519.6","","2547.2","","2604.8","","2649.7",""
"115","Gabon","18.6","","21.6","","21.9","","23.6","","25.2","","27.0","","28.4","","30.0","","31.3","","32.5","","33.2","","33.3","","33.7",""
"174","Gambia","1.4","","1.5","","1.9","","2.2","","2.8","","2.7","","2.8","","2.9","","2.9","","3.1","","3.1","","3.2","","3.5",""
"70","Georgia","38.3","","10.8","","14.4","","20.5","","26.4","","28.3","","30.1","","31.2","","32.6","","33.5","","34.5","","36.2","","37.9",""
"4","Germany","2485.2","","2748.7","","3022.5","","3109.4","","3306.1","","3427.1","","3444.0","","3460.9","","3536.2","","3597.7","","3678.4","","3757.8","","3811.3",""
"142","Ghana","28.1","","34.6","","42.8","","54.7","","75.0","","85.5","","93.5","","100.3","","103.2","","105.5","","109.1","","118.0","","125.4",""
"32","Greece","210.9","","224.4","","268.4","","324.8","","319.5","","290.3","","269.1","","260.4","","262.3","","261.2","","260.7","","264.6","","269.7",""
"78","Grenada","0.7","","0.7","","1.0","","1.2","","1.2","","1.2","","1.2","","1.2","","1.3","","1.4","","1.4","","1.5","","1.6",""
"126","Guatemala","47.3","","58.3","","70.7","","82.1","","98.2","","102.3","","105.4","","109.3","","113.8","","118.5","","122.2","","125.6","","129.5",""
"174","Guinea","8.5","","10.3","","12.5","","14.6","","17.0","","17.9","","19.0","","19.7","","20.5","","21.3","","23.6","","26.7","","29.0",""
"178","Guinea-Bissau","1.6","","1.9","","1.7","","1.8","","2.2","","2.4","","2.3","","2.4","","2.4","","2.6","","2.7","","2.9","","3.0",""
"123","Guyana","2.1","","3.0","","3.4","","3.5","","4.4","","4.6","","4.8","","5.1","","5.3","","5.4","","5.6","","5.7","","5.9",""
"169","Haiti","14.9","","13.1","","14.9","","14.5","","15.0","","15.8","","16.3","","17.0","","17.5","","17.7","","17.9","","18.2","","18.4",""
"132","Honduras","15.9","","18.5","","21.7","","27.3","","32.5","","33.8","","35.2","","36.2","","37.3","","38.7","","40.2","","42.1","","43.7",""
"4","Hong Kong, China (SAR)","153.9","","199.2","","226.7","","278.8","","337.9","","354.2","","360.2","","371.4","","381.6","","390.8","","399.3","","414.6","","427.1",""
"43","Hungary","..","","158.3","","183.4","","226.6","","224.1","","227.8","","224.1","","228.7","","238.4","","246.8","","252.5","","262.9","","275.9",""
"6","Iceland","7.7","","7.8","","9.8","","12.1","","12.8","","13.0","","13.2","","13.7","","14.0","","14.6","","15.7","","16.4","","17.2",""
"129","India","1664.2","","2132.2","","2863.6","","3914.5","","5494.1","","5782.0","","6097.5","","6486.9","","6967.6","","7524.8","","8139.5","","8722.9","","9332.0",""
"111","Indonesia","839.2","","1184.3","","1228.2","","1547.2","","2045.3","","2171.5","","2302.5","","2430.4","","2552.1","","2676.5","","2811.3","","2953.7","","3106.5",""
"65","Iran (Islamic Republic of)","640.6","","753.5","","868.7","","1099.7","","1338.0","","1373.4","","1271.1","","1268.6","","1327.0","","1309.5","","1484.9","","1540.7","","1540.7"," a"
"120","Iraq","201.3","","132.6","","287.0","","294.3","","391.2","","420.8","","479.4","","515.8","","519.4","","532.3","","604.5","","594.4","","598.2",""
"3","Ireland","76.1","","95.5","","149.9","","193.8","","198.4","","205.8","","206.2","","208.9","","227.3","","284.4","","298.6","","320.2","","341.5",""
"22","Israel","96.6","","133.7","","168.5","","184.4","","226.2","","237.4","","242.4","","252.5","","262.3","","269.0","","279.8","","289.5","","299.0",""
"29","Italy","1766.3","","1884.5","","2080.4","","2179.9","","2145.9","","2158.3","","2097.4","","2061.2","","2063.5","","2082.6","","2105.9","","2141.4","","2159.8",""
"96","Jamaica","17.7","","21.4","","21.1","","23.1","","22.5","","22.9","","22.8","","22.9","","23.1","","23.3","","23.6","","23.8","","24.3",""
"19","Japan","3778.1","","4067.4","","4296.4","","4556.1","","4578.5","","4573.2","","4641.6","","4734.4","","4752.1","","4810.3","","4839.6","","4932.9","","4971.8",""
"102","Jordan","22.4","","31.6","","37.0","","50.4","","68.2","","69.9","","71.8","","73.8","","76.1","","77.9","","79.5","","81.2","","82.7",""
"50","Kazakhstan","213.3","","131.0","","148.1","","242.6","","328.0","","352.3","","369.2","","391.3","","407.8","","412.7","","417.2","","434.3","","452.1",""
"147","Kenya","55.7","","60.3","","67.1","","80.2","","102.4","","108.6","","113.6","","120.3","","126.7","","134.0","","141.8","","148.7","","158.1",""
"132","Kiribati","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"22","Korea (Republic of)","498.7","","747.0","","975.7","","1229.5","","1504.1","","1559.4","","1595.2","","1641.4","","1696.2","","1743.6","","1794.6","","1849.6","","1899.0",""
"57","Kuwait","..","","130.5","","143.4","","212.8","","225.5","","247.2","","263.6","","266.6","","267.9","","269.5","","277.4","","267.7","","271.1",""
"122","Kyrgyzstan","15.3","","7.7","","10.2","","12.2","","15.2","","16.1","","16.1","","17.8","","18.5","","19.3","","20.1","","21.0","","21.8",""
"140","Lao People's Democratic Republic","7.3","","9.8","","13.2","","17.9","","26.4","","28.5","","30.8","","33.2","","35.8","","38.4","","41.0","","43.9","","46.7",""
"39","Latvia","..","","20.6","","26.5","","39.2","","38.3","","40.7","","42.4","","43.4","","44.2","","45.5","","46.5","","48.6","","50.9",""
"93","Lebanon","15.7","","34.7","","40.8","","49.4","","71.4","","72.0","","74.0","","75.9","","77.3","","77.7","","78.9","","79.3","","79.5",""
"164","Lesotho","2.2","","2.9","","3.3","","3.8","","4.8","","5.2","","5.5","","5.6","","5.7","","5.9","","6.1","","6.0","","6.0",""
"176","Liberia","..","","..","","3.8","","3.0","","4.3","","4.6","","5.0","","5.4","","5.5","","5.5","","5.4","","5.5","","5.6",""
"110","Libya","..","","..","","117.4","","150.9","","182.8","","69.3","","154.7","","133.6","","101.6","","92.6","","90.0","","114.0","","122.9",""
"34","Lithuania","..","","34.0","","42.7","","61.6","","65.3","","69.2","","71.9","","74.4","","77.0","","78.6","","80.4","","83.7","","86.7",""
"21","Luxembourg","22.0","","26.7","","35.6","","41.2","","46.5","","47.7","","47.5","","49.3","","51.4","","53.4","","54.7","","55.5","","57.0",""
"162","Madagascar","19.2","","18.9","","22.8","","25.5","","29.3","","29.7","","30.6","","31.3","","32.4","","33.4","","34.8","","36.3","","38.1",""
"172","Malawi","7.0","","8.1","","9.9","","11.0","","15.7","","16.4","","16.7","","17.6","","18.6","","19.1","","19.6","","20.4","","21.1",""
"61","Malaysia","190.3","","299.3","","378.2","","476.7","","593.4","","624.8","","659.0","","689.9","","731.4","","768.6","","801.1","","848.3","","888.4",""
"104","Maldives","..","","2.0","","2.7","","3.0","","4.4","","4.8","","4.9","","5.2","","5.6","","5.8","","6.2","","6.6","","7.0",""
"184","Mali","10.8","","12.6","","16.0","","22.5","","28.2","","29.1","","28.9","","29.6","","31.6","","33.5","","35.5","","37.4","","39.2",""
"28","Malta","5.7","","7.5","","9.6","","10.6","","11.7","","11.9","","12.2","","12.8","","13.9","","15.3","","16.2","","17.3","","18.4",""
"117","Marshall Islands","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"161","Mauritania","5.7","","6.7","","7.5","","9.3","","12.0","","12.5","","13.3","","14.1","","14.9","","15.1","","15.4","","15.8","","16.4",""
"66","Mauritius","8.0","","10.2","","13.4","","15.8","","19.9","","20.7","","21.5","","22.2","","23.0","","23.8","","24.8","","25.7","","26.7",""
"76","Mexico","1139.9","","1233.1","","1595.3","","1712.9","","1843.8","","1911.3","","1980.9","","2007.8","","2064.1","","2131.9","","2194.2","","2239.6","","2284.3",""
"135","Micronesia (Federated States of)","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.3","","0.3","","0.3","","0.3","","0.3","","0.4","","0.4",""
"107","Moldova (Republic of)","..","","11.6","","10.2","","14.4","","16.9","","17.8","","17.7","","19.3","","20.3","","20.2","","21.1","","22.1","","23.0",""
"92","Mongolia","11.2","","9.8","","11.2","","15.3","","20.9","","24.5","","27.5","","30.8","","33.2","","34.0","","34.4","","36.2","","38.7",""
"52","Montenegro","..","","..","","6.3","","7.2","","8.7","","9.0","","8.7","","9.0","","9.2","","9.5","","9.8","","10.3","","10.8",""
"121","Morocco","98.2","","107.0","","130.8","","166.0","","211.9","","223.0","","229.7","","240.2","","246.6","","257.8","","260.7","","271.3","","279.3",""
"180","Mozambique","5.0","","5.9","","10.1","","15.5","","22.2","","23.8","","25.5","","27.3","","29.4","","31.3","","32.5","","33.7","","34.8",""
"145","Myanmar","30.2","","40.1","","60.2","","110.3","","186.6","","197.1","","211.5","","229.4","","247.7","","265.0","","280.5","","299.5","","318.1",""
"130","Namibia","8.2","","9.9","","11.7","","14.9","","18.4","","19.3","","20.3","","21.4","","22.8","","24.2","","24.5","","24.3","","24.2",""
"..","Nauru","..","","..","","..","","..","","0.1","","0.1","","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2",""
"147","Nepal","22.5","","28.9","","36.6","","43.2","","53.7","","55.5","","58.2","","60.6","","64.2","","66.3","","66.7","","72.0","","76.5",""
"10","Netherlands","483.0","","541.0","","669.1","","715.3","","766.0","","777.9","","769.9","","768.9","","779.8","","795.1","","812.5","","835.8","","858.2",""
"14","New Zealand","80.0","","93.7","","108.4","","132.0","","140.2","","143.5","","146.7","","150.5","","156.1","","161.7","","167.6","","172.8","","177.6",""
"126","Nicaragua","12.4","","13.6","","17.3","","20.2","","23.1","","24.6","","26.2","","27.5","","28.8","","30.2","","31.5","","33.0","","31.7",""
"189","Niger","7.2","","7.4","","8.6","","10.4","","13.4","","13.7","","15.3","","16.1","","17.3","","18.1","","19.0","","19.9","","20.9",""
"158","Nigeria","320.0","","323.0","","375.3","","572.3","","806.1","","848.8","","884.7","","943.8","","1003.3","","1029.9","","1013.3","","1021.4","","1041.2",""
"82","North Macedonia","19.2","","15.2","","17.5","","19.3","","23.5","","24.1","","24.0","","24.7","","25.6","","26.5","","27.3","","27.4","","28.1",""
"1","Norway","181.6","","218.2","","260.7","","290.6","","304.8","","307.8","","316.2","","319.5","","325.8","","332.2","","336.2","","342.8","","347.8",""
"47","Oman","63.5","","84.5","","99.7","","104.1","","137.9","","136.4","","149.1","","155.6","","159.9","","167.5","","175.8","","174.2","","177.9",""
"152","Pakistan","329.0","","412.4","","484.1","","617.7","","730.6","","750.7","","777.0","","811.2","","849.1","","889.3","","938.4","","991.9","","1045.8",""
"55","Palau","..","","..","","0.2","","0.3","","0.2","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"119","Palestine, State of","..","","8.2","","10.8","","11.9","","15.2","","17.1","","18.2","","18.6","","18.6","","19.2","","20.1","","20.7","","20.9",""
"67","Panama","19.4","","25.4","","32.2","","39.8","","56.9","","63.4","","69.6","","74.4","","78.2","","82.6","","86.7","","91.3","","94.7",""
"155","Papua New Guinea","10.2","","15.5","","15.3","","17.0","","22.7","","22.9","","24.0","","24.9","","28.3","","31.0","","32.2","","32.7","","32.9",""
"98","Paraguay","33.5","","41.6","","42.5","","46.7","","60.9","","63.4","","63.1","","68.4","","71.7","","74.0","","77.1","","81.0","","83.9",""
"82","Peru","116.0","","149.7","","170.1","","209.7","","292.5","","311.0","","330.1","","349.4","","357.7","","369.3","","384.0","","393.6","","409.3",""
"106","Philippines","248.4","","276.5","","329.4","","412.3","","524.6","","543.8","","580.1","","621.1","","659.3","","699.3","","747.4","","797.3","","847.1",""
"32","Poland","391.6","","436.1","","563.6","","656.2","","828.2","","869.8","","883.8","","896.1","","925.8","","961.3","","990.8","","1038.5","","1091.9",""
"40","Portugal","201.3","","219.1","","267.5","","279.3","","288.0","","282.7","","271.3","","268.3","","270.7","","275.6","","280.9","","288.8","","295.0",""
"41","Qatar","..","","..","","64.2","","95.0","","222.7","","252.5","","264.3","","276.0","","287.0","","297.5","","303.8","","308.6","","313.0",""
"52","Romania","265.6","","236.5","","233.8","","307.6","","353.7","","360.8","","368.3","","381.2","","394.2","","409.5","","429.2","","459.2","","478.0",""
"49","Russian Federation","3094.5","","1922.3","","2079.3","","2800.3","","3332.1","","3475.4","","3604.0","","3668.8","","3694.5","","3609.3","","3621.2","","3680.2","","3763.2",""
"157","Rwanda","6.3","","4.0","","6.4","","9.4","","14.0","","15.1","","16.4","","17.2","","18.5","","20.2","","21.4","","22.7","","24.6",""
"73","Saint Kitts and Nevis","0.6","","0.8","","1.0","","1.2","","1.2","","1.2","","1.2","","1.3","","1.4","","1.4","","1.4","","1.4","","1.5",""
"89","Saint Lucia","1.3","","1.5","","1.7","","1.8","","2.0","","2.1","","2.1","","2.1","","2.1","","2.1","","2.2","","2.2","","2.2",""
"94","Saint Vincent and the Grenadines","0.6","","0.7","","0.8","","1.0","","1.1","","1.1","","1.1","","1.1","","1.1","","1.1","","1.2","","1.2","","1.2",""
"111","Samoa","0.6","","0.6","","0.8","","1.0","","1.0","","1.1","","1.1","","1.0","","1.1","","1.1","","1.2","","1.2","","1.2",""
"..","San Marino","..","","..","","2.1","","2.4","","2.3","","2.1","","1.9","","1.9","","1.8","","1.9","","1.9","","1.9","","1.9"," a"
"137","Sao Tome and Principe","..","","..","","..","","0.3","","0.5","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6",""
"36","Saudi Arabia","693.2","","824.0","","894.3","","1088.6","","1245.7","","1370.2","","1444.4","","1483.4","","1537.6","","1600.7","","1627.4","","1615.4","","1651.1",""
"166","Senegal","17.5","","19.4","","23.7","","29.7","","35.2","","35.7","","37.5","","38.6","","41.1","","43.8","","46.5","","49.8","","53.2",""
"63","Serbia","..","","56.0","","59.7","","80.6","","97.5","","99.4","","98.8","","101.6","","100.0","","101.8","","105.2","","107.3","","112.0",""
"62","Seychelles","1.0","","1.1","","1.5","","1.5","","1.8","","2.0","","2.0","","2.1","","2.2","","2.3","","2.4","","2.5","","2.6",""
"181","Sierra Leone","5.4","","4.1","","4.2","","6.0","","7.8","","8.2","","9.5","","11.5","","12.0","","9.5","","10.1","","10.5","","10.9",""
"9","Singapore","106.4","","160.7","","210.9","","267.2","","370.9","","394.1","","411.7","","431.5","","448.3","","461.3","","475.0","","492.5","","508.0",""
"36","Slovakia","..","","70.7","","84.1","","107.6","","135.6","","139.5","","141.8","","143.9","","147.8","","154.0","","158.8","","163.9","","170.6",""
"24","Slovenia","37.8","","36.7","","45.2","","53.9","","58.8","","59.1","","57.6","","56.9","","58.6","","59.9","","61.8","","64.8","","67.7",""
"153","Solomon Islands","0.6","","0.9","","0.8","","0.8","","1.0","","1.1","","1.2","","1.2","","1.2","","1.3","","1.3","","1.4","","1.4",""
"113","South Africa","364.3","","380.1","","436.2","","526.4","","613.2","","633.4","","647.4","","663.5","","675.7","","684.4","","688.2","","697.3","","701.6",""
"186","South Sudan","..","","..","","..","","..","","38.2","","36.4","","19.6","","22.2","","22.9","","20.5","","18.2","","18.2"," b","18.2"," b"
"25","Spain","923.4","","995.1","","1215.7","","1436.3","","1514.1","","1499.0","","1455.1","","1430.3","","1450.0","","1502.8","","1550.5","","1596.7","","1637.9",""
"71","Sri Lanka","62.6","","81.4","","104.1","","126.4","","172.3","","186.8","","203.8","","210.8","","221.2","","232.3","","242.7","","251.0","","259.1",""
"168","Sudan","45.2","","58.0","","77.6","","105.9","","149.6","","146.7","","147.5","","153.9","","158.1","","165.8","","173.6","","181.0","","176.8",""
"98","Suriname","4.2","","4.2","","4.6","","6.0","","7.5","","7.9","","8.1","","8.4","","8.4","","8.1","","7.7","","7.8","","7.9",""
"8","Sweden","265.1","","274.7","","327.4","","372.6","","403.2","","414.0","","412.7","","417.8","","428.7","","447.8","","459.8","","469.5","","480.6",""
"2","Switzerland","323.6","","325.7","","364.8","","392.5","","437.1","","444.5","","449.0","","457.3","","468.5","","474.8","","482.4","","490.2","","502.6",""
"125","Tajikistan","19.3","","7.4","","7.4","","11.7","","16.1","","17.3","","18.6","","20.0","","21.3","","22.6","","24.1","","26.0","","27.9",""
"159","Tanzania (United Republic of)","37.9","","41.4","","50.9","","71.3","","95.9","","103.3","","108.0","","115.3","","123.0","","130.6","","139.6","","149.1","","156.8",""
"77","Thailand","376.3","","558.1","","578.5","","754.1","","906.4","","914.0","","980.2","","1006.6","","1016.5","","1048.3","","1083.5","","1127.1","","1173.7",""
"131","Timor-Leste","..","","..","","2.9","","6.5","","9.8","","11.0","","11.5","","10.2","","7.6","","9.2","","9.2","","8.4","","8.6",""
"167","Togo","4.9","","4.9","","6.1","","6.4","","8.0","","8.5","","9.0","","9.6","","10.2","","10.7","","11.3","","11.8","","12.3",""
"105","Tonga","0.3","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6",""
"63","Trinidad and Tobago","13.3","","16.2","","23.2","","34.3","","41.5","","41.4","","41.9","","42.8","","42.4","","43.1","","40.3","","39.5","","39.8",""
"91","Tunisia","46.2","","55.9","","73.5","","88.9","","111.0","","108.9","","113.3","","116.5","","120.0","","121.4","","123.0","","125.2","","128.3",""
"59","Turkey","614.7","","720.0","","876.6","","1107.5","","1298.9","","1443.3","","1512.4","","1640.9","","1725.6","","1830.7","","1888.9","","2029.5","","2081.6",""
"108","Turkmenistan","30.6","","19.4","","24.1","","30.9","","50.6","","58.0","","64.5","","71.0","","78.3","","83.4","","88.6","","94.4","","100.2",""
"..","Tuvalu","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"159","Uganda","13.4","","18.8","","25.2","","34.9","","51.4","","56.2","","58.4","","60.5","","63.6","","66.9","","70.1","","72.8","","77.2",""
"88","Ukraine","543.0","","260.6","","235.9","","342.9","","358.9","","378.5","","379.4","","379.3","","354.5","","319.8","","327.6","","335.7","","346.9",""
"35","United Arab Emirates","205.4","","247.3","","323.8","","420.4","","473.4","","506.2","","528.9","","555.6","","580.0","","609.4","","627.6","","632.6","","641.6",""
"15","United Kingdom","1527.1","","1654.5","","1952.4","","2245.2","","2291.5","","2329.2","","2362.9","","2411.3","","2482.3","","2540.7","","2586.1","","2633.3","","2670.1",""
"15","United States","9189.3","","10430.3","","12883.9","","14631.9","","15305.2","","15542.6","","15892.2","","16185.0","","16581.8","","17059.5","","17326.9","","17711.0","","18217.0",""
"57","Uruguay","30.6","","37.1","","42.8","","43.2","","57.6","","60.6","","62.8","","65.7","","67.8","","68.1","","69.2","","71.0","","72.1",""
"108","Uzbekistan","63.4","","51.4","","62.1","","80.6","","121.1","","131.1","","141.9","","153.3","","164.3","","176.5","","187.3","","195.6","","205.7",""
