"Rural population with access to electricity (%)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"170","Afghanistan","..","","..","","..","","8.0","","30.2","","29.6","","60.8","","62.9","","86.5","","64.6","","97.1","","97.1",""
"69","Albania","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"82","Algeria","..","","..","","..","","..","","97.4","","97.8","","97.7","","98.9","","99.7","","99.8","","100.0","","100.0",""
"36","Andorra","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"149","Angola","..","","..","","..","","0.5","","0.0","","0.0","","0.0","","0.0","","0.0","","3.8","","0.0","","0.0",""
"74","Antigua and Barbuda","..","","..","","..","","100.0","","98.0","","92.7","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"48","Argentina","..","","..","","..","","95.0","","89.8","","93.5","","96.0","","95.5","","100.0","","98.2","","99.7","","100.0",""
"81","Armenia","..","","..","","98.5","","99.6","","100.0","","99.9","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"6","Australia","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"20","Austria","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"87","Azerbaijan","..","","..","","98.1","","99.0","","99.9","","99.9","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"60","Bahamas","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"45","Bahrain","..","","..","","..","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"135","Bangladesh","..","","5.5","","16.7","","30.2","","39.9","","45.6","","49.8","","48.6","","48.1","","62.4","","66.0","","81.3",""
"56","Barbados","..","","..","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"50","Belarus","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"17","Belgium","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"103","Belize","..","","55.1","","65.7","","75.1","","84.1","","87.9","","87.8","","89.9","","92.0","","87.6","","96.2","","98.3",""
"163","Benin","..","","..","","5.2","","9.2","","10.6","","13.6","","14.6","","14.1","","16.2","","15.7","","16.4","","17.2",""
"134","Bhutan","..","","..","","8.8","","43.2","","59.4","","71.9","","86.9","","80.4","","86.7","","93.1","","99.7","","96.8",""
"114","Bolivia (Plurinational State of)","12.4","","19.9","","28.2","","29.5","","66.5","","66.6","","72.2","","68.5","","70.3","","74.3","","74.9","","74.8",""
"75","Bosnia and Herzegovina","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"94","Botswana","..","","7.6","","14.4","","20.9","","26.9","","25.2","","23.1","","22.7","","23.2","","23.6","","24.0","","24.3",""
"79","Brazil","58.9","","67.9","","74.4","","84.8","","94.1","","96.2","","97.2","","97.5","","97.9","","98.2","","98.5","","100.0",""
"43","Brunei Darussalam","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"52","Bulgaria","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0","","100.0",""
"182","Burkina Faso","..","","0.7","","2.3","","2.7","","1.5","","2.8","","3.3","","4.6","","4.9","","7.2","","8.4","","9.6",""
"185","Burundi","..","","..","","..","","..","","0.1","","0.5","","0.0","","0.9","","1.0","","1.7","","2.2","","1.7",""
"126","Cabo Verde","..","","..","","..","","42.5","","65.7","","62.5","","67.1","","71.4","","75.8","","80.4","","85.1","","90.0",""
"146","Cambodia","..","","..","","6.6","","9.5","","15.8","","36.3","","40.0","","43.9","","44.7","","60.7","","70.3","","86.1",""
"150","Cameroon","..","","9.2","","9.2","","15.2","","16.6","","16.8","","17.9","","18.6","","18.8","","19.9","","20.6","","21.3",""
