"Private capital flows (% of GDP)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018",""
"170","Afghanistan","..","","..","","..","","..","","-1.1","","0.2","","-0.2","","0.1","","0.0","","-0.4","","-0.1","","-0.5","","..",""
"69","Albania","..","","..","","-3.4","","-3.1","","-11.4","","-7.3","","-6.4","","-8.4","","-6.9","","-10.2","","-6.7","","-9.4","","-8.6",""
"82","Algeria","..","","..","","..","","..","","-2.2","","-1.0","","..","","..","","..","","..","","..","","..","","..",""
"149","Angola","..","","..","","..","","7.5","","5.8","","4.6","","1.5","","6.1","","-1.2","","-9.7","","0.4","","7.2","","2.0",""
"74","Antigua and Barbuda","..","","-5.4","","-5.5","","-22.6","","-7.7","","-6.6","","-11.2","","-11.7","","-2.9","","-4.7","","-3.5","","-4.6","","..",""
"48","Argentina","-0.4","","-2.5","","-2.4","","-1.8","","-3.2","","-1.8","","-2.6","","-1.7","","-0.2","","-1.9","","-6.6","","-7.2","","-3.3",""
"81","Armenia","..","","..","","-4.5","","-5.8","","-5.8","","-4.2","","-4.5","","-9.1","","-3.0","","-3.8","","-2.9","","-1.2","","-1.9",""
"6","Australia","-5.0","","-5.9","","-3.6","","-5.8","","-7.5","","-6.2","","-4.2","","-7.0","","-4.3","","-5.1","","-1.5","","-3.6","","-3.2",""
"20","Austria","..","","..","","..","","4.3","","4.5","","-1.7","","1.4","","1.8","","3.2","","5.6","","7.2","","5.0","","-1.1",""
"87","Azerbaijan","..","","-10.8","","..","","-3.7","","-0.4","","-0.9","","-1.6","","-2.5","","-5.0","","-3.6","","-6.4","","-7.3","","3.4",""
"60","Bahamas","..","","..","","..","","..","","-8.4","","-6.2","","-4.6","","-3.1","","-2.1","","-0.5","","-0.4","","-4.8","","..",""
"45","Bahrain","-11.6","","-5.7","","-6.0","","29.4","","-17.8","","-19.0","","2.9","","-4.0","","3.6","","-10.4","","9.2","","9.9","","..",""
"135","Bangladesh","-0.0","","0.0","","-0.5","","-1.1","","-0.7","","0.2","","-1.0","","-1.5","","-2.0","","-1.5","","-1.1","","-0.7","","..",""
"56","Barbados","0.8","","-2.0","","-2.9","","-6.7","","-9.4","","-11.1","","-5.7","","0.9","","..","","..","","..","","..","","..",""
"50","Belarus","..","","..","","-1.3","","-0.9","","-4.3","","-7.7","","-1.7","","-2.5","","-2.2","","-1.1","","-3.7","","-4.5","","-1.4",""
"17","Belgium","..","","..","","..","","11.2","","-5.4","","-1.7","","-7.2","","-6.7","","-1.8","","-1.0","","-3.9","","8.6","","-0.4",""
"103","Belize","..","","-4.0","","-16.4","","-12.9","","-6.3","","-5.5","","-12.1","","-4.7","","-8.2","","-3.3","","-1.7","","-1.4","","-6.2",""
"163","Benin","-2.9","","2.3","","-2.3","","-1.5","","-1.0","","1.4","","-0.8","","-1.6","","-3.2","","0.8","","-1.3","","-4.2","","..",""
"114","Bolivia (Plurinational State of)","..","","..","","-9.4","","4.1","","-3.8","","-4.2","","-2.6","","-4.3","","0.1","","0.2","","2.0","","-4.3","","-2.8",""
