"Foreign direct investment, net inflows (% of GDP)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018",""
"170","Afghanistan","..","","..","","..","","4.4","","1.2","","0.3","","0.3","","0.2","","0.2","","0.8","","0.5","","0.3","","..",""
"69","Albania","..","","2.9","","4.1","","3.3","","9.1","","8.1","","7.5","","9.8","","8.7","","8.7","","8.8","","7.8","","8.0",""
"82","Algeria","0.0","","..","","0.5","","1.1","","1.4","","1.3","","0.7","","0.8","","0.7","","-0.3","","1.0","","0.7","","..",""
"149","Angola","-3.0","","8.5","","9.6","","-3.5","","-3.9","","-2.7","","-1.1","","-5.2","","2.5","","8.6","","-0.2","","-6.1","","-5.4",""
"74","Antigua and Barbuda","13.2","","5.5","","5.2","","21.6","","8.4","","5.7","","10.7","","11.3","","3.6","","7.9","","5.5","","7.5","","..",""
"48","Argentina","1.3","","2.2","","3.7","","2.6","","2.7","","2.0","","2.8","","1.8","","1.0","","2.0","","0.6","","1.8","","2.3",""
"81","Armenia","..","","1.7","","5.5","","6.0","","5.7","","6.4","","4.7","","3.1","","3.5","","1.7","","3.2","","2.2","","2.0",""
"6","Australia","2.6","","3.3","","3.6","","-3.6","","3.1","","4.7","","3.7","","3.4","","4.3","","3.3","","3.2","","3.3","","4.1",""
"20","Austria","0.4","","0.8","","4.3","","25.7","","-5.6","","5.3","","1.3","","0.1","","0.4","","-2.1","","-7.3","","3.7","","2.5",""
"87","Azerbaijan","..","","10.8","","2.5","","33.8","","6.3","","6.8","","7.6","","3.5","","5.9","","7.6","","11.9","","7.0","","3.0",""
"60","Bahamas","-0.5","","3.1","","3.1","","5.7","","8.6","","6.6","","4.9","","3.6","","2.3","","0.6","","0.6","","4.9","","..",""
"45","Bahrain","-4.3","","7.4","","4.0","","6.6","","0.6","","2.7","","5.0","","11.5","","4.5","","0.2","","0.8","","1.5","","..",""
