"Research and development expenditure (% of GDP)"
"HDI Rank (2018)","Country","1996","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"82","Algeria","..","","..","","0.1","","..","","..","","..","","..","","..","","..","","..","","0.5",""
"48","Argentina","0.4","","0.4","","0.4","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.5","","..",""
"81","Armenia","..","","0.2","","0.3","","0.2","","0.3","","0.2","","0.2","","0.2","","0.3","","0.2","","0.2",""
"6","Australia","1.7","","1.6","","..","","2.4","","2.2","","..","","2.2","","..","","1.9","","..","","..",""
"20","Austria","1.6","","1.9","","2.4","","2.7","","2.7","","2.9","","3.0","","3.1","","3.0","","3.1","","..",""
"87","Azerbaijan","0.2","","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"45","Bahrain","..","","..","","..","","..","","..","","..","","..","","0.1","","..","","..","","..",""
"50","Belarus","1.0","","0.7","","0.7","","0.7","","0.7","","0.6","","0.7","","0.5","","0.5","","0.5","","0.6",""
"17","Belgium","1.7","","1.9","","1.8","","2.1","","2.2","","2.3","","2.3","","2.4","","2.5","","2.5","","..",""
"114","Bolivia (Plurinational State of)","0.3","","0.3","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"75","Bosnia and Herzegovina","..","","..","","0.0","","..","","..","","0.3","","0.3","","0.3","","0.2","","0.2","","0.2",""
"94","Botswana","..","","..","","0.5","","..","","..","","0.3","","0.5","","..","","..","","..","","..",""
"79","Brazil","..","","1.0","","1.0","","1.2","","1.1","","1.1","","1.2","","1.3","","1.3","","1.3","","..",""
"52","Bulgaria","0.5","","0.5","","0.4","","0.6","","0.5","","0.6","","0.6","","0.8","","1.0","","0.8","","..",""
"182","Burkina Faso","0.2","","..","","0.2","","..","","..","","..","","..","","0.2","","..","","..","","..",""
"185","Burundi","..","","..","","..","","0.1","","0.1","","..","","..","","..","","..","","..","","..",""
"126","Cabo Verde","..","","..","","..","","..","","0.1","","..","","..","","..","","..","","..","","..",""
"146","Cambodia","..","","..","","..","","..","","..","","..","","..","","..","","0.1","","..","","..",""
"13","Canada","1.6","","1.9","","2.0","","1.8","","1.8","","1.8","","1.7","","1.7","","1.6","","1.6","","1.5",""
"187","Chad","..","","..","","..","","..","","..","","..","","..","","..","","..","","0.3","","..",""
"42","Chile","..","","..","","..","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","..",""
"85","China","0.6","","0.9","","1.3","","1.7","","1.8","","1.9","","2.0","","2.0","","2.1","","2.1","","..",""
"79","Colombia","0.3","","0.1","","0.1","","0.2","","0.2","","0.2","","0.3","","0.3","","0.3","","0.3","","0.2",""
"179","Congo (Democratic Republic of the)","..","","..","","0.1","","..","","..","","..","","..","","..","","..","","..","","..",""
"68","Costa Rica","0.3","","0.4","","..","","0.5","","0.5","","0.6","","0.6","","0.6","","0.5","","0.5","","..",""
"46","Croatia","..","","1.0","","0.9","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","..",""
"72","Cuba","0.3","","0.5","","0.5","","0.6","","0.3","","0.4","","0.5","","0.4","","0.4","","0.3","","..",""
"31","Cyprus","..","","0.2","","0.4","","0.4","","0.5","","0.4","","0.5","","0.5","","0.5","","0.5","","..",""
"26","Czechia","0.9","","1.1","","1.2","","1.3","","1.6","","1.8","","1.9","","2.0","","1.9","","1.7","","..",""
"11","Denmark","1.8","","..","","2.4","","2.9","","2.9","","3.0","","3.0","","2.9","","3.0","","2.9","","..",""
"85","Ecuador","0.1","","..","","..","","0.4","","0.3","","0.3","","0.4","","0.4","","..","","..","","..",""
"116","Egypt","0.2","","0.2","","0.2","","0.4","","0.5","","0.5","","0.6","","0.6","","0.7","","0.7","","0.6",""
"124","El Salvador","..","","..","","..","","0.1","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","..",""
"30","Estonia","..","","0.6","","0.9","","1.6","","2.3","","2.1","","1.7","","1.5","","1.5","","1.3","","..",""
"138","Eswatini (Kingdom of)","..","","..","","..","","..","","..","","..","","..","","..","","0.3","","..","","..",""
"173","Ethiopia","..","","..","","0.2","","0.2","","..","","..","","0.6","","..","","..","","..","","..",""
"12","Finland","2.5","","3.2","","3.3","","3.7","","3.6","","3.4","","3.3","","3.2","","2.9","","2.7","","..",""
"26","France","2.2","","2.1","","2.1","","2.2","","2.2","","2.2","","2.2","","2.3","","2.3","","2.2","","..",""
"174","Gambia","..","","..","","..","","..","","0.1","","..","","..","","..","","..","","..","","..",""
"70","Georgia","0.3","","0.2","","0.2","","..","","..","","..","","0.1","","0.2","","0.3","","0.3","","..",""
"4","Germany","2.1","","2.4","","2.4","","2.7","","2.8","","2.9","","2.8","","2.9","","2.9","","2.9","","..",""
"142","Ghana","..","","..","","..","","0.4","","..","","..","","..","","..","","..","","..","","..",""
"32","Greece","..","","..","","0.6","","0.6","","0.7","","0.7","","0.8","","0.8","","1.0","","1.0","","..",""
"126","Guatemala","..","","..","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","..","","..",""
"132","Honduras","..","","0.0","","..","","..","","..","","..","","..","","..","","0.0","","..","","..",""
"4","Hong Kong, China (SAR)","..","","0.5","","0.8","","0.7","","0.7","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8",""
"43","Hungary","0.6","","0.8","","0.9","","1.1","","1.2","","1.3","","1.4","","1.4","","1.4","","1.2","","..",""
"6","Iceland","..","","2.6","","2.7","","..","","2.5","","..","","1.8","","2.0","","2.2","","2.1","","..",""
"129","India","0.6","","0.8","","0.8","","0.8","","0.8","","..","","..","","..","","0.6","","..","","..",""
"111","Indonesia","..","","0.1","","..","","..","","..","","..","","0.1","","..","","..","","..","","..",""
"65","Iran (Islamic Republic of)","..","","..","","0.6","","0.3","","..","","0.3","","0.3","","..","","..","","..","","..",""
"120","Iraq","..","","..","","..","","0.0","","0.0","","..","","..","","0.0","","0.0","","0.0","","0.0",""
"3","Ireland","1.3","","1.1","","1.2","","1.6","","1.6","","1.6","","1.6","","1.5","","1.2","","1.2","","..",""
"22","Israel","2.6","","3.9","","4.0","","3.9","","4.0","","4.2","","4.2","","4.2","","4.3","","4.3","","..",""
"29","Italy","0.9","","1.0","","1.0","","1.2","","1.2","","1.3","","1.3","","1.3","","1.3","","1.3","","..",""
"19","Japan","2.7","","2.9","","3.2","","3.1","","3.2","","3.2","","3.3","","3.4","","3.3","","3.1","","..",""
"102","Jordan","..","","..","","..","","..","","..","","..","","..","","..","","..","","0.3","","..",""
"50","Kazakhstan","..","","0.2","","0.3","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.1","","..",""
"147","Kenya","..","","..","","..","","0.8","","..","","..","","..","","..","","..","","..","","..",""
"22","Korea (Republic of)","2.3","","2.2","","2.6","","3.5","","3.7","","4.0","","4.1","","4.3","","4.2","","4.2","","..",""
"57","Kuwait","..","","0.1","","0.1","","0.1","","0.1","","0.1","","0.3","","0.4","","0.1","","0.1","","0.1",""
"122","Kyrgyzstan","..","","0.2","","0.2","","0.2","","0.2","","0.2","","0.1","","0.1","","0.1","","0.1","","0.1",""
"39","Latvia","0.4","","0.4","","0.5","","0.6","","0.7","","0.7","","0.6","","0.7","","0.6","","0.4","","..",""
"164","Lesotho","..","","..","","..","","..","","0.0","","..","","..","","..","","0.0","","..","","..",""
"34","Lithuania","0.5","","0.6","","0.7","","0.8","","0.9","","0.9","","1.0","","1.0","","1.0","","0.8","","..",""
"21","Luxembourg","..","","1.6","","1.6","","1.5","","1.5","","1.3","","1.3","","1.3","","1.3","","1.2","","..",""
"162","Madagascar","..","","0.1","","0.2","","0.1","","0.1","","..","","..","","0.0","","..","","0.0","","0.0",""
"61","Malaysia","0.2","","0.5","","..","","1.0","","1.0","","1.1","","..","","1.3","","1.3","","..","","..",""
"184","Mali","..","","..","","..","","0.6","","..","","..","","..","","..","","0.3","","..","","0.3",""
"28","Malta","..","","..","","0.5","","0.6","","0.7","","0.8","","0.8","","0.7","","0.8","","0.6","","..",""
"66","Mauritius","..","","0.3","","0.4","","..","","..","","0.2","","..","","..","","..","","..","","..",""
"76","Mexico","0.3","","0.3","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","..",""
"107","Moldova (Republic of)","0.9","","..","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.3","","0.3",""
"..","Monaco","..","","..","","0.0","","..","","..","","..","","..","","..","","..","","..","","..",""
"92","Mongolia","..","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.1",""
"52","Montenegro","..","","..","","0.9","","..","","0.3","","..","","0.4","","0.4","","0.4","","..","","..",""
"121","Morocco","..","","..","","..","","0.7","","..","","..","","..","","..","","..","","..","","..",""
