"Mortality rate, infant (per 1,000 live births)"
"HDI Rank (2018)","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"170","Afghanistan","118.8","","102.2","","90.2","","78.4","","65.6","","63.2","","60.9","","58.7","","56.7","","54.9","","53.2","","51.5",""
"69","Albania","34.8","","28.5","","21.8","","15.4","","10.7","","10.1","","9.5","","9.0","","8.6","","8.3","","8.1","","7.8",""
"82","Algeria","41.8","","37.2","","33.9","","28.8","","23.5","","22.9","","22.4","","22.1","","21.8","","21.4","","21.0","","20.6",""
"36","Andorra","7.5","","5.8","","4.7","","4.1","","3.8","","3.7","","3.7","","3.6","","3.5","","3.4","","3.3","","3.2",""
"149","Angola","132.0","","131.6","","122.6","","101.8","","76.4","","71.9","","67.8","","64.1","","60.9","","58.2","","55.8","","53.8",""
"74","Antigua and Barbuda","24.2","","17.6","","13.0","","10.1","","7.8","","7.4","","7.0","","6.6","","6.2","","5.9","","5.6","","5.4",""
"48","Argentina","25.4","","21.7","","17.7","","14.7","","13.0","","12.5","","11.9","","11.3","","10.7","","10.2","","9.7","","9.2",""
"81","Armenia","42.3","","33.5","","26.5","","20.7","","16.1","","15.3","","14.5","","13.8","","13.1","","12.5","","11.9","","11.3",""
"6","Australia","7.6","","5.8","","5.1","","4.8","","4.0","","3.8","","3.6","","3.5","","3.3","","3.2","","3.1","","3.0",""
"20","Austria","8.0","","5.7","","4.6","","4.1","","3.6","","3.5","","3.3","","3.2","","3.1","","3.0","","3.0","","2.9",""
"87","Azerbaijan","75.9","","75.2","","61.1","","44.2","","32.6","","30.6","","28.6","","26.8","","25.1","","23.4","","21.9","","20.5",""
"60","Bahamas","19.6","","15.5","","13.1","","12.4","","9.4","","8.7","","8.1","","7.5","","6.9","","6.4","","6.1","","5.8",""
"45","Bahrain","19.6","","15.5","","10.7","","9.1","","7.3","","7.0","","6.8","","6.7","","6.6","","6.5","","6.4","","6.3",""
"135","Bangladesh","99.7","","80.9","","64.0","","50.4","","38.9","","36.9","","35.0","","33.2","","31.5","","29.8","","28.3","","26.9",""
"56","Barbados","16.0","","13.4","","13.8","","14.4","","13.4","","13.1","","12.9","","12.7","","12.4","","12.1","","11.9","","11.5",""
"50","Belarus","12.2","","12.4","","9.9","","6.5","","4.2","","3.9","","3.6","","3.4","","3.2","","3.1","","2.9","","2.8",""
"17","Belgium","8.3","","6.3","","4.9","","4.1","","3.7","","3.6","","3.5","","3.4","","3.3","","3.2","","3.1","","3.1",""
"103","Belize","31.3","","24.3","","20.1","","17.9","","16.3","","15.8","","15.3","","14.7","","14.1","","13.4","","12.8","","12.2",""
"163","Benin","107.1","","95.8","","88.6","","77.9","","72.1","","71.3","","70.4","","69.3","","68.0","","66.6","","65.1","","63.5",""
"134","Bhutan","89.6","","72.7","","57.8","","44.9","","34.2","","32.5","","31.1","","29.8","","28.6","","27.6","","26.5","","25.6",""
"114","Bolivia (Plurinational State of)","85.3","","71.9","","58.4","","46.0","","36.1","","34.7","","33.4","","32.2","","31.1","","30.0","","29.0","","28.0",""
"75","Bosnia and Herzegovina","16.1","","11.6","","8.7","","7.8","","6.2","","5.9","","5.7","","5.5","","5.4","","5.2","","5.1","","4.9",""
"94","Botswana","39.5","","46.0","","50.0","","42.5","","38.5","","38.9","","36.8","","34.8","","34.4","","33.1","","32.3","","30.8",""
"79","Brazil","52.6","","41.0","","30.4","","22.1","","16.7","","16.0","","15.4","","14.9","","14.5","","14.0","","14.6","","13.2",""
"43","Brunei Darussalam","10.3","","10.1","","9.6","","9.5","","8.9","","8.9","","8.9","","8.9","","9.0","","9.0","","9.0","","9.0",""
"52","Bulgaria","14.6","","15.6","","14.4","","11.0","","9.0","","8.7","","8.3","","7.8","","7.4","","7.0","","6.7","","6.3",""
"182","Burkina Faso","99.1","","97.8","","91.5","","81.2","","66.0","","63.2","","60.6","","58.2","","56.1","","54.3","","52.6","","51.2",""
"185","Burundi","105.4","","107.0","","95.9","","78.7","","59.2","","56.1","","53.1","","50.5","","48.0","","45.9","","44.1","","42.5",""
"126","Cabo Verde","48.2","","44.6","","29.2","","22.2","","21.2","","20.6","","19.8","","18.9","","17.9","","16.9","","15.9","","15.0",""
"146","Cambodia","84.7","","86.8","","79.6","","53.3","","37.8","","35.1","","32.6","","30.6","","28.9","","27.5","","26.3","","25.1",""
"150","Cameroon","86.0","","92.3","","91.6","","81.2","","69.1","","66.8","","64.4","","62.1","","60.3","","58.2","","56.6","","55.1",""
"13","Canada","6.8","","5.8","","5.3","","5.2","","4.9","","4.8","","4.8","","4.8","","4.7","","4.7","","4.6","","4.5",""
"188","Central African Republic","114.9","","114.9","","113.0","","108.8","","101.9","","99.9","","98.0","","96.3","","93.9","","91.6","","89.2","","87.6",""
"187","Chad","112.1","","106.8","","100.9","","93.6","","85.2","","83.4","","81.7","","80.1","","78.4","","76.7","","75.0","","73.4",""
"42","Chile","16.1","","11.1","","9.2","","7.8","","7.5","","7.2","","7.2","","7.1","","6.9","","6.7","","6.6","","6.3",""
"85","China","42.1","","37.7","","30.1","","20.3","","13.6","","12.6","","11.6","","10.8","","10.0","","9.2","","8.6","","8.0",""
"79","Colombia","28.9","","24.8","","21.2","","18.4","","15.9","","15.4","","14.9","","14.4","","14.0","","13.5","","13.1","","12.7",""
"156","Comoros","87.7","","76.9","","72.7","","70.3","","62.6","","60.9","","59.5","","57.9","","56.4","","54.9","","53.6","","52.2",""
"138","Congo","58.8","","66.3","","72.5","","58.1","","43.6","","42.0","","40.5","","39.2","","38.0","","36.9","","35.8","","34.7",""
"179","Congo (Democratic Republic of the)","119.7","","114.9","","107.5","","96.3","","84.8","","82.5","","80.4","","78.3","","76.1","","74.1","","72.1","","70.0",""
"68","Costa Rica","14.3","","12.5","","11.1","","9.0","","8.7","","8.6","","8.5","","8.4","","8.3","","8.2","","8.0","","7.8",""
"46","Croatia","11.1","","8.7","","7.2","","5.8","","4.7","","4.5","","4.5","","4.3","","4.2","","4.1","","4.0","","3.9",""
"72","Cuba","10.5","","8.3","","6.3","","5.6","","4.6","","4.5","","4.5","","4.4","","4.3","","4.3","","4.2","","4.1",""
"31","Cyprus","9.9","","8.0","","5.7","","4.1","","3.0","","2.8","","2.7","","2.5","","2.4","","2.3","","2.2","","2.1",""
"26","Czechia","10.3","","7.1","","4.5","","3.5","","2.7","","2.6","","2.5","","2.5","","2.5","","2.5","","2.6","","2.6",""
"165","Côte d'Ivoire","104.1","","104.3","","98.7","","87.9","","76.8","","75.1","","73.1","","71.2","","69.5","","67.8","","66.0","","64.2",""
"11","Denmark","7.3","","5.4","","4.6","","4.0","","3.5","","3.5","","3.5","","3.5","","3.6","","3.6","","3.7","","3.7",""
"171","Djibouti","92.2","","86.4","","80.3","","71.7","","62.6","","60.9","","59.3","","57.7","","56.1","","54.5","","53.0","","51.5",""
"98","Dominica","14.2","","14.1","","13.4","","14.3","","18.9","","20.5","","22.4","","24.4","","26.6","","28.8","","30.4","","31.5",""
"89","Dominican Republic","46.4","","38.8","","33.2","","30.1","","28.3","","28.0","","27.7","","27.2","","26.8","","26.2","","25.6","","25.0",""
"85","Ecuador","42.4","","33.0","","24.3","","19.4","","15.7","","15.0","","14.4","","13.8","","13.4","","13.0","","12.7","","12.5",""
"116","Egypt","62.9","","49.5","","37.3","","29.6","","24.3","","23.3","","22.4","","21.6","","20.9","","20.1","","19.4","","18.8",""
"124","El Salvador","46.1","","35.7","","27.2","","21.1","","16.6","","15.8","","15.1","","14.5","","13.9","","13.4","","12.9","","12.5",""
"144","Equatorial Guinea","121.0","","116.8","","107.5","","94.0","","80.5","","78.2","","76.0","","73.8","","71.5","","69.4","","67.4","","65.3",""
"182","Eritrea","92.7","","73.8","","57.9","","46.9","","39.2","","38.0","","36.8","","35.8","","34.7","","33.9","","32.9","","32.1",""
"30","Estonia","14.0","","12.5","","8.8","","5.7","","3.6","","3.3","","3.1","","2.9","","2.6","","2.5","","2.3","","2.1",""
"138","Eswatini (Kingdom of)","52.0","","64.1","","80.3","","80.0","","60.6","","56.4","","51.3","","48.7","","46.5","","42.5","","41.2","","40.8",""
"173","Ethiopia","120.2","","104.7","","88.2","","70.7","","55.3","","52.7","","50.4","","48.2","","46.1","","44.2","","42.5","","41.0",""
"98","Fiji","24.3","","21.0","","19.5","","19.6","","20.3","","20.3","","20.4","","20.4","","20.6","","20.8","","21.1","","21.4",""
"12","Finland","5.5","","4.3","","3.5","","3.1","","2.5","","2.4","","2.3","","2.2","","2.1","","2.0","","1.9","","1.9",""
"26","France","7.4","","5.4","","4.4","","3.8","","3.5","","3.5","","3.4","","3.4","","3.4","","3.5","","3.5","","3.5",""
"115","Gabon","60.2","","57.6","","54.2","","49.0","","42.9","","41.7","","40.4","","39.3","","38.5","","37.4","","36.1","","35.1",""
"174","Gambia","82.4","","72.2","","63.4","","55.4","","48.7","","47.6","","46.4","","45.4","","44.2","","43.3","","42.3","","41.4",""
"70","Georgia","40.8","","37.9","","30.9","","21.7","","14.8","","13.8","","13.0","","12.2","","11.5","","10.8","","10.2","","9.7",""
"4","Germany","7.0","","5.3","","4.4","","3.9","","3.5","","3.4","","3.3","","3.3","","3.3","","3.3","","3.2","","3.1",""
"142","Ghana","79.3","","71.4","","64.1","","56.4","","48.9","","46.9","","44.8","","42.8","","40.7","","38.9","","37.2","","35.7",""
"32","Greece","9.2","","7.4","","5.5","","3.9","","3.2","","3.2","","3.3","","3.5","","3.6","","3.9","","4.2","","4.3",""
"78","Grenada","18.1","","15.0","","13.2","","12.3","","12.7","","13.1","","13.4","","13.9","","14.4","","14.8","","15.1","","15.3",""
"126","Guatemala","60.1","","49.2","","40.8","","34.3","","29.1","","28.2","","27.2","","26.3","","25.5","","24.7","","23.9","","23.1",""
"174","Guinea","138.6","","120.2","","100.5","","82.0","","69.5","","67.4","","65.4","","63.5","","61.6","","59.8","","58.1","","56.4",""
"178","Guinea-Bissau","132.3","","119.8","","106.1","","89.8","","72.3","","69.1","","66.2","","63.6","","61.4","","59.3","","57.4","","55.6",""
"123","Guyana","46.6","","41.5","","37.2","","33.6","","30.7","","30.1","","29.5","","28.9","","28.3","","27.5","","26.7","","26.0",""
"169","Haiti","100.3","","87.3","","74.5","","65.8","","87.0","","59.6","","58.8","","57.9","","57.0","","56.1","","55.0","","53.9",""
"132","Honduras","45.1","","37.1","","30.6","","24.7","","20.1","","19.3","","18.6","","18.0","","17.3","","16.7","","16.2","","15.6",""
"43","Hungary","15.2","","10.8","","8.7","","6.4","","5.1","","4.9","","4.8","","4.7","","4.5","","4.3","","4.1","","3.8",""
"6","Iceland","5.0","","4.1","","3.2","","2.5","","2.0","","2.0","","1.9","","1.8","","1.8","","1.7","","1.7","","1.6",""
"129","India","88.5","","77.9","","66.7","","55.7","","45.3","","43.2","","41.1","","39.1","","37.2","","35.3","","33.6","","32.0",""
"111","Indonesia","61.8","","50.4","","40.9","","33.5","","27.5","","26.4","","25.4","","24.5","","23.7","","22.9","","22.2","","21.4",""
"65","Iran (Islamic Republic of)","43.7","","35.5","","28.2","","21.8","","16.8","","16.1","","15.4","","14.9","","14.3","","13.8","","13.3","","12.8",""
"120","Iraq","42.2","","39.0","","35.9","","33.2","","30.2","","29.5","","28.9","","28.1","","27.4","","26.7","","26.0","","25.3",""
"3","Ireland","7.7","","6.1","","6.0","","4.4","","3.5","","3.4","","3.4","","3.3","","3.2","","3.1","","3.0","","3.0",""
"22","Israel","9.7","","7.2","","5.6","","4.5","","3.7","","3.5","","3.4","","3.3","","3.2","","3.0","","2.9","","2.9",""
"29","Italy","8.4","","6.4","","4.7","","3.8","","3.4","","3.3","","3.2","","3.1","","3.0","","3.0","","2.9","","2.9",""
"96","Jamaica","25.5","","22.0","","19.0","","17.3","","16.0","","15.6","","15.2","","14.8","","14.3","","13.9","","13.5","","13.1",""
"19","Japan","4.6","","4.1","","3.3","","2.8","","2.4","","2.4","","2.2","","2.1","","2.1","","2.1","","1.9","","1.9",""
"102","Jordan","29.8","","26.2","","23.3","","20.6","","18.0","","17.5","","17.0","","16.5","","16.0","","15.5","","15.1","","14.6",""
